vuln_gf_id,air_temp,biomass_removal,bycatch,entanglement_macroplastic,eutrophication_nutrient_pollution,habitat_loss_degradation,inorganic_pollution,invasive_species,light_pollution,noise_pollution,oa,oceanographic,organic_pollution,plastic_pollution_microplastic,poisons_toxins,salinity,sedimentation,slr,storm_disturbance,uv,water_temp,wildlife_strike
59467,0,0.01308,0.0509,0.01882,0.00225,7.2e-4,0.01099,0,0,0,0.00155,0,0.0159,0.0309,0.01752,0,0.0183,0,0.0023,0,0.00539,0.02046
59468,0,0.01308,0.0509,0.01882,0.00225,7.2e-4,0.01099,0,0,0,0.00155,0,0.0159,0.0309,0.01752,0,0.0183,0,0.0023,0,0.00539,0.02046
59469,0,0.01308,0.0509,0.01882,0.00225,7.2e-4,0.01099,0,0,0,0.00155,0,0.0159,0.0309,0.01752,0,0.0183,0,0.0023,0,0.00539,0.02046
59485,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59486,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59487,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59488,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59489,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59490,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59491,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59492,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59493,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59494,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59495,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59496,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59497,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59498,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59499,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59500,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59501,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59502,0,0.00647,0.00388,0.00111,0.00375,0.003,0.00353,0,0,0,0.00341,0.00352,0.00266,7.7e-4,0.00222,0.00317,0.00222,0,0.00198,0,0.00397,0.00115
59503,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59504,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59505,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59506,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59507,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59508,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59509,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59510,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59511,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59512,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59513,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59514,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59515,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59516,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59517,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59518,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59519,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59520,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59521,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59522,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59523,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59524,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59525,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59526,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59527,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59528,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59529,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59530,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59531,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59532,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59533,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59534,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59535,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59536,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59537,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59538,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59539,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59540,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59541,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59542,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59543,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59544,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59545,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59546,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59547,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59548,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59549,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59550,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59552,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59553,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59554,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59555,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59556,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59557,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59558,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59560,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59561,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59562,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59563,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59564,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59565,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59566,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59567,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59568,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59569,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59570,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59571,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59572,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59573,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59574,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59575,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59576,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59577,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59578,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59579,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59580,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59581,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59582,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59583,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59584,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59585,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59586,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59587,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59588,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59589,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59590,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59591,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59592,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59593,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59594,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59595,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59596,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59597,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59598,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59599,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59600,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59601,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59602,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59603,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59604,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59605,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59606,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59607,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59608,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59609,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59610,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59611,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59612,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59613,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59614,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59615,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59616,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59617,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59618,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
59619,0.22588,0.02146,0.00386,0.0011,0.00295,0.00981,0.00249,0,0,0,0.00512,0.01158,0.00188,0.00115,0.00157,0.00252,0.00155,0.10362,0.00245,0,0.00494,0.00376
