db,spec_code,species,length
fb,53407,argopleura chocoensis,5.28000020980835
fb,53408,argopleura conventus,3.5999999046325684
fb,53409,argopleura diquensis,4.690000057220459
fb,53410,argopleura magdalenensis,5.300000095367432
fb,53411,hemibrycon dentatus,11.800000190734863
fb,53412,hemibrycon boquiae,4.800000190734863
fb,53414,serrapinnus microdon,3.5499999046325685
fb,53417,brycon fowleri,30
fb,53419,charax macrolepis,9.5
fb,53424,parastremma sadina,18
fb,53425,moenkhausia hasemani,4.5
fb,53427,hyporhamphus gamberur,28.5
fb,53429,creagrutus gephyrus,6.5
fb,53430,creagrutus paraguayensis,5.800000190734863
fb,53432,compsura heterura,3.799999952316284
fb,53435,roestes molossus,21.600000190734864
fb,53436,hyphessobrycon catableptus,1.7999999523162842
fb,53438,genycharax tarpon,17.399999618530273
fb,53439,gephyrocharax chocoensis,5.159999847412109
fb,53440,gephyrocharax intermedius,4.420000076293945
fb,53441,gephyrocharax whaleri,4.880000114440918
fb,53445,hemibrycon orcesi,5
fb,53446,hemigrammus matei,4.300000190734863
fb,53448,hemigrammus tridens,2
fb,53449,hyphessobrycon igneus,4.170000076293945
fb,53450,glandulocauda melanopleura,5.5
fb,53451,iotabrycon praecox,2.180000066757202
fb,53452,landonia latidens,4.210000038146973
fb,53453,leptobrycon jatuaranae,2.9000000953674316
fb,53454,stichonodon insignis,8
fb,53458,moenkhausia affinis,6
fb,53459,monotocheirodon pearsoni,4.400000095367432
fb,53460,myleus micans,27.600000381469727
fb,53461,myleus knerii,12.100000381469728
fb,53462,myloplus tiete,16.299999237060547
fb,53466,odontostoechus lethostigmus,6.650000095367432
fb,53467,oligobrycon microstomus,3.900000095367432
fb,53468,parastremma album,9.5
fb,53469,parastremma pulchrum,10
fb,53470,piabarchus analis,4.9
fb,53472,piabucus melanostoma,11.5
fb,53473,planaltina myersi,4.599999904632568
fb,53475,poecilocharax bovaliorum,4.699999809265137
fb,53476,deuterodon heterostomus,8.100000381469727
fb,53477,pseudochalceus lineatus,7.5
fb,53478,pseudochalceus kyburzi,7.800000190734863
fb,53479,pterobrycon landoni,2.509999990463257
fb,53481,rachoviscus crassiceps,3.849999904632568
fb,53482,rhoadsia minor,10.399999618530272
fb,53490,schultzites axelrodi,3.4000000953674316
fb,53491,serrasalmus hollandi,17.85
fb,53493,astyanax filiferus,8.460000038146973
fb,53495,pseudochalceus longianalis,7.849999904632568
fb,53496,cheirodon ibicuhiensis,4.190000057220459
fb,53503,ancistrus lineolatus,9
fb,53504,aphanotorulus ammophilus,16.100000381469727
fb,53505,cordylancistrus perijae,12.729999542236328
fb,53506,craterocephalus centralis,7.5
fb,53507,farlowella taphorni,13.5
fb,53510,farlowella odontotumulus,17.5
fb,53511,farlowella isbruckeri,12.199999809265137
fb,53512,farlowella paraguayensis,16.5
fb,53513,farlowella platorynchus,19.399999618530273
fb,53514,farlowella colombiensis,16
fb,53515,pareiorhaphis vestigipinnis,9.800000190734863
fb,53516,hypostomus luteus,40.5
fb,53517,hypostomus isbrueckeri,27.699999809265137
fb,53518,hypostomus uruguayensis,34.5
fb,53519,hypostomus roseopunctatus,26.899999618530273
fb,53520,odontesthes humensis,19.81999969482422
fb,53521,odontesthes mirinensis,14.84000015258789
fb,53522,menidia colei,3.7
fb,53525,dolichancistrus fuesslii,13.100000381469728
fb,53526,pseudancistrus longispinis,10.399999618530272
fb,53529,otocinclus mura,3.5999999046325684
fb,53530,otocinclus huaorani,3.200000047683716
fb,53531,otocinclus caxarari,2.5999999046325684
fb,53532,otocinclus bororo,3.0999999046325684
fb,53533,otocinclus xakriaba,3.0999999046325684
fb,53534,parotocinclus cesarpintoi,3.9660000801086426
fb,53538,hyporhamphus mexicanus,17.299999618530272
fb,53539,parotocinclus haroldoi,3.484999895095825
fb,53540,hyporhamphus meeki,20.899999618530273
fb,53541,parotocinclus eppleyi,2.9800000190734863
fb,53555,scobinancistrus pariolispos,27
fb,53557,thalassophryne punctata,15.800000190734863
fb,53558,sturisoma caquetae,19.299999237060547
fb,53559,thalassophryne amazonica,9.300000190734863
fb,53562,apistoloricaria laani,13
fb,53563,apistoloricaria listrorhinos,13.600000381469728
fb,53565,apistoloricaria ommation,9.800000190734863
fb,53566,dekeyseria amazonica,17.799999237060547
fb,53567,thalassophryne montevidensis,14.399999618530272
fb,53568,pterygoplichthys scrophus,27.5
fb,53569,daector quadrizonatus,18
fb,53570,hypancistrus zebra,7
fb,53572,parotocinclus aripuanensis,2.0899999141693115
fb,53574,parotocinclus longirostris,2.6500000953674316
fb,53575,batrachoides goldmani,21.600000381469727
fb,53578,nannoptopoma sternoptychum,3.299999952316284
fb,53579,neoplecostomus ribeirensis,9
fb,53580,neoplecostomus espiritosantensis,10.300000190734863
fb,53581,neoplecostomus paranensis,9.300000190734863
fb,53583,neoplecostomus variipictus,9.020000457763672
fb,53585,potamobatrachus trispinosus,5
fb,53587,ancistrus piriformis,8.300000190734863
fb,53588,ancistrus pirareta,15.600000381469728
fb,53590,vladichthys gloverensis,5.599999904632568
fb,53592,leporacanthicus triactis,24.700000762939453
fb,53595,paralithoxus boujardi,6.25
fb,53596,paralithoxus stocki,6.599999904632568
fb,53602,craterocephalus amniculus,5.5
fb,53604,atherinella sardina,5.5
fb,53605,atherinella hubbsi,7
fb,53606,atherinella milleri,5.5
fb,53626,copionodon pecten,6.21999979019165
fb,53627,copionodon orthiocarinatus,7.5
fb,53628,glaphyropoma rodriguesi,5.070000171661377
fb,53629,ituglanis parahybae,5.099999904632568
fb,53630,listrura camposi,3.940000057220459
fb,53633,listrura nematopteryx,3.660000085830689
fb,53634,priapichthys nigroventralis,3
fb,53635,priapichthys caliensis,2.799999952316284
fb,53636,priapichthys darienensis,3
fb,53637,priapichthys chocoensis,3.5
fb,53644,stauroglanis gouldingi,2.700000047683716
fb,53645,trichomycterus caliensis,7.400000095367432
fb,53646,trichomycterus transandianus,6.099999904632568
fb,53647,trichomycterus piurae,10.100000381469728
fb,53652,poecilia marcellinoi,6.300000190734863
fb,53654,poeciliopsis lutzi,3.5
fb,53656,cetopsis orinoco,9.399999618530272
fb,53659,priapichthys puetzi,2.609999895095825
fb,53660,cetopsis oliveirai,3.5999999046325684
fb,53661,denticetopsis sauli,2.0999999046325684
fb,53662,denticetopsis royeroi,1.7999999523162842
fb,53663,denticetopsis praecox,5.289999961853027
fb,53665,trichomycterus weyrauchi,4.900000095367432
fb,53667,tatia musaica,6.199999904632568
fb,53668,auchenipterus fordicei,9.899999618530272
fb,53670,trichomycterus bahianus,8.859999656677246
fb,53671,trichomycterus auroguttatus,6.059999942779541
fb,53672,trichomycterus mimonha,7.800000190734863
fb,53673,trichomycterus mirissumba,5.960000038146973
fb,53674,trichomycterus longibarbatus,5.840000152587891
fb,53675,trichomycterus concolor,6.429999828338623
fb,53677,cnesterodon septentrionalis,3
fb,53678,glanidium cesarpintoi,9.56999969482422
fb,53679,cnesterodon brevirostratus,4.389999866485596
fb,53680,auchenipterichthys coracoideus,10
fb,53682,corydoras parallelus,5.150000095367432
fb,53683,trachelyopterus lucenai,16.5
fb,53684,corydoras incolicana,5.210000038146973
fb,53686,percichthys colhuapiensis,66.04
fb,53687,corydoras crypticus,4.5
fb,53689,corydoras duplicareus,4
fb,53690,corydoras serratus,4.880000114440918
fb,53691,corydoras pinheiroi,5.699999809265137
fb,53692,corydoras sarareensis,4.400000095367432
fb,53693,corydoras seussi,6
fb,53694,corydoras amandajanea,5.880000114440918
fb,53695,corydoras coriatae,6.480000019073486
fb,53697,centromochlus romani,3.2699999809265137
fb,53698,ageneiosus militaris,30.75
fb,53699,astroblepus formosus,5
fb,53701,ageneiosus magoi,18.100000381469727
fb,53703,astroblepus pirrensis,13
fb,53704,ageneiosus pardalis,46.20000038146973
fb,53705,astroblepus prenadillus,20
fb,53707,lebiasina floridablancaensis,13
fb,53708,sciaena deliciosa,39
fb,53709,bollmannia stigmatura,14
fb,53710,bollmannia macropoma,14
fb,53712,bollmannia marginalis,14
fb,53713,bollmannia ocellata,14
fb,53715,bollmannia umbrosa,14
fb,53716,pyrrhulina zigzag,3.5
fb,53717,trichomycterus maracaiboensis,4.369999885559082
fb,53718,trichomycterus motatanensis,7.099999904632568
fb,53719,typhlobelus macromycterus,2.190000057220459
fb,53723,trichomycterus taeniops,9.199999809265137
fb,53725,schizodon knerii,23.5
fb,53727,ammoglanis diaphanus,1.8700000047683716
fb,53728,trichomycterus duellmani,4.800000190734863
fb,53730,pyrrhulina lugubris,5
fb,53732,pyrrhulina maxima,8
fb,53735,corydoras breei,3.900000095367432
fb,53736,corydoras virginiae,5.099999904632568
fb,53743,simpsonichthys marginatus,6
fb,53744,hypsolebias ghisolfii,7.28000020980835
fb,53746,leporinus niceforoi,12.800000190734863
fb,53749,pseudobunocephalus amazonicus,4.5
fb,53751,pseudobunocephalus quadriradiatus,3.2100000381469727
fb,53753,bathygadus garretti,51
fb,53757,xyliphius melanopterus,14.699999809265137
fb,53759,hoplomyzon sexpapilostoma,3.200000047683716
fb,53761,potamotrygon henlei,45
fb,53763,potamotrygon falkneri,60
fb,53766,potamotrygon leopoldi,111
fb,53768,potamotrygon schuhmacheri,25
fb,53770,potamotrygon signata,30
fb,53772,potamotrygon brachyura,95
fb,53773,olivaichthys cuyanus,21.799999237060547
fb,53774,olivaichthys mesembrinus,16.799999237060547
fb,53777,epiplatys togolensis,8
fb,53781,myxine paucidens,30.5
fb,53783,latimeria menadoensis,140
fb,53784,pseudoxiphophorus anzuetoi,6
fb,53787,gambusia speciosa,3
fb,53788,hippocampus algiricus,14.100000381469727
fb,53789,hippocampus barbouri,15
fb,53790,hippocampus bargibanti,2.200000047683716
fb,53791,hippocampus kuda,11
fb,53792,hippocampus comes,17.350000381469727
fb,53793,bascanichthys paulensis,62.29999923706055
fb,53795,moringua macrochir,20
fb,53797,stictorhinus potamius,34.5
fb,53799,belonion apodion,5
fb,53803,hippocampus fisheri,6.5
fb,53809,strongylura fluviatilis,51.70000076293945
fb,53810,strongylura forsythia,40.5
fb,53812,strongylura hubbsi,49.79999923706055
fb,53814,hippocampus jayakari,12.5
fb,53815,hippocampus kelloggi,21.5
fb,53816,halichoeres bicolor,9.6
fb,53820,cirrisalarias bunares,3.5
fb,53821,andamia heteroptera,6.400000095367432
fb,53822,apterichtus moseri,5.56
fb,53823,apterichtus flavicaudus,80
fb,53827,cirricaecula macdowelli,22.799999237060547
fb,53833,letharchus aliculatus,21.5
fb,53838,scolecenchelys cookei,15.5
fb,53840,scolecenchelys chilensis,28.399999618530273
fb,53844,muraenichthys philippinensis,30
fb,53846,neenchelys microtretus,18.299999237060547
fb,53849,ophichthus altipennis,120
fb,53852,ophichthus echeloides,51
fb,53853,ophichthus kunaloa,47.29999923706055
fb,53857,pisodonophis copelandi,30.799999237060547
fb,53858,pseudomyrophis frio,26
fb,53859,pseudomyrophis nimius,36.70000076293945
fb,53861,schultzidia retropinnis,11.5
fb,53867,ophichthus megalops,33.20000076293945
fb,53892,yirrkala gjellerupi,15.300000190734863
fb,53902,torpedo andersoni,22
fb,53905,narcine bancroftii,65
fb,53909,hippocampus lichtensteinii,3.5
fb,53910,hippocampus minotaur,5
fb,53911,hippocampus mohnikei,6.75
fb,53912,diplobatis colombiensis,17
fb,53913,diplobatis guamachensis,20
fb,53914,hippocampus subelongatus,16.5
fb,53919,heteronarce bentuviai,16.300000190734863
fb,53922,centrophorus atromarginatus,87
fb,53923,osteomugil perusii,23.100000381469727
fb,53925,xenentodon canciloides,30
fb,53931,squatina occulta,120
fb,53932,squatina guggenheim,77.01000213623047
fb,53934,etmopterus pycnolepis,57.1
fb,53936,etmopterus robinsi,31
fb,53940,glenoglossa wassi,15
fb,53942,benthobatis moresbyi,35.119998931884766
fb,53945,ophichthus rugifer,68
fb,53949,paraletharchus opercularis,64.30000305175781
fb,53950,narcine maculata,39.5
fb,53954,callechelys papulosa,55.099998474121094
fb,53955,callechelys randalli,46.400001525878906
fb,53956,callechelys maculatus,33.79999923706055
fb,53957,bascanichthys sibogae,23.700000762939453
fb,53959,ophichthus apachus,23.100000381469727
fb,53965,centroscyllium excelsum,63.599998474121094
fb,53971,parascombrops argyreus,18.299999237060547
fb,53972,ophichthus arneutes,30.600000381469727
fb,53974,ophichthus longipenis,58.70000076293945
fb,53975,ophichthus mecopterus,27.399999618530273
fb,53976,ophichthus melope,27
fb,53977,ophichthus tetratrema,62.13
fb,53997,galeus atlanticus,41.7
fb,54002,parmops coruscans,4.820000171661377
fb,54003,protoblepharon rosenblatti,22
fb,54004,atelomycterus fasciatus,45
fb,54011,ateleopus purpureus,70
fb,54012,oxynotus japonicus,54
fb,54013,ateleopus tanabensis,36.20000076293945
fb,54014,ijimaia antillarum,85.5
fb,54015,trigonognathus kabeyai,47
fb,54017,etmopterus baxteri,75
fb,54021,bathyraja maculata,124.5
fb,54026,fundulopanchax fallax,9
fb,54027,aphyosemion elberti,4
fb,54029,fundulopanchax deltaensis,8
fb,54031,sympterygia bonapartii,75.5
fb,54032,sympterygia acuta,57
fb,54034,sympterygia brevicaudata,38
fb,54036,dipturus kwangtungensis,75.69999694824219
fb,54038,bathyraja taranetzi,70
fb,54040,nothobranchius vosseleri,4.460000038146973
fb,54044,nemamyxine kreffti,40
fb,54045,leptodoras myersi,7.699999809265137
fb,54047,neomyxine biniplicata,41.20000076293945
fb,54048,notomyxine tridentiger,57.5
fb,54049,myxine debueni,57
fb,54050,myxine dorsum,49
fb,54051,myxine fernholmi,84.5999984741211
fb,54053,myxine hubbsi,51.85000038146973
fb,54054,myxine hubbsoides,82.5999984741211
fb,54055,stephanoberyx monae,8.100000381469727
fb,54056,myxine knappi,56.5
fb,54057,myxine mccoskeri,28.400000190734865
fb,54058,myxine pequenoi,18.299999237060547
fb,54059,myxine robinsorum,54
fb,54060,eptatretus bischoffii,55
fb,54061,eptatretus caribbeaus,38.5
fb,54062,eptatretus cheni,37.70000076293945
fb,54063,eptatretus chinensis,37.5
fb,54064,eptatretus fernholmi,29.5
fb,54065,eptatretus fritzi,53.70000076293945
fb,54066,eptatretus indrambaryai,43.70000076293945
fb,54067,eptatretus mcconnaugheyi,48.20000076293945
fb,54068,eptatretus mendozai,45
fb,54069,eptatretus minor,39.5
fb,54070,eptatretus multidens,73.0999984741211
fb,54072,eptatretus nanii,66.4000015258789
fb,54075,eptatretus nelsoni,24
fb,54076,eptatretus sheni,43
fb,54077,eptatretus sinus,48.099998474121094
fb,54078,eptatretus taiwanae,33.400001525878906
fb,54079,eptatretus wisneri,33.5
fb,54080,eptatretus yangi,29.600000381469727
fb,54086,breviraja nigriventralis,40
fb,54087,breviraja claramaculata,29.399999618530273
fb,54088,breviraja mouldi,41
fb,54089,amblyraja reversa,60
fb,54091,bathyraja pseudoisotrachys,100
fb,54092,aulotrachichthys pulsator,8
fb,54098,hoplostethus vniro,19.600000381469727
fb,54103,dipturus crosnieri,61
fb,54104,aulotrachichthys atlanticus,10.300000190734863
fb,54105,aulotrachichthys heptalepis,6.699999809265137
fb,54106,aulotrachichthys argyrophanus,7.5
fb,54109,bassozetus zenkevitchi,26.299999237060547
fb,54110,atlantoraja platana,72.04999923706055
fb,54111,bathyraja fedorovi,73.30000305175781
fb,54112,breviraja marklei,39
fb,54113,gurgesiella dorsalifera,53
fb,54114,neoraja carolinensis,28.5
fb,54115,psammobatis lentiginosa,49
fb,54117,dipturus leptocauda,67
fb,54120,amblyraja doellojuradoi,69
fb,54121,amblyraja frerichsi,91
fb,54123,bathyonus caudalis,51.79999923706055
fb,54124,dicrolene longimana,32
fb,54125,eretmichthys pinnatus,41
fb,54127,paracanthobrama guichenoti,25.399999618530273
fb,54128,melamphaes janae,8.600000381469727
fb,54130,centrophorus isodon,89.30000305175781
fb,54131,brosmolus longicaudus,7.769999980926514
fb,54133,acentrogobius chlorostigmatoides,10.75
fb,54134,glyptophidium argenteum,28.700000762939453
fb,54139,hoplobrotula badia,55.79999923706055
fb,54140,lamprogrammus shcherbachevi,193
fb,54145,leptobrotula breviventralis,32
fb,54154,paraliparis calidus,14.199999809265137
fb,54155,cryptacanthodes giganteus,117
fb,54156,lepidopus altifrons,66
fb,54157,luciobrotula lineata,29.84
fb,54159,bregmaceros pescadorus,4.300000190734863
fb,54165,monomitopus torvus,22.600000381469727
fb,54169,monomitopus garmani,19.200000762939453
fb,54172,monomitopus magnus,53.5
fb,54175,meadia roseni,74.5
fb,54176,ostorhinchus fukuii,9.34000015258789
fb,54177,ostorhinchus cheni,13
fb,54179,cirrhilabrus condei,8
fb,54180,amblyglyphidodon batunai,10
fb,54182,pomacentrus saksonoi,10
fb,54185,cirrhilabrus pylei,9
fb,54193,cirrhilabrus walindi,7
fb,54196,salvelinus elgyticus,23.799999237060547
fb,54206,neobythites unimaculatus,23.200000762939453
fb,54210,chiloscyllium hasseltii,61
fb,54214,porogadus nudus,19.799999237060547
fb,54216,porogadus melampeplus,21
fb,54217,careproctus ranula,8.100000381469727
fb,54220,cyclopteropsis jordani,6.099999904632568
fb,54221,tauredophidium hextii,10.5
fb,54222,barathrodemus manatinus,15.100000381469728
fb,54223,bassozetus elongatus,48
fb,54225,apagesoma edentatum,75.19999694824219
fb,54227,barathrites parri,27.5
fb,54232,bassozetus levistomatus,80.5
fb,54233,bassozetus multispinis,44.70000076293945
fb,54234,bassozetus nasus,28.200000762939453
fb,54235,bassozetus normalis,27.600000381469727
fb,54236,porogadus catena,21.5
fb,54237,porogadus trichiurus,64
fb,54241,petrotilapia chrysos,13.130000114440918
fb,54242,notropis albizonatus,5.639999866485596
fb,54243,thermarces pelophilum,12.399999618530272
fb,54244,neobythites bimarginatus,14.75
fb,54245,neobythites bimaculatus,17
fb,54248,neobythites longiventralis,13.699999809265137
fb,54250,neobythites neocaledoniensis,24.5
fb,54253,neobythites pallidus,14.300000190734863
fb,54260,neobythites zonatus,17.399999618530273
fb,54263,chaunax suttkusi,26.7
fb,54273,synaphobranchus oregoni,111
fb,54274,potamarius izabalensis,44
fb,54279,cathorops aguadulce,22.700000762939453
fb,54292,garra litanensis,9.7779998779296875
fb,54293,garra manipurensis,7
fb,54294,hypselobarbus kurali,35
fb,54295,schistura chindwinica,6.5
fb,54296,travancoria elongata,11.399999618530272
fb,54297,horabagrus nigricollaris,22
fb,54299,puntius mudumalaiensis,2.274999976158142
fb,54301,gadella brocca,17.25
fb,54302,genidens planifrons,57
fb,54303,haplochromis bareli,12.5
fb,54304,haplochromis chrysogynaion,9.130000114440918
fb,54306,barilius dimorphicus,18.5
fb,54307,crossocheilus periyarensis,23.25
fb,54308,opistognathus leprocarus,8.119999885559082
fb,54309,opistognathus nothus,7.900000095367432
fb,54310,opistognathus brasiliensis,12.920000076293944
fb,54311,opistognathus robinsi,13.119999885559082
fb,54313,opistognathus signatus,8.90999984741211
fb,54315,rhinogobius xianshuiensis,3.5
fb,54316,hime formosana,22.950000762939453
fb,54317,dysomma opisthoproctus,42.060001373291016
fb,54318,gorgasia taiwanensis,74.0999984741211
fb,54320,halichoeres orientalis,7.559999942779541
fb,54321,ostichthys sheni,11.90999984741211
fb,54322,fusigobius aureus,3.5
fb,54331,haplochromis harpakteridion,8.050000190734863
fb,54332,haplochromis howesi,16.329999923706055
fb,54333,haplochromis kujunjui,10.279999732971191
fb,54334,ghatsa pillaii,7.5
fb,54335,haplochromis maisomei,9.8100004196167
fb,54364,erotelis armiger,7.27
fb,54368,eptatretus grouseri,37.79999923706055
fb,54369,pictilabrus brauni,7.400000095367432
fb,54373,apristurus aphyodes,52.95000076293945
fb,54376,lalmohania velutina,7.199999809265137
fb,54379,sebastes moseri,18.29
fb,54380,acheilognathus macropterus,12.249999809265136
fb,54385,gobionellus daguae,9.56999969482422
fb,54386,gobionellus liolepis,14.300000190734863
fb,54393,gobiosoma seminudum,7
fb,54394,gobiosoma aceras,5
fb,54395,tigrigobius nesiotes,4.599999904632568
fb,54398,microgobius crocatus,10
fb,54399,parrella ginsburgi,8
fb,54400,sicydium hildebrandi,11
fb,54404,sicydium salvini,14
fb,54407,diaphus similis,8.07
fb,54408,gonichthys tenuiculus,5
fb,54409,hygophum atratum,3.689999997615814
fb,54413,echinomacrurus occidentalis,37
fb,54414,nezumia ventralis,32.79999923706055
fb,54415,lampanyctus idostigma,9.600000381469728
fb,54416,lampanyctus omostigma,2.559999942779541
fb,54423,gobiomorus polylepis,28
fb,54424,hemieleotris latifasciata,12
fb,54433,psammobatis rutrum,30
fb,54435,psammobatis extenta,27.600000190734864
fb,54436,haplotaxodon trifasciatus,16.200000762939453
fb,54437,synchiropus goodenbeani,18.3700008392334
fb,54440,sinobatis stenosoma,58.11
fb,54441,anacanthobatis donghaiensis,44
fb,54442,dipturus ecuadoriensis,39
fb,54444,rajella eisenhardti,38.45000076293945
fb,54445,rajella barnardi,70
fb,54446,physiculus longifilis,6.555000066757202
fb,54447,tripterophycis svetovidovi,23.399999618530273
fb,54450,alcolapia ndalalani,4.980000019073486
fb,54452,alcolapia latilabris,6.190000057220459
fb,54454,pseudobatos prahli,79.5999984741211
fb,54455,labeobarbus clarkeae,16.100000381469727
fb,54460,labeobarbus robertsi,6.5
fb,54470,hoplolatilus pohle,12.29
fb,54471,neobythites ocellatus,16.200000762939453
fb,54472,neobythites monocellatus,15.399999618530272
fb,54475,neobythites unicolor,12.600000381469728
fb,54476,neobythites marginatus,21.600000381469727
fb,54478,neobythites elongatus,13.699999809265137
fb,54479,neobythites braziliensis,14.600000381469728
fb,54480,neobythites multidigitatus,7.900000095367432
fb,54484,xenomystax trucidans,64.5
fb,54485,bellator farrago,11.239999771118164
fb,54490,schizothorax molesworthi,24.899999618530273
fb,54491,schizothorax macropogon,53.79999923706055
fb,54492,schizothorax waltoni,63.4
fb,54493,schizothorax oconnori,58.599999237060544
fb,54494,ptychobarbus dipogon,58.10000038146973
fb,54495,schizopygopsis younghusbandi,48.3
fb,54497,oxygymnocypris stewartii,58.70000038146973
fb,54498,nemacheilus subfusca,7.400000095367432
fb,54499,triplophysa stewarti,20.799999237060547
fb,54500,triplophysa stenura,13.25
fb,54501,triplophysa tibetana,15.240000095367431
fb,54505,gobiesox pinniger,10.199999809265137
fb,54507,sicyases sanguineus,8.399999618530273
fb,54509,periophthalmus modestus,9.4
fb,54512,schizothorax plagiostomus,41.5
fb,54513,schizothorax nukiangensis,48.79999923706055
fb,54514,schizothorax lantsangensis,26.15000057220459
fb,54515,schizothorax dolichonema,41.199999237060545
fb,54516,schizothorax grahami,65
fb,54517,ptychobarbus kaznakovi,48.3
fb,54518,schizopygopsis thermalis,32.5
fb,54519,oneirodes epithales,14.3
fb,54520,herzensteinia microcephalus,39
fb,54521,schizopygopsis malacanthus,27.299999618530272
fb,54523,gymnocypris dobula,25.200000762939453
fb,54527,ophichthus exourus,66.9000015258789
fb,54528,ophichthus genie,33.70000076293945
fb,54529,gymnocypris chui,24.5
fb,54530,gymnocypris waddellii,41
fb,54531,triplophysa aliensis,10.399999618530272
fb,54536,ophichthus mystacinus,42.900001525878906
fb,54541,yirrkala insolitus,28.83
fb,54545,spintherobolus ankoseion,2.7899999618530273
fb,54546,spintherobolus leptoura,2.75
fb,54548,serrapinnus calliurus,4.150000047683716
fb,54551,pareiorhaphis nudulus,3.4000000953674316
fb,54553,serrapinnus micropterus,2.630000114440918
fb,54555,gelanoglanis nanonocticolus,2.2200000286102295
fb,54557,pareiorhaphis mutuca,9.600000381469728
fb,54561,pareiorhaphis stephanus,9.850000381469728
fb,54562,rhadinoloricaria bahuaja,16.399999618530273
fb,54563,laemonema macronema,25.399999618530273
fb,54565,laemonema rhodochir,21.200000762939453
fb,54566,laemonema yuvto,21.34
fb,54567,tripterygion melanurum,5.300000190734863
fb,54568,laemonema goodebeanorum,27.699999809265137
fb,54569,laemonema gracillipes,16.899999618530273
fb,54570,stiphodon hydoreibatus,3
fb,54571,homalopteroides yuwonoi,4.380000114440918
fb,54572,microglanis cottoides,6.425
fb,54573,symphodus doderleini,9.75
fb,54574,microglanis eurystoma,7.78000020980835
fb,54575,microglanis cibelae,7.099999904632568
fb,54578,guttigadus nudirostris,22.600000381469727
fb,54579,triplophysa rotundiventris,7.599999904632568
fb,54580,gilbertolus alatus,14.3
fb,54581,guttigadus nudicephalus,14.699999809265137
fb,54583,roestes itupiranga,14.199999809265137
fb,54584,guttigadus squamirostris,16.100000381469727
fb,54586,holtbyrnia latifrons,25
fb,54587,leptacanthichthys gracilispinis,1.2999999523162842
fb,54588,trichopsetta orbisulcus,11.699999809265137
fb,54589,serrivomer lanceolatoides,65
fb,54594,derilissus altifrons,1.7100000381469729
fb,54595,gilbertolus atratoensis,11.880000114440918
fb,54596,stiphodon weberi,4.340000152587891
fb,54597,stiphodon zebrinus,2.2699999809265137
fb,54598,paramonacanthus sulcatus,17.699999809265137
fb,54599,rhinogobius lanyuensis,6.690000057220459
fb,54605,silvinichthys mendozensis,7.300000190734863
fb,54607,cantherhines longicaudus,14.75
fb,54609,hyalobagrus flavus,4.349999904632568
fb,54610,cantherhines rapanui,19.25
fb,54611,hyalobagrus leiacanthus,3.6700000762939458
fb,54613,glaucostegus spinosus,34
fb,54615,colurodontis paxmani,12
fb,54617,myliobatis peruvianus,124.5
fb,54618,labeobarbus dimidiatus,24.5
fb,54619,labeobarbus xyrocheilus,17.799999237060547
fb,54620,danio kyathit,3.225000023841858
fb,54624,paramonacanthus pusillus,14.600000381469728
fb,54625,parosphromenus bintan,2.559999942779541
fb,54626,hemitrygon navarrae,32
fb,54629,hemitrygon laevigata,31.3
fb,54630,telatrygon acutirostra,10.609999656677246
fb,54631,hemitrygon izuensis,41.81999969482422
fb,54645,odontesthes gracilis,6.5
fb,54649,tatia neivai,8.210000038146973
fb,54654,gymnura hirundo,167
fb,54655,leporacanthicus galaxias,21.100000381469727
fb,54656,hopliancistrus tricornis,10.399999618530272
fb,54660,hypsibarbus pierrei,36.9
fb,54662,labeo pierrei,65
fb,54667,opsarius bernatziki,9.06999969482422
fb,54672,cyprinus intha,30
fb,54674,auxis eudorax,36.5
fb,54675,auxis brachydorax,40
fb,54679,hypsibarbus salweenensis,35
fb,54680,hypsibarbus suvattii,35
fb,54683,bangana sinkleri,6.909999847412109
fb,54690,mystacoleucus chilopterus,9.950000190734865
fb,54695,poropuntius alloiopleurus,40
fb,54697,poropuntius chondrorhynchus,30
fb,54698,poropuntius faucis,4.059999942779541
fb,54702,poropuntius smedleyi,13.5
fb,54703,yasuhikotakia splendida,10
fb,54705,neolissochilus heterostomus,23.200000762939453
fb,54706,neolissochilus baoshanensis,17.399999618530273
fb,54707,neolissochilus benasi,17.399999618530273
fb,54709,acheilognathus tonkinensis,9.199999809265137
fb,54710,discherodontus parvus,6.699999809265137
fb,54711,acheilognathus gracilis,5.599999904632568
fb,54712,poropuntius opisthopterus,28.600000381469727
fb,54713,poropuntius rhomboides,23
fb,54714,luciobarbus pectoralis,28.199999809265137
fb,54715,carasobarbus chantrei,56.099998474121094
fb,54717,capoeta trutta,29.05
fb,54718,carasobarbus luteus,15.25
fb,54719,onychostoma elongatum,11.5
fb,54720,formosania fascicauda,8.349999904632568
fb,54721,cyprinion tenuiradius,19.5
fb,54722,poropuntius huangchuchieni,25.600000381469727
fb,54724,culter oxycephaloides,34.95000076293945
fb,54727,emblemariopsis bottomei,2.9800000190734863
fb,54728,cobitis macrostigma,13.739999771118164
fb,54732,poropuntius margarianus,23.200000286102295
fb,54733,poropuntius exiguus,10.899999618530272
fb,54736,scomber colias,35.1
fb,54737,luciocyprinus langsoni,56.79999923706055
fb,54739,ancherythroculter kurematsui,19.799999237060547
fb,54740,scaphiodonichthys macracanthus,20.5
fb,54741,liparis barbatus,13.34000015258789
fb,54742,patagonotothen guntheri,25
fb,54743,patagonotothen shagensis,15.600000381469728
