db,spec_code,species,length
fb,11307,melanotaenia nigrans,9.25
fb,11308,labeobarbus batesii,43.5
fb,11309,clypeobarbus bellcrossi,8.949999809265137
fb,11310,enteromius bourdariei,10.800000190734863
fb,11311,enteromius brachygramma,5.199999809265137
fb,11312,holtbyrnia anomala,25
fb,11313,enteromius brazzai,11
fb,11314,enteromius breviceps,7.699999809265137
fb,11315,enteromius brevidorsalis,4.199999928474426
fb,11316,holtbyrnia innesi,24
fb,11317,enteromius brevilateralis,6.199999809265137
fb,11318,labeobarbus brevispinis,23
fb,11319,enteromius brichardi,6.400000095367432
fb,11320,labeobarbus bynni,82
fb,11321,yasuhikotakia morleti,10
fb,11322,luciobarbus callensis,30
fb,11323,pimelodella gracilis,16.9
fb,11324,enteromius candens,2.5999999046325684
fb,11325,labeobarbus cardozoi,53
fb,11326,enteromius candens,3.200000047683716
fb,11327,enteromius castrasibutum,5.699999809265137
fb,11328,rineloricaria fallax,15.699999809265137
fb,11329,enteromius catenarius,4.5
fb,11330,enteromius caudosignatus,4.900000095367432
fb,11331,labeobarbus caudovittatus,80
fb,11332,otocinclus affinis,5
fb,11333,enteromius cercops,7
fb,11334,enteromius chicapaensis,8.600000381469727
fb,11335,enteromius chiumbeensis,8
fb,11336,enteromius choloensis,17.5
fb,11337,enteromius citrinus,5
fb,11338,holtbyrnia macrops,20
fb,11339,labeobarbus codringtonii,39
fb,11340,enteromius collarti,3.5
fb,11341,labeobarbus compiniei,73
fb,11342,enteromius condei,2.799999952316284
fb,11343,clypeobarbus congicus,7.5
fb,11344,labeobarbus dartevellei,11.699999809265137
fb,11345,enteromius deguidei,3.700000047683716
fb,11346,enteromius deserti,9
fb,11347,enteromius dorsolineatus,7.5
fb,11349,labeobarbus ensis,14
fb,11350,enteromius erythrozonus,2.5999999046325684
fb,11351,enteromius eutaenia,14
fb,11352,enteromius evansi,4.099999904632568
fb,11353,labeobarbus fasolt,50
fb,11354,carasobarbus fritschii,18
fb,11355,carasobarbus harterti,25
fb,11356,labeobarbus gananensis,17.600000381469727
fb,11357,labeobarbus gestetneri,24.899999618530273
fb,11358,labeobarbus girardi,30
fb,11359,enteromius greenwoodi,3.0999999046325684
fb,11360,enteromius guirali,15.5
fb,11361,labeobarbus gulielmi,15
fb,11362,enteromius gurneyi,10.099999904632568
fb,11363,enteromius haasianus,3.200000047683716
fb,11364,labeobarbus habereri,16.200000762939453
fb,11365,enteromius holotaenia,12
fb,11366,labeobarbus huloti,28.200000762939453
fb,11367,enteromius hulstaerti,3.5
fb,11368,enteromius humeralis,7
fb,11369,enteromius humilis,5.599999904632568
fb,11370,labeobarbus humphri,21.399999618530273
fb,11371,labeobarbus intermedius,37.95000076293945
fb,11373,labeobarbus iturii,36.5
fb,11374,enteromius jacksoni,11.600000381469728
fb,11375,enteromius jae,3.799999952316284
fb,11376,enteromius janssensi,4
fb,11377,labeobarbus jubbi,16.600000381469727
fb,11378,enteromius kamolondoensis,9.399999618530272
fb,11379,enteromius kerstenii,7.599999904632568
fb,11381,enteromius kessleri,7.699999809265137
fb,11382,enteromius kissiensis,1.7000000476837158
fb,11383,enteromius kuiluensis,7.199999809265137
fb,11384,enteromius lamani,10.199999809265137
fb,11385,enteromius laticeps,7
fb,11386,enteromius lineomaculatus,8.450000286102295
fb,11387,labeobarbus longifilis,26
fb,11388,enteromius loveridgii,6.599999904632568
fb,11389,raiamas intermedius,13
fb,11390,labeobarbus lucius,23
fb,11391,enteromius lukusiensis,11
fb,11392,enteromius luikae,5.570000171661377
fb,11393,enteromius lujae,4.099999904632568
fb,11394,enteromius lukindae,7.5
fb,11395,enteromius lukusiensis,11
fb,11396,enteromius luikae,4.400000095367432
fb,11397,enteromius machadoi,7.599999904632568
fb,11398,labeobarbus macroceps,32
fb,11399,labeobarbus macrolepis,40
fb,11400,enteromius magdalenae,6.800000190734863
fb,11401,labeobarbus malacanthus,15
fb,11402,enteromius macinensis,15.150000095367432
fb,11403,labeobarbus marequensis,47
fb,11404,labeobarbus rhinoceros,34.20000076293945
fb,11405,enteromius marmoratus,6.5
fb,11406,enteromius martorelli,9.800000190734863
fb,11407,clypeobarbus matthesi,6.199999809265137
fb,11408,enteromius mattozi,40
fb,11409,labeobarbus mawambi,15
fb,11410,labeobarbus mawambiensis,15
fb,11411,labeobarbus mbami,23
fb,11412,enteromius mediosquamatus,4.699999809265137
fb,11413,labeobarbus microbarbis,27
fb,11414,labeobarbus micronema,34
fb,11415,labeobarbus microterolepis,11.800000190734863
fb,11416,enteromius mimus,5.5
fb,11417,enteromius miolepis,12.5
fb,11418,enteromius rubrostigma,11.300000190734863
fb,11419,labeobarbus mirabilis,35.29999923706055
fb,11420,enteromius macinensis,5.199999809265137
fb,11420,enteromius motebensis,5.199999809265137
fb,11421,enteromius mohasicus,6.5
fb,11422,enteromius multilineatus,5.450000047683716
fb,11423,labeobarbus mungoensis,17.899999618530273
fb,11424,enteromius musumbi,5.300000190734863
fb,11426,labeobarbus nanningsi,32
fb,11427,luciobarbus nasus,21
fb,11428,enteromius neefi,6.049999952316284
fb,11429,enteromius neglectus,5.400000095367432
fb,11430,enteromius neumayeri,11.800000190734863
fb,11431,enteromius nigrifilis,2.200000047683716
fb,11432,maulisia acuticeps,25.5
fb,11433,enteromius nigroluteus,2.5999999046325684
fb,11434,maulisia argipalla,19.5
fb,11435,enteromius nyanzae,7
fb,11436,enteromius okae,4
fb,11437,enteromius oligogrammus,8.199999809265137
fb,11438,enteromius owenae,3.700000047683716
fb,11439,labeobarbus oxyrhynchus,40
fb,11440,labeobarbus pagenstecheri,35
fb,11442,enteromius papilio,2.0999999046325684
fb,11443,labeobarbus paucisquamatus,24.799999237060547
fb,11444,enteromius pellegrini,10.349999904632568
fb,11445,enteromius petchkovskyi,30
fb,11446,labeobarbus platyrhinus,40
fb,11447,enteromius pleurogramma,4
fb,11448,enteromius poechii,13.099999904632568
fb,11449,labeobarbus polylepis,58.5
fb,11450,enteromius prionacanthus,9.199999809265137
fb,11451,labeobarbus progenys,18
fb,11452,clypeobarbus pseudognathodon,5.5
fb,11454,normichthys operosus,16.399999618530273
fb,11455,platytroctes mirus,12
fb,11456,platytroctes apus,18
fb,11457,enteromius pygmaeus,2.5999999046325684
fb,11458,enteromius quadripunctatus,3.5
fb,11460,enteromius profundus,6.300000190734863
fb,11461,sagamichthys schnakenbecki,27
fb,11462,labeobarbus reinii,55
fb,11463,labeobarbus rhinophorus,15
fb,11464,labeobarbus rocadasi,35
fb,11465,enteromius rohani,14.399999618530272
fb,11466,labeobarbus rosae,9.5
fb,11467,enteromius roussellei,9
fb,11468,enteromius rouxi,5.699999809265137
fb,11469,labeobarbus roylii,55
fb,11470,labeobarbus ruasae,49.5
fb,11472,clypeobarbus schoutedeni,3.799999952316284
fb,11473,enteromius sexradiatus,5.599999904632568
fb,11474,labeobarbus somereni,38
fb,11475,enteromius stanleyi,9.699999809265137
fb,11476,labeobarbus stappersii,59.400001525878906
fb,11477,enteromius stauchi,8.5
fb,11478,xenomystax atrarius,100
fb,11479,enteromius stigmasemion,8.5
fb,11481,enteromius syntrechalepis,2.799999952316284
fb,11482,enteromius taeniopleura,9
fb,11483,serrivomer sector,76
fb,11484,enteromius taeniurus,12
fb,11485,monognathus ahlstromi,4.900000095367432
fb,11488,enteromius tegulifer,11
fb,11489,enteromius tetraspilus,5
fb,11490,enteromius tetrastigma,5.800000190734863
fb,11491,enteromius thamalakanensis,5
fb,11492,enteromius thysi,6.400000095367432
fb,11493,enteromius tomiensis,6.199999809265137
fb,11494,enteromius tomiensis,2.5
fb,11495,labeobarbus trachypterus,23.899999618530273
fb,11496,enteromius trinotatus,8.600000381469727
fb,11497,enteromius trispilomimus,4.5
fb,11498,enteromius trispilopleura,4.5
fb,11499,labeobarbus tropidolepis,85
fb,11500,enteromius unitaeniatus,14
fb,11501,enteromius urostigma,12
fb,11502,labeobarbus urotaenia,5
fb,11503,enteromius usambarae,2.9000000953674316
fb,11504,enteromius vanderysti,9.600000381469728
fb,11505,enteromius viktorianus,7.099999904632568
fb,11506,enteromius viviparus,7.299999952316284
fb,11507,enteromius wellmani,8
fb,11508,enteromius yeiensis,4
fb,11509,enteromius yongei,5.599999904632568
fb,11510,enteromius zanzibaricus,9.699999809265137
fb,11511,chelaethiops congicus,11
fb,11512,albula glossodonta,66.35000038146973
fb,11513,chelaethiops elongatus,6.199999809265137
fb,11514,chelaethiops minutus,11
fb,11515,chelaethiops rukwaensis,10
fb,11516,coptostomabarbus bellcrossi,2.700000047683716
fb,11517,coptostomabarbus wittei,4
fb,11518,garra congoensis,10
fb,11519,garra ethelwynnae,2.799999952316284
fb,11520,garra ignestii,10.3100004196167
fb,11521,anguilla celebesensis,150
fb,11522,garra makiensis,13.529999732971191
fb,11523,garra ornata,7.199999809265137
fb,11525,labeo annectens,17.5
fb,11526,labeo ansorgii,25
fb,11527,labeo baldasseronii,5.5
fb,11528,labeo barbatus,56.20000076293945
fb,11529,labeo batesii,24.700000762939453
fb,11530,labeo bottegi,79
fb,11531,labeo boulengeri,22.5
fb,11536,labeo congoro,41.5
fb,11538,labeo cyclorhynchus,16
fb,11539,labeo degeni,68
fb,11542,labeo forskalii,36
fb,11543,labeo fuelleborni,43
fb,11546,labeo greenii,27
fb,11547,labeo gregorii,23.100000381469727
fb,11548,labeo horie,51
fb,11549,argyropelecus lychnus,6.450000047683716
fb,11552,labeo kirkii,24
fb,11553,labeo lineatus,78
fb,11556,labeo lukulae,26.5
fb,11558,labeo lunatus,40
fb,11559,labeo macrostoma,73
fb,11560,labeo mokotoensis,18
fb,11561,labeo molybdinus,38
fb,11562,labeo nasus,19
fb,11568,bathophilus flemingi,16
fb,11570,labeo rosae,40
fb,11571,labeo rubromaculatus,50
fb,11574,labeo ruddi,30
fb,11577,aristostomias scintillans,18.3
fb,11578,labeo sorex,35.20000076293945
fb,11582,labeo trigliceps,49
fb,11585,idiacanthus antrostomus,33
fb,11588,labeo victorianus,29.5
fb,11589,labeo weeksii,29
fb,11590,alepocephalus tenebrosus,61
fb,11591,leptocypris modestus,11
fb,11592,leptocypris weynsii,9.5
fb,11593,neobola bottegoi,7.300000190734863
fb,11594,engraulicypris bredoi,4.5
fb,11595,neobola fluviatilis,7.5
fb,11596,engraulicypris moeruensis,3.700000047683716
fb,11597,engraulicypris spinifer,5
fb,11598,neobola stellae,2.299999952316284
fb,11599,lestidiops ringens,21
fb,11600,scopelosaurus harryi,32
fb,11601,urolophus flavomosaicus,59
fb,11602,urolophus mitosis,29
fb,11603,raiamas christyi,17.700000762939453
fb,11604,opsaridium engrauloides,6.699999809265137
fb,11605,opsaridium leleupi,11.5
fb,11606,opsaridium loveridgii,10
fb,11607,opsaridium maculicauda,3.4000000953674316
fb,11608,opsaridium ubangiense,12
fb,11609,opsaridium zambezense,12
fb,11610,phreatichthys andruzzii,6.199999809265137
fb,11611,prolabeops melanhypopterus,8.5
fb,11612,pseudophoxinus callensis,10.699999809265137
fb,11613,pseudophoxinus punicus,7.199999809265137
fb,11614,amblyeleotris gymnocephala,13
fb,11615,raiamas batesii,12
fb,11616,salarias guttatus,10
fb,11618,pleurosicya elongata,4
fb,11619,ostorhinchus multilineatus,10
fb,11620,pseudocoris heteroptera,16.800000190734863
fb,11621,raiamas shariensis,6.800000190734863
fb,11622,halichoeres solorensis,16
fb,11623,sanagia velifera,15.800000190734863
fb,11624,labeobarbus altipinnis,33.79999923706055
fb,11625,labeobarbus ansorgii,30
fb,11626,physiculus rastrelliger,25
fb,11627,labeobarbus beso,36
fb,11628,labeobarbus brauni,23
fb,11629,capoeta capoetoides,11.699999809265137
fb,11630,labeobarbus ensifer,19.5
fb,11631,labeobarbus fimbriatus,16
fb,11632,labeobarbus iphthimostoma,18.100000381469727
fb,11633,labeobarbus jaegeri,18.799999237060547
fb,11634,labeobarbus boulengeri,16
fb,11635,labeobarbus leleupanus,22
fb,11636,labeobarbus longidorsalis,32
fb,11637,labeobarbus lufupensis,19.399999618530273
fb,11638,labeobarbus macrolepidotus,54
fb,11639,labeobarbus mariae,30
fb,11640,labeobarbus maroccanus,40
fb,11641,labeobarbus nelspruitensis,32
fb,11642,labeobarbus pellegrini,21.200000762939453
fb,11643,labeobarbus platystomus,21
fb,11644,labeobarbus pungweensis,18
fb,11645,labeobarbus ruandae,26.200000762939453
fb,11646,labeobarbus ruwenzorii,23.100000381469727
fb,11647,labeobarbus sandersi,30.200000762939453
fb,11648,labeobarbus semireticulatus,12.800000190734863
fb,11649,labeobarbus steindachneri,33
fb,11650,labeobarbus stenostoma,10.5
fb,11651,labeobarbus tornieri,18.399999618530273
fb,11652,labeobarbus upembensis,20.299999237060547
fb,11653,labeobarbus varicostoma,17
fb,11654,labeobarbus werneri,14.5
fb,11655,labeobarbus wittei,27.5
fb,11656,xenobarbus loveridgei,9
fb,11657,bothrocara brunneum,74
fb,11658,lycenchelys crotalinus,42.20000076293945
fb,11659,sigmops bathyphilus,15
fb,11660,gobius bontii,7.199999809265137
fb,11661,minous trachycephalus,12
fb,11662,neomerinthe amplisquamiceps,13.700000381469726
fb,11663,neosebastes entaxis,19
fb,11664,lepidotrigla grandis,16
fb,11665,satyrichthys welchi,50
fb,11666,jaydia melanopus,11
fb,11667,siphamia roseigaster,6.400000095367432
fb,11668,roa modesta,17
fb,11669,labeo longipinnis,26
fb,11671,rimicola dimorpha,3.200000047683716
fb,11672,labeo nunensis,29.100000381469727
fb,11673,iniistius jacksonensis,20.300000190734863
fb,11674,margrethia obtusirostra,8.300000190734863
fb,11675,arnoglossus waitei,13
fb,11676,crossorhombus azureus,16.800000190734863
fb,11677,kamoharaia megastoma,22.5
fb,11678,argyripnus atlanticus,7.699999809265137
fb,11679,brachirus annularis,13
fb,11680,cynoglossus macrophthalmus,27.700000762939453
fb,11682,pseudomonacanthus elongatus,25
fb,11683,thamnaconus hypargyreus,17.399999618530273
fb,11684,torquigener whitleyi,9.800000190734863
fb,11685,allocyttus folletti,42
fb,11686,valenciennellus tripunctulatus,2.859999895095825
fb,11687,physiculus roseus,22.4
fb,11689,ichthyococcus polli,9.100000381469728
fb,11690,hymenocephalus longibarbis,25.5
fb,11691,ratabulus diversidens,42.04999923706055
fb,11692,scorpaenodes smithi,7.699999809265137
fb,11693,urogymnus polylepis,216
fb,11694,astronesthes caulophorus,26.200000762939453
fb,11696,astronesthes gemmifer,17
fb,11697,astronesthes leucopogon,12
fb,11698,astronesthes micropogon,8.199999809265137
fb,11699,astronesthes neopogon,19.200000762939453
fb,11700,anguilla nebulosa,121
fb,11701,congresox talabon,80
fb,11702,ctenogobius lepturus,6
fb,11703,redigobius balteatops,3.799999952316284
fb,11704,sebastolobus macrochir,39.5
fb,11705,borostomias mononema,31
fb,11706,heterophotus ophistoma,35.599998474121094
fb,11707,solea aegyptiaca,65
fb,11708,artediellus pacificus,5.699999809265137
fb,11709,echidna rhodochilus,33.79999923706055
fb,11710,rhadinesthes decimus,41
fb,11711,microphis manadensis,20
fb,11712,chauliodus danae,15
fb,11713,congresox talabonoides,250
fb,11714,chauliodus minimus,14.5
fb,11715,eurymen gyrinus,39
fb,11716,gymnocanthus pistilliger,26
fb,11717,stomias brevibarbatus,20.399999618530273
fb,11718,stomias lampropeltis,29.700000762939453
fb,11719,stomias longibarbatus,43
fb,11720,bathophilus ater,15
fb,11721,bathophilus brevis,5.5
fb,11722,bathophilus digitatus,17
fb,11723,bathophilus irregularis,12.5
fb,11724,bathophilus longipinnis,10.899999618530272
fb,11725,hemitripterus villosus,55
fb,11726,bathophilus pawneei,12.199999809265137
fb,11727,bathophilus schizochirus,10.300000190734863
fb,11728,lamnostoma orientale,36
fb,11729,bathophilus vaillanti,18
fb,11730,malacocottus zonurus,35
fb,11731,porocottus mednius,7
fb,11732,psychrolutes phrictus,70
fb,11733,chirostomias pliopterus,20.5
fb,11734,triglops metopias,18.66
fb,11735,zesticelus profundorum,6.400000095367432
fb,11736,eustomias achirus,16.700000762939453
fb,11737,eustomias arborifer,25.299999237060547
fb,11738,eustomias bigelowi,19.799999237060547
fb,11739,plicofollis argyropleuron,47.4
fb,11740,netuma bilineata,82.5
fb,11741,eustomias bimargaritatus,14.279999732971191
fb,11742,eustomias braueri,13.5
fb,11743,eustomias dendriticus,12.899999618530272
fb,11744,eustomias enbarbatus,21.399999618530273
fb,11745,eustomias filifer,23.200000762939453
fb,11746,eustomias fissibarbis,15.149999618530273
fb,11747,eustomias furcifer,20.700000762939453
fb,11748,eustomias kreffti,12
fb,11749,eustomias lipochirus,23.799999237060547
fb,11750,eustomias longibarba,15.600000381469728
fb,11751,eustomias macronema,16.100000381469727
fb,11752,eustomias macrurus,27.600000381469727
fb,11753,eustomias melanonema,10.100000381469728
fb,11754,eustomias melanostigma,13.600000381469728
fb,11755,eustomias obscurus,22.5
fb,11756,eustomias patulus,13.300000190734863
fb,11757,eustomias schmidti,16.000000476837158
fb,11758,eustomias simplex,22.399999618530273
fb,11759,eustomias spherulifer,15
fb,11760,eustomias tenisoni,18.700000762939453
fb,11761,eustomias tetranema,15
fb,11762,eustomias triramis,11.199999809265137
fb,11763,flagellostomias boureei,32.20000076293945
fb,11764,tetraroge barbata,10
fb,11765,tetraroge nigra,13.5
fb,11766,grammatostomias circularis,13.600000381469728
fb,11767,neovespicula depressifrons,10
fb,11769,leptostomias gladiator,37.29999923706055
fb,11770,leptostomias haplocaulus,37.599998474121094
fb,11771,leptostomias longibarba,32.5
fb,11772,melanostomias bartonbeani,26.200000762939453
fb,11773,doryichthys boaja,41
fb,11775,doryichthys deokhatoides,18.5
fb,11776,melanostomias melanopogon,15.300000190734863
fb,11777,melanostomias niger,26
fb,11778,melanostomias melanops,26
fb,11779,doryichthys heterosoma,34
fb,11780,howella brodiei,7.9
fb,11781,melanostomias paucilaternatus,20.100000381469727
fb,11782,melanostomias tentaculatus,24
fb,11783,ambassis buruensis,8.199999809265137
fb,11784,pachystomias microdon,22.100000381469727
fb,11785,meiacanthus anema,6.5
fb,11786,photonectes caerulescens,15
fb,11787,belobranchus belobranchus,19.5
fb,11788,photonectes dinema,25
fb,11789,photonectes leucospilus,20.399999618530273
fb,11790,photonectes margarita,39.599998474121094
fb,11791,photonectes mirabilis,16.399999618530273
fb,11792,butis amboinensis,11.25
fb,11793,abudefduf concolor,19
fb,11794,eleotris acanthopomus,10.399999618530272
fb,11796,photonectes parvimanus,24.5
fb,11797,photonectes phyllopogon,10
fb,11798,thysanactis dentex,18
fb,11799,awaous grammepomus,15
fb,11800,caulolatilus hubbsi,36
fb,11801,bathygobius cyclopterus,7.1
fb,11802,brachygobius aggregatus,4.400000095367432
fb,11803,aristostomias grimaldii,18.200000762939453
fb,11804,glossogobius bicirrhosus,9
fb,11805,hemanthias signifer,37.510000000000005
fb,11806,aristostomias polydactylus,22
fb,11807,doryichthys martensii,15
fb,11808,ichthyocampus carce,15
fb,11809,aristostomias tittmanni,21.5
fb,11810,aristostomias xenostoma,15
fb,11811,abudefduf hoefleri,6.2
fb,11812,mangarinus waterousi,4.800000190734863
fb,11813,pandaka trimaculata,1.2999999523162842
fb,11815,kneria auriculata,7.82
fb,11816,pseudogobius javanicus,5.45
fb,11817,redigobius balteatus,3.799999952316284
fb,11818,redigobius bikolanus,4.900000095367432
fb,11819,engraulicypris brevianalis,7.5
fb,11820,similiparma lurida,15
fb,11821,schismatogobius bruynisi,4.900000095367432
fb,11822,schismatogobius marmoratus,3.4000000953674316
fb,11823,abudefduf margariteus,16.800000190734863
fb,11824,sicyopterus macrostetholepis,10.300000190734863
fb,11825,abudefduf natalensis,17.5
fb,11826,sicyopus zosterophorus,4.5
fb,11827,pardachirus poropterus,7
fb,11828,idiacanthus fasciola,36.95000076293945
fb,11829,labeobarbus aspius,42
fb,11830,enteromius amatolicus,7
fb,11831,caristius macropus,27.5
fb,11832,altrichthys azurelineatus,6.5
fb,11833,bathylagus euryops,20.5
fb,11834,amblyglyphidodon flavilatus,9.150000095367432
fb,11836,amphiprion allardi,14.550000190734863
fb,11837,amphiprion bicinctus,12.199999809265137
fb,11838,amphiprion chagosensis,11
fb,11839,amphiprion chrysogaster,13.349999904632568
fb,11840,amphiprion ephippium,13
fb,11841,bathysaurus ferox,58.65
fb,11842,amphiprion fuscocaudatus,12.550000190734863
fb,11843,bathysaurus mollis,78
fb,11844,amphiprion latifasciatus,13
fb,11845,microphis ocellatus,12.5
fb,11846,amphiprion sebae,16
fb,11847,amphiprion thiellei,9
fb,11848,azurina eupalama,15
fb,11849,azurina hirundo,14
fb,11850,chromis abyssicola,12.5
fb,11851,chromis albomaculata,15
fb,11852,chromis alleni,6.5
fb,11853,chromis alta,13
fb,11854,chromis axillaris,9.2
fb,11855,pachypanchax sakaramyi,9
fb,11856,amphiprion omanensis,14.650000095367432
fb,11857,chromis cadenati,16.5
fb,11858,chromis cinerascens,13
fb,11859,chromis crusma,18.5
fb,11860,chromis dasygenys,12
fb,11861,chromis dimidiata,9
fb,11862,chromis flavicauda,7
fb,11863,chromis flavipectoralis,8
fb,11865,chromis intercrusma,29
fb,11866,chromis klunzingeri,6.5
fb,11867,enteromius bifrenatus,7
fb,11868,chromis limbata,12
fb,11869,chromis limbaughi,11.300000095367432
fb,11870,centriscus cristatus,30
fb,11871,lepidotrigla calodactyla,18
fb,11872,callionymus limiceps,25
fb,11874,brycinus lateralis,14
fb,11875,bolinichthys indicus,4.5
fb,11876,bolinichthys photothorax,6.3500001430511475
fb,11877,leucoraja lentiginosa,43.5
fb,11878,anguilla dieffenbachii,147.5
fb,11879,centrobranchus nigroocellatus,5
fb,11880,diaphus bertelseni,9.100000381469728
fb,11881,terranatos dolichopterus,4
fb,11882,nematolebias whitei,8
fb,11883,triglops xenostethus,10.84
fb,11884,aphyolebias peruensis,10
fb,11885,rivulus cylindraceus,5.5
fb,11886,triglops jordani,18.77
fb,11887,cynodonichthys magdalenae,7
fb,11888,cyphocharax saladensis,9.800000095367432
fb,11889,cubanichthys cubensis,8
fb,11890,curimatopsis evelynae,4
fb,11891,curimatopsis macrolepis,6
fb,11894,prochilodus nigricans,33.900000762939456
fb,11896,garmanella pulchra,3
fb,11898,semaprochilodus taeniurus,27.200000381469728
fb,11900,hoplias macrophthalmus,100.5
fb,11901,carnegiella myersi,2.1500000953674316
fb,11902,carnegiella schereri,2.5999999046325684
fb,11903,gasteropelecus maculatus,6.400000095367432
fb,11904,tlaloc hildebrandi,8
fb,11905,thoracocharax securis,6.800000190734863
fb,11906,thoracocharax stellatus,6.809999942779541
fb,11907,hemiodus quadrimaculatus,13.100000381469728
fb,11908,hemiodus semitaeniatus,20
fb,11909,parodon pongoensis,10.399999618530272
fb,11910,uropterygius macularius,30
fb,11911,copella nattereri,4.15
fb,11912,copella vilmae,4.5
fb,11913,lebiasina bimaculata,16
fb,11914,nannostomus bifasciatus,3.4000000953674316
fb,11915,nannostomus britskii,2.4000000953674316
fb,11916,nannostomus digrammus,2.759999990463257
fb,11917,nannostomus harrisoni,4.5
fb,11918,nannostomus limatus,3.5999999046325684
fb,11919,nannostomus marginatus,3.5
fb,11920,nannostomus marilynae,5
fb,11921,nannostomus minimus,2.299999952316284
fb,11922,nannostomus nitidus,3.5
fb,11924,pyrrhulina rachoviana,3.900000095367432
fb,11925,pyrrhulina vittata,3.5
fb,11926,acheilognathus asmussii,16
fb,11927,gymnothorax kolpos,91.2
fb,11928,acheilognathus cyanostigma,6
fb,11929,tanakia limbata,6
fb,11930,lepidotrigla guentheri,19.05
fb,11931,allodontichthys hubbsi,6
fb,11933,alloophorus robustus,12
fb,11934,allotoca dugesii,6.5
fb,11935,allotoca goslinei,6
fb,11936,catoprion mento,15
fb,11937,metynnis hypsauchen,18
fb,11938,lepidotrigla microptera,29
fb,11939,chapalichthys encaustus,6
fb,11940,metynnis maculatus,15.6
fb,11942,chapalichthys pardalis,6
fb,11943,myleus pacu,20
fb,11944,myloplus rubripinnis,41.5
fb,11945,goodea atripinnis,13
fb,11946,ilyodon furcidens,7
fb,11947,malakichthys griseus,15
fb,11948,gymnura japonica,108
fb,11949,chlopsis bicolor,42
fb,11950,skiffia bilineata,4
fb,11951,skiffia multipunctata,5
fb,11952,xenotaenia resolanae,4
fb,11953,xenotoca eiseni,6
fb,11954,xenotoca melanosoma,8
fb,11955,xenotoca variata,6
fb,11956,zoogoneticus quitzeoensis,3.5
fb,11957,luciobarbus esocinus,42.20000038146973
fb,11958,jenynsia lineata,5.5
fb,11959,amphiprion akindynos,11.199999809265137
fb,11960,myloplus schomburgkii,34
fb,11961,phallichthys amates,7
fb,11962,pygopristis denticulata,21.5
fb,11963,serrasalmus brandtii,21.200000762939453
fb,11964,serrasalmus elongatus,26.45
fb,11966,chrysiptera flavipinnis,8
fb,11967,girardinus metallicus,5
fb,11968,chrysiptera niger,7
fb,11969,chrysiptera rapanui,5.5
fb,11970,serrasalmus rhombeus,39.75
fb,11971,poecilia butleri,5.54
fb,11972,dascyllus flavicaudus,11.699999809265137
fb,11973,serrasalmus spilopleura,25
fb,11974,poecilia catemaconis,8
fb,11975,olivaichthys viedmensis,32.400001525878906
fb,11976,poecilia chica,3
fb,11977,bagrichthys hypselopterus,40
fb,11978,bagrichthys macropterus,25.1
fb,11979,argyrosomus japonicus,92.5
fb,11981,limia nigrofasciata,5.199999809265137
fb,11982,poecilia orri,5.599999904632568
fb,11984,aspericorvina jubata,16
fb,11985,dascyllus marginatus,6
fb,11987,pseudomystus siamensis,15
fb,11988,neoglyphidodon oxyodon,15
fb,11989,poecilia petenensis,8
fb,11990,mystus nigriceps,19.799999237060547
fb,11991,kryptopterus macrocephalus,9.349999904632568
fb,11992,xiphophorus evelynae,4
fb,11994,nemadactylus douglasii,69.5
fb,11995,xiphophorus montezumae,5.5
fb,11997,chirodactylus spectabilis,55.8
fb,11998,goniistius zebra,27.399999618530273
fb,11999,xiphophorus pygmaeus,4
fb,12000,pangasius larnaudii,102.5
fb,12001,pseudolais micronemus,55.2
fb,12003,silonia silondia,104.1
fb,12004,optivus elongatus,11.300000190734863
fb,12005,paratrachichthys trailli,24.600000381469727
fb,12006,bagarius bagarius,121
fb,12007,sphyraena lucasana,70
fb,12008,ophichthus rex,197.5
fb,12009,microphis caudocarinatus,6.800000190734863
fb,12011,pseudaphritis urvillii,36
fb,12012,kryptophanaron alfredi,12.5
fb,12013,chaca bankanensis,20
fb,12014,notothenia microlepidota,70
fb,12015,phthanophaneron harveyi,8
fb,12016,olyra burmanica,11
fb,12017,raiamas bola,26.236999618530273
fb,12018,anoplogaster brachycera,6
fb,12019,neogobius melanostomus,19
fb,12020,proterorhinus marmoratus,8.45
fb,12021,ophisternon gutturale,60
fb,12023,zebrasoma xanthurum,36.70000076293945
fb,12024,sanopus splendidus,24
fb,12025,chaudhuria caudata,5
fb,12026,mastacembelus erythrotaenia,100
fb,12027,glyptauchen panduratus,20
fb,12028,ogcocephalus rostellum,19
fb,12029,ogcocephalus pantostictus,31
fb,12030,ogcocephalus declivirostris,16.5
fb,12031,inimicus caledonicus,25
fb,12032,belontia hasselti,20
fb,12033,betta akarensis,14
fb,12034,betta anabatoides,8.220000267028809
fb,12035,betta bellica,10
fb,12037,betta fusca,8.199999809265137
fb,12038,betta imbellis,6
fb,12039,betta macrostoma,6.699999809265137
fb,12040,betta picta,6
fb,12041,austronibea oedogenys,20
fb,12042,betta pugnax,6.730000019073486
fb,12043,paracentropogon longispinis,11
fb,12044,betta rubra,5
fb,12045,bahaba taipingensis,120
fb,12046,lepophidium staurophor,27.299999237060547
fb,12047,betta smaragdina,7
fb,12048,betta taeniata,5.489999771118164
fb,12049,daysciaena albida,63.75
fb,12051,johnius trachycephalus,13
fb,12052,pachyurus bonariensis,24
fb,12053,pachyurus francisci,29.700000762939453
