sciname,aphia_id,valid_sciname
erylus alleni,191069,erylus alleni
erylus almirante,480213,erylus almirante
erylus amissus,345257,erylus amissus
erylus amorphus,170056,erylus amorphus
erylus amphiastera,170057,erylus amphiastera
erylus aspidodiscus,170058,erylus aspidodiscus
erylus bahamensis,170059,erylus bahamensis
erylus burtoni,170060,erylus burtoni
erylus caliculatus,170061,erylus caliculatus
erylus carteri,170062,erylus carteri
erylus circus,345258,erylus circus
erylus citrus,345259,erylus citrus
erylus corneus,170063,erylus corneus
erylus cornutus,170064,erylus cornutus
erylus corsicus,134009,erylus corsicus
erylus cylindrigerus,170065,erylus cylindrigerus
erylus decumbens,170066,erylus decumbens
erylus deficiens,134010,erylus deficiens
erylus diminutus,170067,erylus diminutus
erylus discastera,170068,erylus discastera
erylus discophorus,134011,erylus discophorus
erylus expletus,134013,erylus expletus
erylus fallax,861557,erylus fallax
erylus fibrillosus,170069,erylus fibrillosus
erylus fluminense,480214,erylus fluminense
erylus formosus,170070,erylus formosus
erylus fromontae,345260,erylus fromontae
erylus geodiformis,458674,erylus geodiformis
erylus geodioides,170071,erylus geodioides
erylus gilchristi,170072,erylus gilchristi
erylus globulifer,170073,erylus globulifer
erylus goffrilleri,170074,erylus goffrilleri
erylus granularis,134014,erylus granularis
erylus imperator,1379381,erylus imperator
erylus inaequalis,170075,erylus inaequalis
erylus incrustans,170076,erylus incrustans
erylus koreanus,170077,erylus koreanus
erylus latens,255058,erylus latens
erylus lendenfeldi,170078,erylus lendenfeldi
erylus listeri,458673,erylus listeri
erylus mamillaris,134015,erylus mamillaris
erylus megaster,390743,erylus megaster
erylus ministrongylus,170079,erylus ministrongylus
erylus monticularis,170080,erylus monticularis
erylus niger,170081,erylus niger
erylus nobilis,170082,erylus nobilis
erylus nummulifer,134016,erylus nummulifer
erylus oblongus,134017,erylus oblongus
erylus oxyaster,170083,erylus oxyaster
erylus papillatus,134018,erylus papillatus
erylus papulifer,134019,erylus papulifer
erylus philippinensis,170084,erylus philippinensis
erylus placenta,170085,erylus placenta
erylus polyaster,170086,erylus polyaster
erylus proximus,170087,erylus proximus
erylus revizee,480215,erylus revizee
erylus rhabdocoronatus,934588,erylus rhabdocoronatus
erylus rotundus,170088,erylus rotundus
erylus schmiederi,570460,erylus schmiederi
erylus soesti,231657,erylus soesti
erylus sollasi,170092,erylus sollasi
erylus surinamensis,934587,erylus surinamensis
erylus topsenti,134021,erylus topsenti
erylus toxiformis,239054,erylus toxiformis
erylus transiens,170093,erylus transiens
erylus trisphaerus,170094,erylus trisphaerus
esperiopsis bathyalis,181120,esperiopsis bathyalis
esperiopsis challengeri,168348,esperiopsis challengeri
esperiopsis chindoensis,168350,esperiopsis chindoensis
esperiopsis cimensis,606679,esperiopsis cimensis
esperiopsis crassofibrosa,168351,esperiopsis crassofibrosa
esperiopsis decora,133256,esperiopsis decora
esperiopsis diasolenia,168353,esperiopsis diasolenia
esperiopsis ferruginea,168355,esperiopsis ferruginea
esperiopsis flagellum,168356,esperiopsis flagellum
esperiopsis flava,168357,esperiopsis flava
esperiopsis heardi,168358,esperiopsis heardi
esperiopsis incognita,133261,esperiopsis incognita
esperiopsis inodes,168360,esperiopsis inodes
esperiopsis macrosigma,133263,esperiopsis macrosigma
esperiopsis magnifolia,168365,esperiopsis magnifolia
esperiopsis megachela,168366,esperiopsis megachela
esperiopsis papillata,168367,esperiopsis papillata
esperiopsis plumosa,168368,esperiopsis plumosa
esperiopsis praedita,133266,esperiopsis praedita
esperiopsis profunda,168369,esperiopsis profunda
esperiopsis pulchella,168370,esperiopsis pulchella
esperiopsis radiata,168371,esperiopsis radiata
esperiopsis scotiae,175301,esperiopsis scotiae
esperiopsis stipula,168373,esperiopsis stipula
esperiopsis strongylatus,133269,esperiopsis strongylatus
esperiopsis strongylophora,133270,esperiopsis strongylophora
esperiopsis varia,168376,esperiopsis varia
esperiopsis variussigma,168377,esperiopsis variussigma
esperiopsis villosa,133272,esperiopsis villosa
euchelipluma arbuscula,168397,euchelipluma arbuscula
euchelipluma claudochela,1435775,euchelipluma claudochela
euchelipluma congeri,168398,euchelipluma congeri
euchelipluma elongata,233109,euchelipluma elongata
euchelipluma pristina,133198,euchelipluma pristina
eurypon brunum,741257,eurypon brunum
eurypon cactoides,168046,eurypon cactoides
eurypon calypsoi,168047,eurypon calypsoi
eurypon cinctum,133106,eurypon cinctum
eurypon clavatella,168048,eurypon clavatella
eurypon clavatum,133107,eurypon clavatum
eurypon clavigerum,366608,eurypon clavigerum
eurypon clavilectuarium,827720,eurypon clavilectuarium
eurypon coronula,133108,eurypon coronula
eurypon debrumi,168049,eurypon debrumi
eurypon denisae,133109,eurypon denisae
eurypon distyli,827722,eurypon distyli
eurypon diversicolor,741256,eurypon diversicolor
eurypon duoacanthostyla,168050,eurypon duoacanthostyla
eurypon encrusta,168051,eurypon encrusta
eurypon fulvum,168052,eurypon fulvum
eurypon gracile,742013,eurypon gracile
eurypon graphidiophora,168054,eurypon graphidiophora
eurypon hispidulum,133112,eurypon hispidulum
eurypon hispidum,168055,eurypon hispidum
eurypon hookeri,1436377,eurypon hookeri
eurypon inuisitatiacanthostyla,168056,eurypon inuisitatiacanthostyla
eurypon lacazei,133113,eurypon lacazei
eurypon lacertus,1436376,eurypon lacertus
eurypon lamellatum,168057,eurypon lamellatum
eurypon lictor,168058,eurypon lictor
eurypon longispiculum,133114,eurypon longispiculum
eurypon major,133115,eurypon major
eurypon miniaceum,168059,eurypon miniaceum
eurypon mixtum,181125,eurypon mixtum
eurypon mucronale,181124,eurypon mucronale
eurypon nigrum,168063,eurypon nigrum
eurypon obtusum,133119,eurypon obtusum
eurypon oxychaetum,1062710,eurypon oxychaetum
eurypon patriciae,741254,eurypon patriciae
eurypon polyplumosum,168065,eurypon polyplumosum
eurypon potiguaris,1062712,eurypon potiguaris
eurypon pulitzeri,1062711,eurypon pulitzeri
eurypon radiatum,133120,eurypon radiatum
eurypon scabiosum,156092,eurypon scabiosum
eurypon sessile,168066,eurypon sessile
eurypon simplex,133121,eurypon simplex
eurypon spinularia,168067,eurypon spinularia
eurypon spitzbergense,168068,eurypon spitzbergense
eurypon suassunai,827721,eurypon suassunai
eurypon topsenti,133124,eurypon topsenti
eurypon toureti,168069,eurypon toureti
eurypon tylospinosum,741255,eurypon tylospinosum
eurypon unispiculum,168070,eurypon unispiculum
eurypon urizae,875371,eurypon urizae
eurypon verticillatum,1062713,eurypon verticillatum
eurypon vescicularis,133125,eurypon vescicularis
eurypon viride,168071,eurypon viride
euryspongia arenaria,164977,euryspongia arenaria
euryspongia coerulea,1341934,euryspongia coerulea
euryspongia coreana,1246003,euryspongia coreana
euryspongia delicatula,164978,euryspongia delicatula
euryspongia flabellum,1442239,euryspongia flabellum
euryspongia heroni,164979,euryspongia heroni
euryspongia lactea,164980,euryspongia lactea
euryspongia lankesteri,164981,euryspongia lankesteri
euryspongia linea,1442243,euryspongia linea
euryspongia lobata,164982,euryspongia lobata
euryspongia phlogera,164983,euryspongia phlogera
euryspongia radicula,1442126,euryspongia radicula
euryspongia raouchensis,255139,euryspongia raouchensis
euryspongia regularis,1246004,euryspongia regularis
euryspongia rosea,164985,euryspongia rosea
euryspongia semicanalis,164986,euryspongia semicanalis
euryspongia spina,1442129,euryspongia spina
exsuperantia archipelagus,1349574,exsuperantia archipelagus
exsuperantia clava,396980,exsuperantia clava
exsuperantia levii,1430933,exsuperantia levii
fangophilina gilchristi,171360,fangophilina gilchristi
fangophilina hirsuta,171361,fangophilina hirsuta
fangophilina kirkpatrickii,171362,fangophilina kirkpatrickii
fangophilina submersa,171363,fangophilina submersa
fascaplysinopsis reticulata,165315,fascaplysinopsis reticulata
fasciospongia anomala,1301012,fasciospongia anomala
fasciospongia benoiti,165317,fasciospongia benoiti
fasciospongia cacos,165318,fasciospongia cacos
fasciospongia caerulea,132445,fasciospongia caerulea
fasciospongia cava,557279,fasciospongia cava
fasciospongia cavernosa,132444,fasciospongia cavernosa
fasciospongia costifera,165324,fasciospongia costifera
fasciospongia cycni,165326,fasciospongia cycni
fasciospongia euplectella,165327,fasciospongia euplectella
fasciospongia flabellum,165328,fasciospongia flabellum
fasciospongia friabilis,165329,fasciospongia friabilis
fasciospongia lordii,165330,fasciospongia lordii
fasciospongia ondaatjeana,165331,fasciospongia ondaatjeana
fasciospongia operculum,557281,fasciospongia operculum
fasciospongia pikei,557282,fasciospongia pikei
fasciospongia retiformis,165333,fasciospongia retiformis
fasciospongia rigida,165334,fasciospongia rigida
fasciospongia rimosa,165335,fasciospongia rimosa
fasciospongia seychellensis,165336,fasciospongia seychellensis
fasciospongia turgida,165338,fasciospongia turgida
fenestraspongia intertexta,165340,fenestraspongia intertexta
fenestraspongia tubulosa,165341,fenestraspongia tubulosa
fibulia anchorata,169096,fibulia anchorata
fibulia carnosa,169097,fibulia carnosa
fibulia conulissima,169098,fibulia conulissima
fibulia cribriporosa,169099,fibulia cribriporosa
fibulia hispidosa,169100,fibulia hispidosa
fibulia intermedia,169101,fibulia intermedia
fibulia maeandrina,169102,fibulia maeandrina
fibulia myxillioides,169103,fibulia myxillioides
fibulia novaezealandiae,169104,fibulia novaezealandiae
fibulia ramosa,169105,fibulia ramosa
galaxia gaviotensis,1462577,galaxia gaviotensis
gastrophanella basaltica,1517384,gastrophanella basaltica
gastrophanella cavernicola,171201,gastrophanella cavernicola
gastrophanella implexa,171202,gastrophanella implexa
gastrophanella mammilliformis,171203,gastrophanella mammilliformis
gastrophanella phoeniciensis,171204,gastrophanella phoeniciensis
gastrophanella primore,171205,gastrophanella primore
gelliodes bifacialis,132903,gelliodes bifacialis
gelliodes biformis,166715,gelliodes biformis
gelliodes callista,166716,gelliodes callista
gelliodes carnosa,166717,gelliodes carnosa
gelliodes coscinopora,166719,gelliodes coscinopora
gelliodes fayalensis,132904,gelliodes fayalensis
gelliodes fibroreticulata,166721,gelliodes fibroreticulata
gelliodes fibrosa,166722,gelliodes fibrosa
gelliodes fibulata,166723,gelliodes fibulata
gelliodes fragilis,166725,gelliodes fragilis
gelliodes gracilis,166726,gelliodes gracilis
gelliodes incrustans,166728,gelliodes incrustans
gelliodes leucosolenia,166729,gelliodes leucosolenia
gelliodes licheniformis,166730,gelliodes licheniformis
gelliodes luridus,196884,gelliodes luridus
gelliodes macrosigma,166731,gelliodes macrosigma
gelliodes nossibea,166732,gelliodes nossibea
gelliodes obtusa,166733,gelliodes obtusa
gelliodes persica,166734,gelliodes persica
gelliodes petrosioides,166735,gelliodes petrosioides
gelliodes poculum,166736,gelliodes poculum
gelliodes porosa,166737,gelliodes porosa
gelliodes pumila,166738,gelliodes pumila
gelliodes ramosa,166739,gelliodes ramosa
gelliodes setosa,166740,gelliodes setosa
gelliodes spinosella,166741,gelliodes spinosella
gelliodes spongiosa,166742,gelliodes spongiosa
gelliodes strongylofera,166743,gelliodes strongylofera
gelliodes tenuirhabdus,166744,gelliodes tenuirhabdus
gelliodes truncata,166745,gelliodes truncata
gelliodes tubulosa,166746,gelliodes tubulosa
gelliodes wilsoni,820772,gelliodes wilsoni
geodia acanthylastra,170095,geodia acanthylastra
geodia agassizii,170096,geodia agassizii
geodia alba,170097,geodia alba
geodia amadaiba,170099,geodia amadaiba
geodia amphistrongyla,170100,geodia amphistrongyla
geodia angulata,597598,geodia angulata
geodia apiarium,597233,geodia apiarium
geodia arabica,170101,geodia arabica
geodia areolata,170102,geodia areolata
geodia arma,1379382,geodia arma
geodia arripiens,170103,geodia arripiens
geodia ataxastra,170104,geodia ataxastra
geodia atlantica,134022,geodia atlantica
geodia auroristella,170107,geodia auroristella
geodia australis,170108,geodia australis
geodia barretti,134023,geodia barretti
geodia basilea,170109,geodia basilea
geodia berryi,170110,geodia berryi
geodia bicolor,597599,geodia bicolor
geodia boesraugi,1424203,geodia boesraugi
geodia breviana,170111,geodia breviana
geodia californica,597600,geodia californica
geodia campbellensis,856771,geodia campbellensis
geodia canaliculata,191317,geodia canaliculata
geodia carcinophila,597234,geodia carcinophila
geodia carolae,1424278,geodia carolae
geodia carteri,170112,geodia carteri
geodia chathamensis,862711,geodia chathamensis
geodia cidaris,362598,geodia cidaris
geodia composita,170113,geodia composita
geodia conchilega,134024,geodia conchilega
geodia contorta,597235,geodia contorta
geodia cooksoni,170114,geodia cooksoni
geodia copiosa,862709,geodia copiosa
geodia cribrata,765083,geodia cribrata
geodia crustosa,170115,geodia crustosa
geodia cumulus,170116,geodia cumulus
geodia curacaoensis,820544,geodia curacaoensis
geodia cydonium,134025,geodia cydonium
geodia cylindrica,170117,geodia cylindrica
geodia dendyi,170118,geodia dendyi
geodia depressa,134026,geodia depressa
geodia distincta,170119,geodia distincta
geodia dura,170121,geodia dura
geodia dysoni,170122,geodia dysoni
geodia echinastrella,134027,geodia echinastrella
geodia eosaster,134028,geodia eosaster
geodia erinacea,170123,geodia erinacea
geodia ewok,862701,geodia ewok
geodia exigua,170124,geodia exigua
geodia gallica,234407,geodia gallica
geodia garoupa,890165,geodia garoupa
geodia geodina,134029,geodia geodina
geodia gibberella,170125,geodia gibberella
geodia gibberosa,170126,geodia gibberosa
geodia glariosa,134031,geodia glariosa
geodia globosa,234408,geodia globosa
geodia globostellifera,170127,geodia globostellifera
geodia globus,134032,geodia globus
geodia harpago,862699,geodia harpago
geodia hentscheli,449128,geodia hentscheli
geodia hilgendorfi,170128,geodia hilgendorfi
geodia hirsuta,170130,geodia hirsuta
geodia hyotania,170131,geodia hyotania
geodia imperfecta,191318,geodia imperfecta
geodia inaequalis,170132,geodia inaequalis
geodia inconspicua,170133,geodia inconspicua
geodia isabella,170134,geodia isabella
geodia japonica,170135,geodia japonica
geodia jousseaumei,597239,geodia jousseaumei
geodia kermadecensis,862694,geodia kermadecensis
geodia kuekenthali,170137,geodia kuekenthali
geodia labyrinthica,368178,geodia labyrinthica
geodia lacunata,170138,geodia lacunata
geodia lebwohli,1424280,geodia lebwohli
geodia leosimi,862704,geodia leosimi
geodia libera,170139,geodia libera
geodia lindgreni,234370,geodia lindgreni
geodia littoralis,170140,geodia littoralis
geodia lophotriaena,170141,geodia lophotriaena
geodia macandrewii,134033,geodia macandrewii
geodia magellani,170142,geodia magellani
geodia margarita,862707,geodia margarita
geodia media,170143,geodia media
geodia megaster,170145,geodia megaster
geodia megastrella,134034,geodia megastrella
geodia mesotriaena,134035,geodia mesotriaena
geodia mesotriaenella,170147,geodia mesotriaenella
geodia micraster,597242,geodia micraster
