am_sid,name,rank,id
Fis-54081,cellular organisms,no rank,131567
Fis-54081,Eukaryota,superkingdom,2759
Fis-54081,Opisthokonta,clade,33154
Fis-54081,Metazoa,kingdom,33208
Fis-54081,Eumetazoa,clade,6072
Fis-54081,Bilateria,clade,33213
Fis-54081,Deuterostomia,clade,33511
Fis-54081,Chordata,phylum,7711
Fis-54081,Craniata,subphylum,89593
Fis-54081,Vertebrata,clade,7742
Fis-54081,Gnathostomata,clade,7776
Fis-54081,Teleostomi,clade,117570
Fis-54081,Euteleostomi,clade,117571
Fis-54081,Actinopterygii,superclass,7898
Fis-54081,Actinopteri,class,186623
Fis-54081,Neopterygii,subclass,41665
Fis-54081,Teleostei,infraclass,32443
Fis-54081,Osteoglossocephalai,clade,1489341
Fis-54081,Clupeocephala,no rank,186625
Fis-54081,Otomorpha,cohort,186634
Fis-54081,Clupei,subcohort,282425
Fis-54081,Clupeiformes,order,32446
Fis-54081,Clupeoidei,suborder,1489460
Fis-54081,Clupeidae,family,55118
Fis-54081,Clupeinae,subfamily,7948
Fis-54081,Sardinops,genus,28380
Fis-54081,Sardinops sagax,species,28381
SLB-144214,cellular organisms,no rank,131567
SLB-144214,Eukaryota,superkingdom,2759
SLB-144214,Sar,clade,2698737
SLB-144214,Stramenopiles,clade,33634
SLB-144214,Ochrophyta,clade,2696291
SLB-144214,PX clade,clade,569578
SLB-144214,Phaeophyceae,class,2870
SLB-144214,Fucales,order,3009
SLB-144214,Sargassaceae,family,3014
SLB-144214,Sargassum,genus,3015
SLB-144214,Sargassum polycystum,species,127578
SLB-154621,cellular organisms,no rank,131567
SLB-154621,Eukaryota,superkingdom,2759
SLB-154621,Sar,clade,2698737
SLB-154621,Stramenopiles,clade,33634
SLB-154621,Ochrophyta,clade,2696291
SLB-154621,PX clade,clade,569578
SLB-154621,Phaeophyceae,class,2870
SLB-154621,Fucales,order,3009
SLB-154621,Sargassaceae,family,3014
SLB-154621,Sargassum,genus,3015
SLB-154621,Sargassum vulgare,species,288023
Fis-49353,cellular organisms,no rank,131567
Fis-49353,Eukaryota,superkingdom,2759
Fis-49353,Opisthokonta,clade,33154
Fis-49353,Metazoa,kingdom,33208
Fis-49353,Eumetazoa,clade,6072
Fis-49353,Bilateria,clade,33213
Fis-49353,Deuterostomia,clade,33511
Fis-49353,Chordata,phylum,7711
Fis-49353,Craniata,subphylum,89593
Fis-49353,Vertebrata,clade,7742
Fis-49353,Gnathostomata,clade,7776
Fis-49353,Teleostomi,clade,117570
Fis-49353,Euteleostomi,clade,117571
Fis-49353,Actinopterygii,superclass,7898
Fis-49353,Actinopteri,class,186623
Fis-49353,Neopterygii,subclass,41665
Fis-49353,Teleostei,infraclass,32443
Fis-49353,Osteoglossocephalai,clade,1489341
Fis-49353,Clupeocephala,no rank,186625
Fis-49353,Euteleosteomorpha,cohort,1489388
Fis-49353,Neoteleostei,clade,123365
Fis-49353,Eurypterygia,clade,123366
Fis-49353,Ctenosquamata,clade,123367
Fis-49353,Acanthomorphata,clade,123368
Fis-49353,Euacanthomorphacea,clade,123369
Fis-49353,Holocentrimorphaceae,clade,181483
Fis-49353,Holocentriformes,order,1490028
Fis-49353,Holocentridae,family,47697
Fis-49353,Holocentrinae,subfamily,47702
Fis-49353,Sargocentron,genus,47707
Fis-49353,Sargocentron bullisi,species,2024619
Fis-25375,cellular organisms,no rank,131567
Fis-25375,Eukaryota,superkingdom,2759
Fis-25375,Opisthokonta,clade,33154
Fis-25375,Metazoa,kingdom,33208
Fis-25375,Eumetazoa,clade,6072
Fis-25375,Bilateria,clade,33213
Fis-25375,Deuterostomia,clade,33511
Fis-25375,Chordata,phylum,7711
Fis-25375,Craniata,subphylum,89593
Fis-25375,Vertebrata,clade,7742
Fis-25375,Gnathostomata,clade,7776
Fis-25375,Teleostomi,clade,117570
Fis-25375,Euteleostomi,clade,117571
Fis-25375,Actinopterygii,superclass,7898
Fis-25375,Actinopteri,class,186623
Fis-25375,Neopterygii,subclass,41665
Fis-25375,Teleostei,infraclass,32443
Fis-25375,Osteoglossocephalai,clade,1489341
Fis-25375,Clupeocephala,no rank,186625
Fis-25375,Euteleosteomorpha,cohort,1489388
Fis-25375,Neoteleostei,clade,123365
Fis-25375,Eurypterygia,clade,123366
Fis-25375,Ctenosquamata,clade,123367
Fis-25375,Acanthomorphata,clade,123368
Fis-25375,Euacanthomorphacea,clade,123369
Fis-25375,Holocentrimorphaceae,clade,181483
Fis-25375,Holocentriformes,order,1490028
Fis-25375,Holocentridae,family,47697
Fis-25375,Holocentrinae,subfamily,47702
Fis-25375,Sargocentron,genus,47707
Fis-25375,Sargocentron caudimaculatum,species,88714
Fis-25610,cellular organisms,no rank,131567
Fis-25610,Eukaryota,superkingdom,2759
Fis-25610,Opisthokonta,clade,33154
Fis-25610,Metazoa,kingdom,33208
Fis-25610,Eumetazoa,clade,6072
Fis-25610,Bilateria,clade,33213
Fis-25610,Deuterostomia,clade,33511
Fis-25610,Chordata,phylum,7711
Fis-25610,Craniata,subphylum,89593
Fis-25610,Vertebrata,clade,7742
Fis-25610,Gnathostomata,clade,7776
Fis-25610,Teleostomi,clade,117570
Fis-25610,Euteleostomi,clade,117571
Fis-25610,Actinopterygii,superclass,7898
Fis-25610,Actinopteri,class,186623
Fis-25610,Neopterygii,subclass,41665
Fis-25610,Teleostei,infraclass,32443
Fis-25610,Osteoglossocephalai,clade,1489341
Fis-25610,Clupeocephala,no rank,186625
Fis-25610,Euteleosteomorpha,cohort,1489388
Fis-25610,Neoteleostei,clade,123365
Fis-25610,Eurypterygia,clade,123366
Fis-25610,Ctenosquamata,clade,123367
Fis-25610,Acanthomorphata,clade,123368
Fis-25610,Euacanthomorphacea,clade,123369
Fis-25610,Holocentrimorphaceae,clade,181483
Fis-25610,Holocentriformes,order,1490028
Fis-25610,Holocentridae,family,47697
Fis-25610,Holocentrinae,subfamily,47702
Fis-25610,Sargocentron,genus,47707
Fis-25610,Sargocentron cornutum,species,490282
Fis-49358,cellular organisms,no rank,131567
Fis-49358,Eukaryota,superkingdom,2759
Fis-49358,Opisthokonta,clade,33154
Fis-49358,Metazoa,kingdom,33208
Fis-49358,Eumetazoa,clade,6072
Fis-49358,Bilateria,clade,33213
Fis-49358,Deuterostomia,clade,33511
Fis-49358,Chordata,phylum,7711
Fis-49358,Craniata,subphylum,89593
Fis-49358,Vertebrata,clade,7742
Fis-49358,Gnathostomata,clade,7776
Fis-49358,Teleostomi,clade,117570
Fis-49358,Euteleostomi,clade,117571
Fis-49358,Actinopterygii,superclass,7898
Fis-49358,Actinopteri,class,186623
Fis-49358,Neopterygii,subclass,41665
Fis-49358,Teleostei,infraclass,32443
Fis-49358,Osteoglossocephalai,clade,1489341
Fis-49358,Clupeocephala,no rank,186625
Fis-49358,Euteleosteomorpha,cohort,1489388
Fis-49358,Neoteleostei,clade,123365
Fis-49358,Eurypterygia,clade,123366
Fis-49358,Ctenosquamata,clade,123367
Fis-49358,Acanthomorphata,clade,123368
Fis-49358,Euacanthomorphacea,clade,123369
Fis-49358,Holocentrimorphaceae,clade,181483
Fis-49358,Holocentriformes,order,1490028
Fis-49358,Holocentridae,family,47697
Fis-49358,Holocentrinae,subfamily,47702
Fis-49358,Sargocentron,genus,47707
Fis-49358,Sargocentron coruscum,species,94926
Fis-25266,cellular organisms,no rank,131567
Fis-25266,Eukaryota,superkingdom,2759
Fis-25266,Opisthokonta,clade,33154
Fis-25266,Metazoa,kingdom,33208
Fis-25266,Eumetazoa,clade,6072
Fis-25266,Bilateria,clade,33213
Fis-25266,Deuterostomia,clade,33511
Fis-25266,Chordata,phylum,7711
Fis-25266,Craniata,subphylum,89593
Fis-25266,Vertebrata,clade,7742
Fis-25266,Gnathostomata,clade,7776
Fis-25266,Teleostomi,clade,117570
Fis-25266,Euteleostomi,clade,117571
Fis-25266,Actinopterygii,superclass,7898
Fis-25266,Actinopteri,class,186623
Fis-25266,Neopterygii,subclass,41665
Fis-25266,Teleostei,infraclass,32443
Fis-25266,Osteoglossocephalai,clade,1489341
Fis-25266,Clupeocephala,no rank,186625
Fis-25266,Euteleosteomorpha,cohort,1489388
Fis-25266,Neoteleostei,clade,123365
Fis-25266,Eurypterygia,clade,123366
Fis-25266,Ctenosquamata,clade,123367
Fis-25266,Acanthomorphata,clade,123368
Fis-25266,Euacanthomorphacea,clade,123369
Fis-25266,Holocentrimorphaceae,clade,181483
Fis-25266,Holocentriformes,order,1490028
Fis-25266,Holocentridae,family,47697
Fis-25266,Holocentrinae,subfamily,47702
