am_sid,name,rank,id
SLB-165901,cellular organisms,no rank,131567
SLB-165901,Eukaryota,superkingdom,2759
SLB-165901,Opisthokonta,clade,33154
SLB-165901,Metazoa,kingdom,33208
SLB-165901,Eumetazoa,clade,6072
SLB-165901,Bilateria,clade,33213
SLB-165901,Protostomia,clade,33317
SLB-165901,Ecdysozoa,clade,1206794
SLB-165901,Panarthropoda,clade,88770
SLB-165901,Arthropoda,phylum,6656
SLB-165901,Mandibulata,clade,197563
SLB-165901,Pancrustacea,clade,197562
SLB-165901,Crustacea,subphylum,6657
SLB-165901,Multicrustacea,superclass,2172821
SLB-165901,Malacostraca,class,6681
SLB-165901,Eumalacostraca,subclass,72041
SLB-165901,Eucarida,superorder,6682
SLB-165901,Decapoda,order,6683
SLB-165901,Pleocyemata,suborder,6692
SLB-165901,Caridea,infraorder,6694
SLB-165901,Crangonoidea,superfamily,115585
SLB-165901,Glyphocrangonidae,family,516940
SLB-165901,Glyphocrangon,genus,516913
SLB-165901,Glyphocrangon formosana,species,2559836
SLB-165905,cellular organisms,no rank,131567
SLB-165905,Eukaryota,superkingdom,2759
SLB-165905,Opisthokonta,clade,33154
SLB-165905,Metazoa,kingdom,33208
SLB-165905,Eumetazoa,clade,6072
SLB-165905,Bilateria,clade,33213
SLB-165905,Protostomia,clade,33317
SLB-165905,Ecdysozoa,clade,1206794
SLB-165905,Panarthropoda,clade,88770
SLB-165905,Arthropoda,phylum,6656
SLB-165905,Mandibulata,clade,197563
SLB-165905,Pancrustacea,clade,197562
SLB-165905,Crustacea,subphylum,6657
SLB-165905,Multicrustacea,superclass,2172821
SLB-165905,Malacostraca,class,6681
SLB-165905,Eumalacostraca,subclass,72041
SLB-165905,Eucarida,superorder,6682
SLB-165905,Decapoda,order,6683
SLB-165905,Pleocyemata,suborder,6692
SLB-165905,Caridea,infraorder,6694
SLB-165905,Crangonoidea,superfamily,115585
SLB-165905,Glyphocrangonidae,family,516940
SLB-165905,Glyphocrangon,genus,516913
SLB-165905,Glyphocrangon hakuhoae,species,2742218
SLB-165908,cellular organisms,no rank,131567
SLB-165908,Eukaryota,superkingdom,2759
SLB-165908,Opisthokonta,clade,33154
SLB-165908,Metazoa,kingdom,33208
SLB-165908,Eumetazoa,clade,6072
SLB-165908,Bilateria,clade,33213
SLB-165908,Protostomia,clade,33317
SLB-165908,Ecdysozoa,clade,1206794
SLB-165908,Panarthropoda,clade,88770
SLB-165908,Arthropoda,phylum,6656
SLB-165908,Mandibulata,clade,197563
SLB-165908,Pancrustacea,clade,197562
SLB-165908,Crustacea,subphylum,6657
SLB-165908,Multicrustacea,superclass,2172821
SLB-165908,Malacostraca,class,6681
SLB-165908,Eumalacostraca,subclass,72041
SLB-165908,Eucarida,superorder,6682
SLB-165908,Decapoda,order,6683
SLB-165908,Pleocyemata,suborder,6692
SLB-165908,Caridea,infraorder,6694
SLB-165908,Crangonoidea,superfamily,115585
SLB-165908,Glyphocrangonidae,family,516940
SLB-165908,Glyphocrangon,genus,516913
SLB-165908,Glyphocrangon proxima,species,2742219
ITS-96191,cellular organisms,no rank,131567
ITS-96191,Eukaryota,superkingdom,2759
ITS-96191,Opisthokonta,clade,33154
ITS-96191,Metazoa,kingdom,33208
ITS-96191,Eumetazoa,clade,6072
ITS-96191,Bilateria,clade,33213
ITS-96191,Protostomia,clade,33317
ITS-96191,Ecdysozoa,clade,1206794
ITS-96191,Panarthropoda,clade,88770
ITS-96191,Arthropoda,phylum,6656
ITS-96191,Mandibulata,clade,197563
ITS-96191,Pancrustacea,clade,197562
ITS-96191,Crustacea,subphylum,6657
ITS-96191,Multicrustacea,superclass,2172821
ITS-96191,Malacostraca,class,6681
ITS-96191,Eumalacostraca,subclass,72041
ITS-96191,Eucarida,superorder,6682
ITS-96191,Decapoda,order,6683
ITS-96191,Pleocyemata,suborder,6692
ITS-96191,Caridea,infraorder,6694
ITS-96191,Pasiphaeoidea,superfamily,115572
ITS-96191,Pasiphaeidae,family,98097
ITS-96191,Glyphus,genus,342627
ITS-96191,Glyphus marsupialis,species,342628
Fis-28313,cellular organisms,no rank,131567
Fis-28313,Eukaryota,superkingdom,2759
Fis-28313,Opisthokonta,clade,33154
Fis-28313,Metazoa,kingdom,33208
Fis-28313,Eumetazoa,clade,6072
Fis-28313,Bilateria,clade,33213
Fis-28313,Deuterostomia,clade,33511
Fis-28313,Chordata,phylum,7711
Fis-28313,Craniata,subphylum,89593
Fis-28313,Vertebrata,clade,7742
Fis-28313,Gnathostomata,clade,7776
Fis-28313,Teleostomi,clade,117570
Fis-28313,Euteleostomi,clade,117571
Fis-28313,Actinopterygii,superclass,7898
Fis-28313,Actinopteri,class,186623
Fis-28313,Neopterygii,subclass,41665
Fis-28313,Teleostei,infraclass,32443
Fis-28313,Osteoglossocephalai,clade,1489341
Fis-28313,Clupeocephala,no rank,186625
Fis-28313,Euteleosteomorpha,cohort,1489388
Fis-28313,Neoteleostei,clade,123365
Fis-28313,Eurypterygia,clade,123366
Fis-28313,Ctenosquamata,clade,123367
Fis-28313,Acanthomorphata,clade,123368
Fis-28313,Euacanthomorphacea,clade,123369
Fis-28313,Percomorphaceae,clade,1489872
Fis-28313,Eupercaria,clade,1489922
Fis-28313,Perciformes,order,8111
Fis-28313,Scorpaenoidei,suborder,8107
Fis-28313,Tetrarogidae,family,210577
Fis-28313,Glyptauchen,genus,1680624
Fis-28313,Glyptauchen panduratus,species,1680625
SLB-27209,cellular organisms,no rank,131567
SLB-27209,Eukaryota,superkingdom,2759
SLB-27209,Opisthokonta,clade,33154
SLB-27209,Metazoa,kingdom,33208
SLB-27209,Eumetazoa,clade,6072
SLB-27209,Bilateria,clade,33213
SLB-27209,Protostomia,clade,33317
SLB-27209,Ecdysozoa,clade,1206794
SLB-27209,Panarthropoda,clade,88770
SLB-27209,Arthropoda,phylum,6656
SLB-27209,Mandibulata,clade,197563
SLB-27209,Pancrustacea,clade,197562
SLB-27209,Crustacea,subphylum,6657
SLB-27209,Multicrustacea,superclass,2172821
SLB-27209,Hexanauplia,class,72037
SLB-27209,Thecostraca,subclass,116172
SLB-27209,Cirripedia,infraclass,6675
SLB-27209,Thoracica,superorder,6676
SLB-27209,Pedunculata,order,116166
SLB-27209,Lepadomorpha,suborder,629285
SLB-27209,Poecilasmatidae,family,37899
SLB-27209,Glyptelasma,genus,2358226
SLB-27209,Glyptelasma annandalei,species,2590147
SLB-156142,cellular organisms,no rank,131567
SLB-156142,Eukaryota,superkingdom,2759
SLB-156142,Opisthokonta,clade,33154
SLB-156142,Metazoa,kingdom,33208
SLB-156142,Eumetazoa,clade,6072
SLB-156142,Bilateria,clade,33213
SLB-156142,Protostomia,clade,33317
SLB-156142,Ecdysozoa,clade,1206794
SLB-156142,Panarthropoda,clade,88770
SLB-156142,Arthropoda,phylum,6656
SLB-156142,Mandibulata,clade,197563
SLB-156142,Pancrustacea,clade,197562
SLB-156142,Crustacea,subphylum,6657
SLB-156142,Multicrustacea,superclass,2172821
SLB-156142,Hexanauplia,class,72037
SLB-156142,Thecostraca,subclass,116172
SLB-156142,Cirripedia,infraclass,6675
SLB-156142,Thoracica,superorder,6676
SLB-156142,Pedunculata,order,116166
SLB-156142,Lepadomorpha,suborder,629285
SLB-156142,Poecilasmatidae,family,37899
SLB-156142,Glyptelasma,genus,2358226
SLB-156142,Glyptelasma gigas,species,2358227
Fis-22723,cellular organisms,no rank,131567
Fis-22723,Eukaryota,superkingdom,2759
Fis-22723,Opisthokonta,clade,33154
Fis-22723,Metazoa,kingdom,33208
Fis-22723,Eumetazoa,clade,6072
Fis-22723,Bilateria,clade,33213
Fis-22723,Deuterostomia,clade,33511
Fis-22723,Chordata,phylum,7711
Fis-22723,Craniata,subphylum,89593
Fis-22723,Vertebrata,clade,7742
Fis-22723,Gnathostomata,clade,7776
Fis-22723,Teleostomi,clade,117570
Fis-22723,Euteleostomi,clade,117571
Fis-22723,Actinopterygii,superclass,7898
Fis-22723,Actinopteri,class,186623
Fis-22723,Neopterygii,subclass,41665
Fis-22723,Teleostei,infraclass,32443
Fis-22723,Osteoglossocephalai,clade,1489341
Fis-22723,Clupeocephala,no rank,186625
Fis-22723,Euteleosteomorpha,cohort,1489388
Fis-22723,Neoteleostei,clade,123365
Fis-22723,Eurypterygia,clade,123366
Fis-22723,Ctenosquamata,clade,123367
Fis-22723,Acanthomorphata,clade,123368
Fis-22723,Euacanthomorphacea,clade,123369
Fis-22723,Percomorphaceae,clade,1489872
Fis-22723,Carangaria,clade,1489904
Fis-22723,Pleuronectiformes,order,8252
Fis-22723,Pleuronectoidei,suborder,30942
Fis-22723,Pleuronectidae,family,8256
Fis-22723,Glyptocephalus,genus,34818
Fis-22723,Glyptocephalus cynoglossus,species,34819
Fis-27197,cellular organisms,no rank,131567
Fis-27197,Eukaryota,superkingdom,2759
Fis-27197,Opisthokonta,clade,33154
Fis-27197,Metazoa,kingdom,33208
Fis-27197,Eumetazoa,clade,6072
Fis-27197,Bilateria,clade,33213
Fis-27197,Deuterostomia,clade,33511
Fis-27197,Chordata,phylum,7711
Fis-27197,Craniata,subphylum,89593
Fis-27197,Vertebrata,clade,7742
Fis-27197,Gnathostomata,clade,7776
Fis-27197,Teleostomi,clade,117570
Fis-27197,Euteleostomi,clade,117571
Fis-27197,Actinopterygii,superclass,7898
Fis-27197,Actinopteri,class,186623
Fis-27197,Neopterygii,subclass,41665
Fis-27197,Teleostei,infraclass,32443
Fis-27197,Osteoglossocephalai,clade,1489341
Fis-27197,Clupeocephala,no rank,186625
Fis-27197,Euteleosteomorpha,cohort,1489388
Fis-27197,Neoteleostei,clade,123365
Fis-27197,Eurypterygia,clade,123366
Fis-27197,Ctenosquamata,clade,123367
Fis-27197,Acanthomorphata,clade,123368
Fis-27197,Euacanthomorphacea,clade,123369
Fis-27197,Percomorphaceae,clade,1489872
Fis-27197,Carangaria,clade,1489904
Fis-27197,Pleuronectiformes,order,8252
Fis-27197,Pleuronectoidei,suborder,30942
Fis-27197,Pleuronectidae,family,8256
Fis-27197,Glyptocephalus,genus,34818
Fis-27197,Glyptocephalus stelleri,species,238840
Fis-10768,cellular organisms,no rank,131567
Fis-10768,Eukaryota,superkingdom,2759
Fis-10768,Opisthokonta,clade,33154
Fis-10768,Metazoa,kingdom,33208
Fis-10768,Eumetazoa,clade,6072
Fis-10768,Bilateria,clade,33213
Fis-10768,Deuterostomia,clade,33511
Fis-10768,Chordata,phylum,7711
Fis-10768,Craniata,subphylum,89593
Fis-10768,Vertebrata,clade,7742
Fis-10768,Gnathostomata,clade,7776
Fis-10768,Teleostomi,clade,117570
Fis-10768,Euteleostomi,clade,117571
Fis-10768,Actinopterygii,superclass,7898
Fis-10768,Actinopteri,class,186623
Fis-10768,Neopterygii,subclass,41665
Fis-10768,Teleostei,infraclass,32443
Fis-10768,Osteoglossocephalai,clade,1489341
Fis-10768,Clupeocephala,no rank,186625
Fis-10768,Euteleosteomorpha,cohort,1489388
Fis-10768,Neoteleostei,clade,123365
Fis-10768,Eurypterygia,clade,123366
Fis-10768,Ctenosquamata,clade,123367
Fis-10768,Acanthomorphata,clade,123368
Fis-10768,Euacanthomorphacea,clade,123369
Fis-10768,Percomorphaceae,clade,1489872
Fis-10768,Carangaria,clade,1489904
Fis-10768,Pleuronectiformes,order,8252
Fis-10768,Pleuronectoidei,suborder,30942
Fis-10768,Pleuronectidae,family,8256
Fis-10768,Glyptocephalus,genus,34818
Fis-10768,Glyptocephalus zachirus,species,195612
ITS-97962,cellular organisms,no rank,131567
ITS-97962,Eukaryota,superkingdom,2759
ITS-97962,Opisthokonta,clade,33154
ITS-97962,Metazoa,kingdom,33208
ITS-97962,Eumetazoa,clade,6072
ITS-97962,Bilateria,clade,33213
ITS-97962,Protostomia,clade,33317
ITS-97962,Ecdysozoa,clade,1206794
ITS-97962,Panarthropoda,clade,88770
ITS-97962,Arthropoda,phylum,6656
ITS-97962,Mandibulata,clade,197563
ITS-97962,Pancrustacea,clade,197562
ITS-97962,Crustacea,subphylum,6657
ITS-97962,Multicrustacea,superclass,2172821
ITS-97962,Malacostraca,class,6681
