am_sid,name,rank,id
W-Ech-213383,cellular organisms,no rank,131567
W-Ech-213383,Eukaryota,superkingdom,2759
W-Ech-213383,Opisthokonta,clade,33154
W-Ech-213383,Metazoa,kingdom,33208
W-Ech-213383,Eumetazoa,clade,6072
W-Ech-213383,Bilateria,clade,33213
W-Ech-213383,Deuterostomia,clade,33511
W-Ech-213383,Echinodermata,phylum,7586
W-Ech-213383,Eleutherozoa,clade,133551
W-Ech-213383,Echinozoa,superclass,7624
W-Ech-213383,Echinoidea,class,7625
W-Ech-213383,Euechinoidea,subclass,7638
W-Ech-213383,Echinacea,superorder,7674
W-Ech-213383,Echinoida,order,7675
W-Ech-213383,Echinometridae,family,31176
W-Ech-213383,Echinometra,genus,31177
W-Ech-213383,Echinometra mathaei,species,31178
W-Ech-513244,cellular organisms,no rank,131567
W-Ech-513244,Eukaryota,superkingdom,2759
W-Ech-513244,Opisthokonta,clade,33154
W-Ech-513244,Metazoa,kingdom,33208
W-Ech-513244,Eumetazoa,clade,6072
W-Ech-513244,Bilateria,clade,33213
W-Ech-513244,Deuterostomia,clade,33511
W-Ech-513244,Echinodermata,phylum,7586
W-Ech-513244,Eleutherozoa,clade,133551
W-Ech-513244,Echinozoa,superclass,7624
W-Ech-513244,Echinoidea,class,7625
W-Ech-513244,Euechinoidea,subclass,7638
W-Ech-513244,Echinacea,superorder,7674
W-Ech-513244,Echinoida,order,7675
W-Ech-513244,Echinometridae,family,31176
W-Ech-513244,Echinometra,genus,31177
W-Ech-513244,Echinometra vanbrunti,species,105362
W-Ech-422493,cellular organisms,no rank,131567
W-Ech-422493,Eukaryota,superkingdom,2759
W-Ech-422493,Opisthokonta,clade,33154
W-Ech-422493,Metazoa,kingdom,33208
W-Ech-422493,Eumetazoa,clade,6072
W-Ech-422493,Bilateria,clade,33213
W-Ech-422493,Deuterostomia,clade,33511
W-Ech-422493,Echinodermata,phylum,7586
W-Ech-422493,Eleutherozoa,clade,133551
W-Ech-422493,Echinozoa,superclass,7624
W-Ech-422493,Echinoidea,class,7625
W-Ech-422493,Euechinoidea,subclass,7638
W-Ech-422493,Echinacea,superorder,7674
W-Ech-422493,Echinoida,order,7675
W-Ech-422493,Echinometridae,family,31176
W-Ech-422493,Echinometra,genus,31177
W-Ech-422493,Echinometra viridis,species,105363
W-Ech-212461,cellular organisms,no rank,131567
W-Ech-212461,Eukaryota,superkingdom,2759
W-Ech-212461,Opisthokonta,clade,33154
W-Ech-212461,Metazoa,kingdom,33208
W-Ech-212461,Eumetazoa,clade,6072
W-Ech-212461,Bilateria,clade,33213
W-Ech-212461,Deuterostomia,clade,33511
W-Ech-212461,Echinodermata,phylum,7586
W-Ech-212461,Eleutherozoa,clade,133551
W-Ech-212461,Echinozoa,superclass,7624
W-Ech-212461,Echinoidea,class,7625
W-Ech-212461,Euechinoidea,subclass,7638
W-Ech-212461,Echinacea,superorder,7674
W-Ech-212461,Echinoida,order,7675
W-Ech-212461,Echinoneidae,family,271682
W-Ech-212461,Echinoneus,genus,271683
W-Ech-212461,Echinoneus cyclostomus,species,271684
W-Msc-449957,cellular organisms,no rank,131567
W-Msc-449957,Eukaryota,superkingdom,2759
W-Msc-449957,Opisthokonta,clade,33154
W-Msc-449957,Metazoa,kingdom,33208
W-Msc-449957,Eumetazoa,clade,6072
W-Msc-449957,Bilateria,clade,33213
W-Msc-449957,Protostomia,clade,33317
W-Msc-449957,Spiralia,clade,2697495
W-Msc-449957,Lophotrochozoa,clade,1206795
W-Msc-449957,Mollusca,phylum,6447
W-Msc-449957,Gastropoda,class,6448
W-Msc-449957,Neomphalina,subclass,2219556
W-Msc-449957,Neomphaloidea,superfamily,216274
W-Msc-449957,Peltospiridae,family,55007
W-Msc-449957,Echinopelta,genus,440543
W-Msc-449957,Echinopelta fistulosa,species,440544
Fis-35709,cellular organisms,no rank,131567
Fis-35709,Eukaryota,superkingdom,2759
Fis-35709,Opisthokonta,clade,33154
Fis-35709,Metazoa,kingdom,33208
Fis-35709,Eumetazoa,clade,6072
Fis-35709,Bilateria,clade,33213
Fis-35709,Deuterostomia,clade,33511
Fis-35709,Chordata,phylum,7711
Fis-35709,Craniata,subphylum,89593
Fis-35709,Vertebrata,clade,7742
Fis-35709,Gnathostomata,clade,7776
Fis-35709,Teleostomi,clade,117570
Fis-35709,Euteleostomi,clade,117571
Fis-35709,Actinopterygii,superclass,7898
Fis-35709,Actinopteri,class,186623
Fis-35709,Neopterygii,subclass,41665
Fis-35709,Teleostei,infraclass,32443
Fis-35709,Osteoglossocephalai,clade,1489341
Fis-35709,Clupeocephala,no rank,186625
Fis-35709,Euteleosteomorpha,cohort,1489388
Fis-35709,Neoteleostei,clade,123365
Fis-35709,Eurypterygia,clade,123366
Fis-35709,Ctenosquamata,clade,123367
Fis-35709,Acanthomorphata,clade,123368
Fis-35709,Euacanthomorphacea,clade,123369
Fis-35709,Percomorphaceae,clade,1489872
Fis-35709,Eupercaria,clade,1489922
Fis-35709,Lophiiformes,order,8070
Fis-35709,Antennarioidei,suborder,241818
Fis-35709,Antennariidae,family,241819
Fis-35709,Echinophryne,genus,632145
Fis-35709,Echinophryne crassispina,species,882761
URM-Cn-5928,cellular organisms,no rank,131567
URM-Cn-5928,Eukaryota,superkingdom,2759
URM-Cn-5928,Opisthokonta,clade,33154
URM-Cn-5928,Metazoa,kingdom,33208
URM-Cn-5928,Eumetazoa,clade,6072
URM-Cn-5928,Cnidaria,phylum,6073
URM-Cn-5928,Anthozoa,class,6101
URM-Cn-5928,Hexacorallia,subclass,6102
URM-Cn-5928,Scleractinia,order,6125
URM-Cn-5928,Faviina,suborder,123760
URM-Cn-5928,Lobophylliidae,family,1328273
URM-Cn-5928,Echinophyllia,genus,126651
URM-Cn-5928,Echinophyllia aspera,species,214970
URM-Cn-5930,cellular organisms,no rank,131567
URM-Cn-5930,Eukaryota,superkingdom,2759
URM-Cn-5930,Opisthokonta,clade,33154
URM-Cn-5930,Metazoa,kingdom,33208
URM-Cn-5930,Eumetazoa,clade,6072
URM-Cn-5930,Cnidaria,phylum,6073
URM-Cn-5930,Anthozoa,class,6101
URM-Cn-5930,Hexacorallia,subclass,6102
URM-Cn-5930,Scleractinia,order,6125
URM-Cn-5930,Faviina,suborder,123760
URM-Cn-5930,Lobophylliidae,family,1328273
URM-Cn-5930,Echinophyllia,genus,126651
URM-Cn-5930,Echinophyllia echinata,species,351729
URM-Cn-5931,cellular organisms,no rank,131567
URM-Cn-5931,Eukaryota,superkingdom,2759
URM-Cn-5931,Opisthokonta,clade,33154
URM-Cn-5931,Metazoa,kingdom,33208
URM-Cn-5931,Eumetazoa,clade,6072
URM-Cn-5931,Cnidaria,phylum,6073
URM-Cn-5931,Anthozoa,class,6101
URM-Cn-5931,Hexacorallia,subclass,6102
URM-Cn-5931,Scleractinia,order,6125
URM-Cn-5931,Faviina,suborder,123760
URM-Cn-5931,Lobophylliidae,family,1328273
URM-Cn-5931,Echinophyllia,genus,126651
URM-Cn-5931,Echinophyllia echinoporoides,species,242751
URM-Cn-5934,cellular organisms,no rank,131567
URM-Cn-5934,Eukaryota,superkingdom,2759
URM-Cn-5934,Opisthokonta,clade,33154
URM-Cn-5934,Metazoa,kingdom,33208
URM-Cn-5934,Eumetazoa,clade,6072
URM-Cn-5934,Cnidaria,phylum,6073
URM-Cn-5934,Anthozoa,class,6101
URM-Cn-5934,Hexacorallia,subclass,6102
URM-Cn-5934,Scleractinia,order,6125
URM-Cn-5934,Faviina,suborder,123760
URM-Cn-5934,Lobophylliidae,family,1328273
URM-Cn-5934,Echinophyllia,genus,126651
URM-Cn-5934,Echinophyllia orpheensis,species,126652
URM-Cn-5935,cellular organisms,no rank,131567
URM-Cn-5935,Eukaryota,superkingdom,2759
URM-Cn-5935,Opisthokonta,clade,33154
URM-Cn-5935,Metazoa,kingdom,33208
URM-Cn-5935,Eumetazoa,clade,6072
URM-Cn-5935,Cnidaria,phylum,6073
URM-Cn-5935,Anthozoa,class,6101
URM-Cn-5935,Hexacorallia,subclass,6102
URM-Cn-5935,Scleractinia,order,6125
URM-Cn-5935,Faviina,suborder,123760
URM-Cn-5935,Lobophylliidae,family,1328273
URM-Cn-5935,Echinophyllia,genus,126651
URM-Cn-5935,Echinophyllia patula,species,1917244
URM-Cn-5524,cellular organisms,no rank,131567
URM-Cn-5524,Eukaryota,superkingdom,2759
URM-Cn-5524,Opisthokonta,clade,33154
URM-Cn-5524,Metazoa,kingdom,33208
URM-Cn-5524,Eumetazoa,clade,6072
URM-Cn-5524,Cnidaria,phylum,6073
URM-Cn-5524,Anthozoa,class,6101
URM-Cn-5524,Hexacorallia,subclass,6102
URM-Cn-5524,Scleractinia,order,6125
URM-Cn-5524,Faviina,suborder,123760
URM-Cn-5524,Merulinidae,family,46736
URM-Cn-5524,Echinopora,genus,46693
URM-Cn-5524,Echinopora gemmacea,species,242757
URM-Cn-5526,cellular organisms,no rank,131567
URM-Cn-5526,Eukaryota,superkingdom,2759
URM-Cn-5526,Opisthokonta,clade,33154
URM-Cn-5526,Metazoa,kingdom,33208
URM-Cn-5526,Eumetazoa,clade,6072
URM-Cn-5526,Cnidaria,phylum,6073
URM-Cn-5526,Anthozoa,class,6101
URM-Cn-5526,Hexacorallia,subclass,6102
URM-Cn-5526,Scleractinia,order,6125
URM-Cn-5526,Faviina,suborder,123760
URM-Cn-5526,Merulinidae,family,46736
URM-Cn-5526,Echinopora,genus,46693
URM-Cn-5526,Echinopora horrida,species,983564
