am_sid,name,rank,id
Fis-26455,cellular organisms,no rank,131567
Fis-26455,Eukaryota,superkingdom,2759
Fis-26455,Opisthokonta,clade,33154
Fis-26455,Metazoa,kingdom,33208
Fis-26455,Eumetazoa,clade,6072
Fis-26455,Bilateria,clade,33213
Fis-26455,Deuterostomia,clade,33511
Fis-26455,Chordata,phylum,7711
Fis-26455,Craniata,subphylum,89593
Fis-26455,Vertebrata,clade,7742
Fis-26455,Gnathostomata,clade,7776
Fis-26455,Teleostomi,clade,117570
Fis-26455,Euteleostomi,clade,117571
Fis-26455,Actinopterygii,superclass,7898
Fis-26455,Actinopteri,class,186623
Fis-26455,Neopterygii,subclass,41665
Fis-26455,Teleostei,infraclass,32443
Fis-26455,Osteoglossocephalai,clade,1489341
Fis-26455,Clupeocephala,no rank,186625
Fis-26455,Euteleosteomorpha,cohort,1489388
Fis-26455,Neoteleostei,clade,123365
Fis-26455,Eurypterygia,clade,123366
Fis-26455,Ctenosquamata,clade,123367
Fis-26455,Acanthomorphata,clade,123368
Fis-26455,Euacanthomorphacea,clade,123369
Fis-26455,Percomorphaceae,clade,1489872
Fis-26455,Gobiaria,clade,1489875
Fis-26455,Gobiiformes,order,1489878
Fis-26455,Gobioidei,suborder,8219
Fis-26455,Gobiidae,family,8220
Fis-26455,Gobiinae,subfamily,497223
Fis-26455,Amblygobius,genus,166730
Fis-26455,Amblygobius nocturnus,species,166731
Fis-26424,cellular organisms,no rank,131567
Fis-26424,Eukaryota,superkingdom,2759
Fis-26424,Opisthokonta,clade,33154
Fis-26424,Metazoa,kingdom,33208
Fis-26424,Eumetazoa,clade,6072
Fis-26424,Bilateria,clade,33213
Fis-26424,Deuterostomia,clade,33511
Fis-26424,Chordata,phylum,7711
Fis-26424,Craniata,subphylum,89593
Fis-26424,Vertebrata,clade,7742
Fis-26424,Gnathostomata,clade,7776
Fis-26424,Teleostomi,clade,117570
Fis-26424,Euteleostomi,clade,117571
Fis-26424,Actinopterygii,superclass,7898
Fis-26424,Actinopteri,class,186623
Fis-26424,Neopterygii,subclass,41665
Fis-26424,Teleostei,infraclass,32443
Fis-26424,Osteoglossocephalai,clade,1489341
Fis-26424,Clupeocephala,no rank,186625
Fis-26424,Euteleosteomorpha,cohort,1489388
Fis-26424,Neoteleostei,clade,123365
Fis-26424,Eurypterygia,clade,123366
Fis-26424,Ctenosquamata,clade,123367
Fis-26424,Acanthomorphata,clade,123368
Fis-26424,Euacanthomorphacea,clade,123369
Fis-26424,Percomorphaceae,clade,1489872
Fis-26424,Gobiaria,clade,1489875
Fis-26424,Gobiiformes,order,1489878
Fis-26424,Gobioidei,suborder,8219
Fis-26424,Gobiidae,family,8220
Fis-26424,Gobiinae,subfamily,497223
Fis-26424,Amblygobius,genus,166730
Fis-26424,Amblygobius sphynx,species,1146951
Fis-156892,cellular organisms,no rank,131567
Fis-156892,Eukaryota,superkingdom,2759
Fis-156892,Opisthokonta,clade,33154
Fis-156892,Metazoa,kingdom,33208
Fis-156892,Eumetazoa,clade,6072
Fis-156892,Bilateria,clade,33213
Fis-156892,Deuterostomia,clade,33511
Fis-156892,Chordata,phylum,7711
Fis-156892,Craniata,subphylum,89593
Fis-156892,Vertebrata,clade,7742
Fis-156892,Gnathostomata,clade,7776
Fis-156892,Teleostomi,clade,117570
Fis-156892,Euteleostomi,clade,117571
Fis-156892,Actinopterygii,superclass,7898
Fis-156892,Actinopteri,class,186623
Fis-156892,Neopterygii,subclass,41665
Fis-156892,Teleostei,infraclass,32443
Fis-156892,Osteoglossocephalai,clade,1489341
Fis-156892,Clupeocephala,no rank,186625
Fis-156892,Euteleosteomorpha,cohort,1489388
Fis-156892,Neoteleostei,clade,123365
Fis-156892,Eurypterygia,clade,123366
Fis-156892,Ctenosquamata,clade,123367
Fis-156892,Acanthomorphata,clade,123368
Fis-156892,Euacanthomorphacea,clade,123369
Fis-156892,Percomorphaceae,clade,1489872
Fis-156892,Gobiaria,clade,1489875
Fis-156892,Gobiiformes,order,1489878
Fis-156892,Gobioidei,suborder,8219
Fis-156892,Gobiidae,family,8220
Fis-156892,Gobiinae,subfamily,497223
Fis-156892,Amblygobius,genus,166730
Fis-156892,Amblygobius stethophthalmus,species,2494320
Fis-144725,cellular organisms,no rank,131567
Fis-144725,Eukaryota,superkingdom,2759
Fis-144725,Opisthokonta,clade,33154
Fis-144725,Metazoa,kingdom,33208
Fis-144725,Eumetazoa,clade,6072
Fis-144725,Bilateria,clade,33213
