am_sid,name,rank,id
URM-Cn-5975,cellular organisms,no rank,131567
URM-Cn-5975,Eukaryota,superkingdom,2759
URM-Cn-5975,Opisthokonta,clade,33154
URM-Cn-5975,Metazoa,kingdom,33208
URM-Cn-5975,Eumetazoa,clade,6072
URM-Cn-5975,Cnidaria,phylum,6073
URM-Cn-5975,Anthozoa,class,6101
URM-Cn-5975,Hexacorallia,subclass,6102
URM-Cn-5975,Scleractinia,order,6125
URM-Cn-5975,Astrocoeniina,suborder,123757
URM-Cn-5975,Pocilloporidae,family,46729
URM-Cn-5975,Pocillopora,genus,46730
URM-Cn-5975,Pocillopora damicornis,species,46731
SLB-117490,cellular organisms,no rank,131567
SLB-117490,Eukaryota,superkingdom,2759
SLB-117490,Opisthokonta,clade,33154
SLB-117490,Metazoa,kingdom,33208
SLB-117490,Eumetazoa,clade,6072
SLB-117490,Cnidaria,phylum,6073
SLB-117490,Anthozoa,class,6101
SLB-117490,Hexacorallia,subclass,6102
SLB-117490,Scleractinia,order,6125
SLB-117490,Astrocoeniina,suborder,123757
SLB-117490,Pocilloporidae,family,46729
SLB-117490,Pocillopora,genus,46730
SLB-117490,Pocillopora verrucosa,species,203993
URM-Cn-5977,cellular organisms,no rank,131567
URM-Cn-5977,Eukaryota,superkingdom,2759
URM-Cn-5977,Opisthokonta,clade,33154
URM-Cn-5977,Metazoa,kingdom,33208
URM-Cn-5977,Eumetazoa,clade,6072
URM-Cn-5977,Cnidaria,phylum,6073
URM-Cn-5977,Anthozoa,class,6101
URM-Cn-5977,Hexacorallia,subclass,6102
URM-Cn-5977,Scleractinia,order,6125
URM-Cn-5977,Astrocoeniina,suborder,123757
URM-Cn-5977,Pocilloporidae,family,46729
URM-Cn-5977,Pocillopora,genus,46730
URM-Cn-5977,Pocillopora elegans,species,490832
URM-Cn-5978,cellular organisms,no rank,131567
URM-Cn-5978,Eukaryota,superkingdom,2759
URM-Cn-5978,Opisthokonta,clade,33154
URM-Cn-5978,Metazoa,kingdom,33208
URM-Cn-5978,Eumetazoa,clade,6072
URM-Cn-5978,Cnidaria,phylum,6073
URM-Cn-5978,Anthozoa,class,6101
URM-Cn-5978,Hexacorallia,subclass,6102
URM-Cn-5978,Scleractinia,order,6125
URM-Cn-5978,Astrocoeniina,suborder,123757
URM-Cn-5978,Pocilloporidae,family,46729
URM-Cn-5978,Pocillopora,genus,46730
URM-Cn-5978,Pocillopora grandis,species,2759717
URM-Cn-5981,cellular organisms,no rank,131567
URM-Cn-5981,Eukaryota,superkingdom,2759
URM-Cn-5981,Opisthokonta,clade,33154
URM-Cn-5981,Metazoa,kingdom,33208
URM-Cn-5981,Eumetazoa,clade,6072
URM-Cn-5981,Cnidaria,phylum,6073
URM-Cn-5981,Anthozoa,class,6101
URM-Cn-5981,Hexacorallia,subclass,6102
URM-Cn-5981,Scleractinia,order,6125
URM-Cn-5981,Astrocoeniina,suborder,123757
URM-Cn-5981,Pocilloporidae,family,46729
URM-Cn-5981,Pocillopora,genus,46730
URM-Cn-5981,Pocillopora inflata,species,490833
SLB-158820,cellular organisms,no rank,131567
SLB-158820,Eukaryota,superkingdom,2759
SLB-158820,Opisthokonta,clade,33154
SLB-158820,Metazoa,kingdom,33208
SLB-158820,Eumetazoa,clade,6072
SLB-158820,Cnidaria,phylum,6073
SLB-158820,Anthozoa,class,6101
SLB-158820,Hexacorallia,subclass,6102
SLB-158820,Scleractinia,order,6125
SLB-158820,Astrocoeniina,suborder,123757
SLB-158820,Pocilloporidae,family,46729
SLB-158820,Pocillopora,genus,46730
SLB-158820,Pocillopora ligulata,species,512010
URM-Cn-5983,cellular organisms,no rank,131567
URM-Cn-5983,Eukaryota,superkingdom,2759
URM-Cn-5983,Opisthokonta,clade,33154
URM-Cn-5983,Metazoa,kingdom,33208
URM-Cn-5983,Eumetazoa,clade,6072
URM-Cn-5983,Cnidaria,phylum,6073
URM-Cn-5983,Anthozoa,class,6101
URM-Cn-5983,Hexacorallia,subclass,6102
URM-Cn-5983,Scleractinia,order,6125
URM-Cn-5983,Astrocoeniina,suborder,123757
URM-Cn-5983,Pocilloporidae,family,46729
URM-Cn-5983,Pocillopora,genus,46730
URM-Cn-5983,Pocillopora meandrina,species,46732
URM-Cn-5984,cellular organisms,no rank,131567
URM-Cn-5984,Eukaryota,superkingdom,2759
URM-Cn-5984,Opisthokonta,clade,33154
URM-Cn-5984,Metazoa,kingdom,33208
URM-Cn-5984,Eumetazoa,clade,6072
URM-Cn-5984,Cnidaria,phylum,6073
URM-Cn-5984,Anthozoa,class,6101
URM-Cn-5984,Hexacorallia,subclass,6102
URM-Cn-5984,Scleractinia,order,6125
URM-Cn-5984,Astrocoeniina,suborder,123757
URM-Cn-5984,Pocilloporidae,family,46729
URM-Cn-5984,Pocillopora,genus,46730
URM-Cn-5984,Pocillopora verrucosa,species,203993
URM-Cn-5985,cellular organisms,no rank,131567
URM-Cn-5985,Eukaryota,superkingdom,2759
URM-Cn-5985,Opisthokonta,clade,33154
URM-Cn-5985,Metazoa,kingdom,33208
URM-Cn-5985,Eumetazoa,clade,6072
URM-Cn-5985,Cnidaria,phylum,6073
URM-Cn-5985,Anthozoa,class,6101
URM-Cn-5985,Hexacorallia,subclass,6102
URM-Cn-5985,Scleractinia,order,6125
URM-Cn-5985,Astrocoeniina,suborder,123757
URM-Cn-5985,Pocilloporidae,family,46729
URM-Cn-5985,Pocillopora,genus,46730
URM-Cn-5985,Pocillopora woodjonesi,species,1349620
URM-Cn-5986,cellular organisms,no rank,131567
URM-Cn-5986,Eukaryota,superkingdom,2759
