am_sid,name,rank,id
Fis-165718,cellular organisms,no rank,131567
Fis-165718,Eukaryota,superkingdom,2759
Fis-165718,Opisthokonta,clade,33154
Fis-165718,Metazoa,kingdom,33208
Fis-165718,Eumetazoa,clade,6072
Fis-165718,Bilateria,clade,33213
Fis-165718,Deuterostomia,clade,33511
Fis-165718,Chordata,phylum,7711
Fis-165718,Craniata,subphylum,89593
Fis-165718,Vertebrata,clade,7742
Fis-165718,Gnathostomata,clade,7776
Fis-165718,Teleostomi,clade,117570
Fis-165718,Euteleostomi,clade,117571
Fis-165718,Actinopterygii,superclass,7898
Fis-165718,Actinopteri,class,186623
Fis-165718,Neopterygii,subclass,41665
Fis-165718,Teleostei,infraclass,32443
Fis-165718,Osteoglossocephalai,clade,1489341
Fis-165718,Clupeocephala,no rank,186625
Fis-165718,Euteleosteomorpha,cohort,1489388
Fis-165718,Neoteleostei,clade,123365
Fis-165718,Eurypterygia,clade,123366
Fis-165718,Ctenosquamata,clade,123367
Fis-165718,Acanthomorphata,clade,123368
Fis-165718,Euacanthomorphacea,clade,123369
Fis-165718,Percomorphaceae,clade,1489872
Fis-165718,Ovalentaria,clade,1489908
Fis-165718,Mugilomorphae,clade,1489919
Fis-165718,Mugiliformes,order,41872
Fis-165718,Mugilidae,family,8189
Fis-165718,Chelon,genus,48170
Fis-165718,Chelon planiceps,species,1111461
Fis-128608,cellular organisms,no rank,131567
Fis-128608,Eukaryota,superkingdom,2759
Fis-128608,Opisthokonta,clade,33154
Fis-128608,Metazoa,kingdom,33208
Fis-128608,Eumetazoa,clade,6072
Fis-128608,Bilateria,clade,33213
Fis-128608,Deuterostomia,clade,33511
Fis-128608,Chordata,phylum,7711
Fis-128608,Craniata,subphylum,89593
Fis-128608,Vertebrata,clade,7742
Fis-128608,Gnathostomata,clade,7776
Fis-128608,Teleostomi,clade,117570
Fis-128608,Euteleostomi,clade,117571
Fis-128608,Actinopterygii,superclass,7898
Fis-128608,Actinopteri,class,186623
Fis-128608,Neopterygii,subclass,41665
Fis-128608,Teleostei,infraclass,32443
Fis-128608,Osteoglossocephalai,clade,1489341
Fis-128608,Clupeocephala,no rank,186625
Fis-128608,Euteleosteomorpha,cohort,1489388
Fis-128608,Neoteleostei,clade,123365
Fis-128608,Eurypterygia,clade,123366
Fis-128608,Ctenosquamata,clade,123367
Fis-128608,Acanthomorphata,clade,123368
Fis-128608,Euacanthomorphacea,clade,123369
Fis-128608,Percomorphaceae,clade,1489872
Fis-128608,Ovalentaria,clade,1489908
Fis-128608,Mugilomorphae,clade,1489919
Fis-128608,Mugiliformes,order,41872
Fis-128608,Mugilidae,family,8189
Fis-128608,Planiliza,genus,1935872
Fis-128608,Planiliza subviridis,species,1111462
W-Por-164866,cellular organisms,no rank,131567
W-Por-164866,Eukaryota,superkingdom,2759
W-Por-164866,Opisthokonta,clade,33154
W-Por-164866,Metazoa,kingdom,33208
W-Por-164866,Porifera,phylum,6040
W-Por-164866,Demospongiae,class,6042
W-Por-164866,Keratosa,subclass,1779147
W-Por-164866,Dendroceratida,order,119424
W-Por-164866,Darwinellidae,family,119425
W-Por-164866,Chelonaplysilla,genus,279629
W-Por-164866,Chelonaplysilla aurea,species,1162747
Rep-2941,cellular organisms,no rank,131567
Rep-2941,Eukaryota,superkingdom,2759
Rep-2941,Opisthokonta,clade,33154
Rep-2941,Metazoa,kingdom,33208
Rep-2941,Eumetazoa,clade,6072
Rep-2941,Bilateria,clade,33213
Rep-2941,Deuterostomia,clade,33511
Rep-2941,Chordata,phylum,7711
Rep-2941,Craniata,subphylum,89593
Rep-2941,Vertebrata,clade,7742
Rep-2941,Gnathostomata,clade,7776
Rep-2941,Teleostomi,clade,117570
Rep-2941,Euteleostomi,clade,117571
Rep-2941,Sarcopterygii,superclass,8287
Rep-2941,Dipnotetrapodomorpha,clade,1338369
Rep-2941,Tetrapoda,clade,32523
Rep-2941,Amniota,clade,32524
Rep-2941,Sauropsida,clade,8457
Rep-2941,Sauria,clade,32561
Rep-2941,Archelosauria,clade,1329799
