iucn_sid,name,rank,id
132807,cellular organisms,no rank,131567
132807,Eukaryota,superkingdom,2759
132807,Opisthokonta,clade,33154
132807,Metazoa,kingdom,33208
132807,Eumetazoa,clade,6072
132807,Bilateria,clade,33213
132807,Deuterostomia,clade,33511
132807,Chordata,phylum,7711
132807,Craniata,subphylum,89593
132807,Vertebrata,clade,7742
132807,Gnathostomata,clade,7776
132807,Teleostomi,clade,117570
132807,Euteleostomi,clade,117571
132807,Actinopterygii,superclass,7898
132807,Actinopteri,class,186623
132807,Neopterygii,subclass,41665
132807,Teleostei,infraclass,32443
132807,Osteoglossocephalai,clade,1489341
132807,Clupeocephala,no rank,186625
132807,Euteleosteomorpha,cohort,1489388
132807,Neoteleostei,clade,123365
132807,Eurypterygia,clade,123366
132807,Ctenosquamata,clade,123367
132807,Acanthomorphata,clade,123368
132807,Euacanthomorphacea,clade,123369
132807,Percomorphaceae,clade,1489872
132807,Eupercaria,clade,1489922
132807,Perciformes,order,8111
132807,Serranoidei,suborder,1489943
132807,Serranidae,family,30871
132807,Epinephelinae,subfamily,274794
132807,Epinephelini,tribe,1505891
132807,Hyporthodus,genus,1208316
132807,Hyporthodus septemfasciatus,species,232417
132808,cellular organisms,no rank,131567
132808,Eukaryota,superkingdom,2759
132808,Opisthokonta,clade,33154
132808,Metazoa,kingdom,33208
132808,Eumetazoa,clade,6072
132808,Bilateria,clade,33213
132808,Deuterostomia,clade,33511
132808,Chordata,phylum,7711
132808,Craniata,subphylum,89593
132808,Vertebrata,clade,7742
132808,Gnathostomata,clade,7776
132808,Teleostomi,clade,117570
132808,Euteleostomi,clade,117571
132808,Actinopterygii,superclass,7898
132808,Actinopteri,class,186623
132808,Neopterygii,subclass,41665
132808,Teleostei,infraclass,32443
132808,Osteoglossocephalai,clade,1489341
132808,Clupeocephala,no rank,186625
132808,Euteleosteomorpha,cohort,1489388
132808,Neoteleostei,clade,123365
132808,Eurypterygia,clade,123366
132808,Ctenosquamata,clade,123367
132808,Acanthomorphata,clade,123368
132808,Euacanthomorphacea,clade,123369
132808,Percomorphaceae,clade,1489872
132808,Eupercaria,clade,1489922
132808,Perciformes,order,8111
132808,Serranoidei,suborder,1489943
132808,Serranidae,family,30871
132808,Epinephelinae,subfamily,274794
132808,Epinephelini,tribe,1505891
132808,Cephalopholis,genus,91742
132808,Cephalopholis cyanostigma,species,327805
132809,cellular organisms,no rank,131567
132809,Eukaryota,superkingdom,2759
132809,Opisthokonta,clade,33154
132809,Metazoa,kingdom,33208
132809,Eumetazoa,clade,6072
132809,Bilateria,clade,33213
132809,Deuterostomia,clade,33511
132809,Chordata,phylum,7711
132809,Craniata,subphylum,89593
132809,Vertebrata,clade,7742
132809,Gnathostomata,clade,7776
132809,Teleostomi,clade,117570
132809,Euteleostomi,clade,117571
132809,Actinopterygii,superclass,7898
132809,Actinopteri,class,186623
132809,Neopterygii,subclass,41665
132809,Teleostei,infraclass,32443
132809,Osteoglossocephalai,clade,1489341
132809,Clupeocephala,no rank,186625
132809,Euteleosteomorpha,cohort,1489388
132809,Neoteleostei,clade,123365
132809,Eurypterygia,clade,123366
132809,Ctenosquamata,clade,123367
132809,Acanthomorphata,clade,123368
132809,Euacanthomorphacea,clade,123369
132809,Percomorphaceae,clade,1489872
132809,Eupercaria,clade,1489922
132809,Perciformes,order,8111
132809,Serranoidei,suborder,1489943
132809,Serranidae,family,30871
132809,Epinephelinae,subfamily,274794
132809,Epinephelini,tribe,1505891
132809,Alphestes,genus,160541
132809,Alphestes multiguttatus,species,160543
132810,cellular organisms,no rank,131567
132810,Eukaryota,superkingdom,2759
132810,Opisthokonta,clade,33154
132810,Metazoa,kingdom,33208
132810,Eumetazoa,clade,6072
132810,Bilateria,clade,33213
132810,Deuterostomia,clade,33511
132810,Chordata,phylum,7711
132810,Craniata,subphylum,89593
132810,Vertebrata,clade,7742
132810,Gnathostomata,clade,7776
132810,Teleostomi,clade,117570
132810,Euteleostomi,clade,117571
132810,Actinopterygii,superclass,7898
132810,Actinopteri,class,186623
132810,Neopterygii,subclass,41665
132810,Teleostei,infraclass,32443
132810,Osteoglossocephalai,clade,1489341
132810,Clupeocephala,no rank,186625
132810,Euteleosteomorpha,cohort,1489388
132810,Neoteleostei,clade,123365
132810,Eurypterygia,clade,123366
132810,Ctenosquamata,clade,123367
132810,Acanthomorphata,clade,123368
132810,Euacanthomorphacea,clade,123369
132810,Percomorphaceae,clade,1489872
132810,Eupercaria,clade,1489922
132810,Perciformes,order,8111
132810,Serranoidei,suborder,1489943
132810,Serranidae,family,30871
132810,Epinephelinae,subfamily,274794
132810,Epinephelini,tribe,1505891
132810,Variola,genus,300414
132810,Variola albimarginata,species,334915
132811,cellular organisms,no rank,131567
132811,Eukaryota,superkingdom,2759
132811,Opisthokonta,clade,33154
132811,Metazoa,kingdom,33208
132811,Eumetazoa,clade,6072
132811,Bilateria,clade,33213
132811,Deuterostomia,clade,33511
132811,Chordata,phylum,7711
132811,Craniata,subphylum,89593
132811,Vertebrata,clade,7742
132811,Gnathostomata,clade,7776
132811,Teleostomi,clade,117570
132811,Euteleostomi,clade,117571
132811,Actinopterygii,superclass,7898
