am_sid,name,rank,id
W-Por-178378,cellular organisms,no rank,131567
W-Por-178378,Eukaryota,superkingdom,2759
W-Por-178378,Opisthokonta,clade,33154
W-Por-178378,Metazoa,kingdom,33208
W-Por-178378,Porifera,phylum,6040
W-Por-178378,Demospongiae,class,6042
W-Por-178378,Heteroscleromorpha,subclass,1779146
W-Por-178378,Haplosclerida,order,6049
W-Por-178378,Phloeodictyidae,family,283401
W-Por-178378,Siphonodictyon,genus,1336944
W-Por-178378,Aka coralliphaga,species,1336945
Fis-35385,cellular organisms,no rank,131567
Fis-35385,Eukaryota,superkingdom,2759
Fis-35385,Opisthokonta,clade,33154
Fis-35385,Metazoa,kingdom,33208
Fis-35385,Eumetazoa,clade,6072
Fis-35385,Bilateria,clade,33213
Fis-35385,Deuterostomia,clade,33511
Fis-35385,Chordata,phylum,7711
Fis-35385,Craniata,subphylum,89593
Fis-35385,Vertebrata,clade,7742
Fis-35385,Gnathostomata,clade,7776
Fis-35385,Teleostomi,clade,117570
Fis-35385,Euteleostomi,clade,117571
Fis-35385,Actinopterygii,superclass,7898
Fis-35385,Actinopteri,class,186623
Fis-35385,Neopterygii,subclass,41665
Fis-35385,Teleostei,infraclass,32443
Fis-35385,Osteoglossocephalai,clade,1489341
Fis-35385,Clupeocephala,no rank,186625
Fis-35385,Euteleosteomorpha,cohort,1489388
Fis-35385,Neoteleostei,clade,123365
Fis-35385,Eurypterygia,clade,123366
Fis-35385,Ctenosquamata,clade,123367
Fis-35385,Acanthomorphata,clade,123368
Fis-35385,Euacanthomorphacea,clade,123369
Fis-35385,Percomorphaceae,clade,1489872
Fis-35385,Eupercaria,clade,1489922
Fis-35385,Labriformes,order,1489928
Fis-35385,Odacidae,family,241355
Fis-35385,Siphonognathus,genus,241366
Fis-35385,Siphonognathus argyrophanes,species,241367
ITS-154523,cellular organisms,no rank,131567
ITS-154523,Eukaryota,superkingdom,2759
ITS-154523,Opisthokonta,clade,33154
ITS-154523,Metazoa,kingdom,33208
ITS-154523,Eumetazoa,clade,6072
ITS-154523,Bilateria,clade,33213
ITS-154523,Protostomia,clade,33317
ITS-154523,Spiralia,clade,2697495
ITS-154523,Lophotrochozoa,clade,1206795
ITS-154523,Annelida,phylum,6340
ITS-154523,Polychaeta,class,6341
ITS-154523,Sipuncula,subclass,6433
ITS-154523,Sipunculidea,infraclass,216208
ITS-154523,Golfingiida,order,792580
ITS-154523,Sipunculidae,family,6440
ITS-154523,Sipunculus,genus,6445
ITS-154523,Sipunculus nudus,species,6446
ITS-154544,cellular organisms,no rank,131567
ITS-154544,Eukaryota,superkingdom,2759
ITS-154544,Opisthokonta,clade,33154
ITS-154544,Metazoa,kingdom,33208
ITS-154544,Eumetazoa,clade,6072
ITS-154544,Bilateria,clade,33213
ITS-154544,Protostomia,clade,33317
ITS-154544,Spiralia,clade,2697495
ITS-154544,Lophotrochozoa,clade,1206795
ITS-154544,Annelida,phylum,6340
ITS-154544,Polychaeta,class,6341
ITS-154544,Sipuncula,subclass,6433
ITS-154544,Sipunculidea,infraclass,216208
ITS-154544,Golfingiida,order,792580
ITS-154544,Sipunculidae,family,6440
ITS-154544,Sipunculus,genus,6445
ITS-154544,Sipunculus phalloides,species,360547
ITS-154545,cellular organisms,no rank,131567
ITS-154545,Eukaryota,superkingdom,2759
ITS-154545,Opisthokonta,clade,33154
ITS-154545,Metazoa,kingdom,33208
ITS-154545,Eumetazoa,clade,6072
ITS-154545,Bilateria,clade,33213
ITS-154545,Protostomia,clade,33317
ITS-154545,Spiralia,clade,2697495
ITS-154545,Lophotrochozoa,clade,1206795
ITS-154545,Annelida,phylum,6340
ITS-154545,Polychaeta,class,6341
ITS-154545,Sipuncula,subclass,6433
ITS-154545,Sipunculidea,infraclass,216208
ITS-154545,Golfingiida,order,792580
ITS-154545,Sipunculidae,family,6440
ITS-154545,Sipunculus,genus,6445
ITS-154545,Sipunculus polymyotus,species,360548
Fis-32712,cellular organisms,no rank,131567
Fis-32712,Eukaryota,superkingdom,2759
Fis-32712,Opisthokonta,clade,33154
Fis-32712,Metazoa,kingdom,33208
Fis-32712,Eumetazoa,clade,6072
Fis-32712,Bilateria,clade,33213
Fis-32712,Deuterostomia,clade,33511
Fis-32712,Chordata,phylum,7711
Fis-32712,Craniata,subphylum,89593
Fis-32712,Vertebrata,clade,7742
Fis-32712,Gnathostomata,clade,7776
Fis-32712,Teleostomi,clade,117570
Fis-32712,Euteleostomi,clade,117571
Fis-32712,Actinopterygii,superclass,7898
Fis-32712,Actinopteri,class,186623
Fis-32712,Neopterygii,subclass,41665
Fis-32712,Teleostei,infraclass,32443
Fis-32712,Osteoglossocephalai,clade,1489341
Fis-32712,Clupeocephala,no rank,186625
Fis-32712,Euteleosteomorpha,cohort,1489388
Fis-32712,Neoteleostei,clade,123365
Fis-32712,Eurypterygia,clade,123366
Fis-32712,Ctenosquamata,clade,123367
Fis-32712,Acanthomorphata,clade,123368
Fis-32712,Euacanthomorphacea,clade,123369
Fis-32712,Percomorphaceae,clade,1489872
Fis-32712,Ophidiaria,clade,1489873
Fis-32712,Ophidiiformes,order,94929
Fis-32712,Ophidioidei,suborder,181389
Fis-32712,Ophidiidae,family,94930
Fis-32712,Neobythitinae,subfamily,181395
Fis-32712,Sirembo,genus,181398
Fis-32712,Sirembo imberbis,species,181399
Fis-27830,cellular organisms,no rank,131567
Fis-27830,Eukaryota,superkingdom,2759
Fis-27830,Opisthokonta,clade,33154
Fis-27830,Metazoa,kingdom,33208
Fis-27830,Eumetazoa,clade,6072
Fis-27830,Bilateria,clade,33213
Fis-27830,Deuterostomia,clade,33511
Fis-27830,Chordata,phylum,7711
Fis-27830,Craniata,subphylum,89593
Fis-27830,Vertebrata,clade,7742
Fis-27830,Gnathostomata,clade,7776
Fis-27830,Teleostomi,clade,117570
Fis-27830,Euteleostomi,clade,117571
Fis-27830,Actinopterygii,superclass,7898
Fis-27830,Actinopteri,class,186623
Fis-27830,Neopterygii,subclass,41665
Fis-27830,Teleostei,infraclass,32443
Fis-27830,Osteoglossocephalai,clade,1489341
Fis-27830,Clupeocephala,no rank,186625
Fis-27830,Euteleosteomorpha,cohort,1489388
Fis-27830,Neoteleostei,clade,123365
Fis-27830,Eurypterygia,clade,123366
Fis-27830,Ctenosquamata,clade,123367
Fis-27830,Acanthomorphata,clade,123368
Fis-27830,Euacanthomorphacea,clade,123369
Fis-27830,Percomorphaceae,clade,1489872
Fis-27830,Ophidiaria,clade,1489873
Fis-27830,Ophidiiformes,order,94929
Fis-27830,Ophidioidei,suborder,181389
Fis-27830,Ophidiidae,family,94930
Fis-27830,Neobythitinae,subfamily,181395
Fis-27830,Sirembo,genus,181398
Fis-27830,Sirembo jerdoni,species,2202278
ITS-90210,cellular organisms,no rank,131567
ITS-90210,Eukaryota,superkingdom,2759
ITS-90210,Opisthokonta,clade,33154
ITS-90210,Metazoa,kingdom,33208
ITS-90210,Eumetazoa,clade,6072
ITS-90210,Bilateria,clade,33213
ITS-90210,Protostomia,clade,33317
ITS-90210,Ecdysozoa,clade,1206794
ITS-90210,Panarthropoda,clade,88770
ITS-90210,Arthropoda,phylum,6656
ITS-90210,Mandibulata,clade,197563
ITS-90210,Pancrustacea,clade,197562
ITS-90210,Crustacea,subphylum,6657
ITS-90210,Multicrustacea,superclass,2172821
ITS-90210,Malacostraca,class,6681
ITS-90210,Eumalacostraca,subclass,72041
ITS-90210,Peracarida,superorder,6820
ITS-90210,Mysidacea,clade,79904
ITS-90210,Mysida,order,75399
ITS-90210,Mysidae,family,79901
ITS-90210,Siriellinae,subfamily,401255
ITS-90210,Siriella,genus,236577
ITS-90210,Siriella armata,species,236578
ITS-90216,cellular organisms,no rank,131567
ITS-90216,Eukaryota,superkingdom,2759
ITS-90216,Opisthokonta,clade,33154
ITS-90216,Metazoa,kingdom,33208
ITS-90216,Eumetazoa,clade,6072
ITS-90216,Bilateria,clade,33213
ITS-90216,Protostomia,clade,33317
ITS-90216,Ecdysozoa,clade,1206794
ITS-90216,Panarthropoda,clade,88770
ITS-90216,Arthropoda,phylum,6656
ITS-90216,Mandibulata,clade,197563
ITS-90216,Pancrustacea,clade,197562
ITS-90216,Crustacea,subphylum,6657
ITS-90216,Multicrustacea,superclass,2172821
ITS-90216,Malacostraca,class,6681
ITS-90216,Eumalacostraca,subclass,72041
ITS-90216,Peracarida,superorder,6820
ITS-90216,Mysidacea,clade,79904
ITS-90216,Mysida,order,75399
ITS-90216,Mysidae,family,79901
ITS-90216,Siriellinae,subfamily,401255
ITS-90216,Siriella,genus,236577
ITS-90216,Siriella clausi,species,236580
ITS-90228,cellular organisms,no rank,131567
ITS-90228,Eukaryota,superkingdom,2759
ITS-90228,Opisthokonta,clade,33154
ITS-90228,Metazoa,kingdom,33208
ITS-90228,Eumetazoa,clade,6072
ITS-90228,Bilateria,clade,33213
ITS-90228,Protostomia,clade,33317
ITS-90228,Ecdysozoa,clade,1206794
ITS-90228,Panarthropoda,clade,88770
ITS-90228,Arthropoda,phylum,6656
ITS-90228,Mandibulata,clade,197563
ITS-90228,Pancrustacea,clade,197562
ITS-90228,Crustacea,subphylum,6657
ITS-90228,Multicrustacea,superclass,2172821
ITS-90228,Malacostraca,class,6681
ITS-90228,Eumalacostraca,subclass,72041
ITS-90228,Peracarida,superorder,6820
ITS-90228,Mysidacea,clade,79904
ITS-90228,Mysida,order,75399
ITS-90228,Mysidae,family,79901
ITS-90228,Siriellinae,subfamily,401255
ITS-90228,Siriella,genus,236577
ITS-90228,Siriella jaltensis,species,236579
ITS-682635,cellular organisms,no rank,131567
ITS-682635,Eukaryota,superkingdom,2759
ITS-682635,Opisthokonta,clade,33154
ITS-682635,Metazoa,kingdom,33208
ITS-682635,Eumetazoa,clade,6072
ITS-682635,Bilateria,clade,33213
ITS-682635,Protostomia,clade,33317
ITS-682635,Ecdysozoa,clade,1206794
ITS-682635,Panarthropoda,clade,88770
ITS-682635,Arthropoda,phylum,6656
ITS-682635,Mandibulata,clade,197563
ITS-682635,Pancrustacea,clade,197562
ITS-682635,Crustacea,subphylum,6657
ITS-682635,Multicrustacea,superclass,2172821
ITS-682635,Malacostraca,class,6681
ITS-682635,Eumalacostraca,subclass,72041
ITS-682635,Peracarida,superorder,6820
ITS-682635,Mysidacea,clade,79904
ITS-682635,Mysida,order,75399
ITS-682635,Mysidae,family,79901
ITS-682635,Siriellinae,subfamily,401255
ITS-682635,Siriella,genus,236577
ITS-682635,Siriella thompsonii,species,691255
W-Msc-141539,cellular organisms,no rank,131567
W-Msc-141539,Eukaryota,superkingdom,2759
W-Msc-141539,Opisthokonta,clade,33154
W-Msc-141539,Metazoa,kingdom,33208
W-Msc-141539,Eumetazoa,clade,6072
W-Msc-141539,Bilateria,clade,33213
W-Msc-141539,Protostomia,clade,33317
W-Msc-141539,Spiralia,clade,2697495
W-Msc-141539,Lophotrochozoa,clade,1206795
W-Msc-141539,Mollusca,phylum,6447
W-Msc-141539,Gastropoda,class,6448
W-Msc-141539,Caenogastropoda,subclass,69555
W-Msc-141539,Littorinimorpha,order,216294
W-Msc-141539,Littorinoidea,superfamily,69679
W-Msc-141539,Skeneopsidae,family,1233869
W-Msc-141539,Skeneopsis,genus,1233836
W-Msc-141539,Skeneopsis planorbis,species,1233837
ITS-84206,cellular organisms,no rank,131567
ITS-84206,Eukaryota,superkingdom,2759
ITS-84206,Opisthokonta,clade,33154
ITS-84206,Metazoa,kingdom,33208
ITS-84206,Eumetazoa,clade,6072
ITS-84206,Bilateria,clade,33213
ITS-84206,Protostomia,clade,33317
ITS-84206,Ecdysozoa,clade,1206794
ITS-84206,Panarthropoda,clade,88770
ITS-84206,Arthropoda,phylum,6656
ITS-84206,Mandibulata,clade,197563
ITS-84206,Pancrustacea,clade,197562
ITS-84206,Crustacea,subphylum,6657
ITS-84206,Oligostraca,superclass,2172819
ITS-84206,Ostracoda,class,6670
ITS-84206,Myodocopa,subclass,6671
