am_sid,name,rank,id
Fis-30462,cellular organisms,no rank,131567
Fis-30462,Eukaryota,superkingdom,2759
Fis-30462,Opisthokonta,clade,33154
Fis-30462,Metazoa,kingdom,33208
Fis-30462,Eumetazoa,clade,6072
Fis-30462,Bilateria,clade,33213
Fis-30462,Deuterostomia,clade,33511
Fis-30462,Chordata,phylum,7711
Fis-30462,Craniata,subphylum,89593
Fis-30462,Vertebrata,clade,7742
Fis-30462,Gnathostomata,clade,7776
Fis-30462,Teleostomi,clade,117570
Fis-30462,Euteleostomi,clade,117571
Fis-30462,Actinopterygii,superclass,7898
Fis-30462,Actinopteri,class,186623
Fis-30462,Neopterygii,subclass,41665
Fis-30462,Teleostei,infraclass,32443
Fis-30462,Osteoglossocephalai,clade,1489341
Fis-30462,Clupeocephala,no rank,186625
Fis-30462,Otomorpha,cohort,186634
Fis-30462,Clupei,subcohort,282425
Fis-30462,Clupeiformes,order,32446
Fis-30462,Clupeoidei,suborder,1489460
Fis-30462,Pristigasteridae,family,260504
Fis-30462,Pellona,genus,260505
Fis-30462,Pellona ditchela,species,445360
Fis-23719,cellular organisms,no rank,131567
Fis-23719,Eukaryota,superkingdom,2759
Fis-23719,Opisthokonta,clade,33154
Fis-23719,Metazoa,kingdom,33208
Fis-23719,Eumetazoa,clade,6072
Fis-23719,Bilateria,clade,33213
Fis-23719,Deuterostomia,clade,33511
Fis-23719,Chordata,phylum,7711
Fis-23719,Craniata,subphylum,89593
Fis-23719,Vertebrata,clade,7742
Fis-23719,Gnathostomata,clade,7776
Fis-23719,Teleostomi,clade,117570
Fis-23719,Euteleostomi,clade,117571
Fis-23719,Actinopterygii,superclass,7898
Fis-23719,Actinopteri,class,186623
Fis-23719,Neopterygii,subclass,41665
Fis-23719,Teleostei,infraclass,32443
Fis-23719,Osteoglossocephalai,clade,1489341
Fis-23719,Clupeocephala,no rank,186625
Fis-23719,Otomorpha,cohort,186634
Fis-23719,Clupei,subcohort,282425
Fis-23719,Clupeiformes,order,32446
Fis-23719,Clupeoidei,suborder,1489460
Fis-23719,Pristigasteridae,family,260504
Fis-23719,Pellona,genus,260505
Fis-23719,Pellona harroweri,species,1206155
Fis-30463,cellular organisms,no rank,131567
Fis-30463,Eukaryota,superkingdom,2759
Fis-30463,Opisthokonta,clade,33154
Fis-30463,Metazoa,kingdom,33208
Fis-30463,Eumetazoa,clade,6072
Fis-30463,Bilateria,clade,33213
Fis-30463,Deuterostomia,clade,33511
Fis-30463,Chordata,phylum,7711
Fis-30463,Craniata,subphylum,89593
Fis-30463,Vertebrata,clade,7742
Fis-30463,Gnathostomata,clade,7776
Fis-30463,Teleostomi,clade,117570
Fis-30463,Euteleostomi,clade,117571
Fis-30463,Actinopterygii,superclass,7898
Fis-30463,Actinopteri,class,186623
Fis-30463,Neopterygii,subclass,41665
Fis-30463,Teleostei,infraclass,32443
Fis-30463,Osteoglossocephalai,clade,1489341
Fis-30463,Clupeocephala,no rank,186625
Fis-30463,Otomorpha,cohort,186634
Fis-30463,Clupei,subcohort,282425
Fis-30463,Clupeiformes,order,32446
Fis-30463,Clupeoidei,suborder,1489460
Fis-30463,Clupeidae,family,55118
Fis-30463,Pellonulinae,subfamily,55120
Fis-30463,Pellonula,genus,402405
Fis-30463,Pellonula leonensis,species,402406
URM-2-3872,cellular organisms,no rank,131567
URM-2-3872,Eukaryota,superkingdom,2759
URM-2-3872,Opisthokonta,clade,33154
URM-2-3872,Metazoa,kingdom,33208
URM-2-3872,Eumetazoa,clade,6072
URM-2-3872,Bilateria,clade,33213
URM-2-3872,Deuterostomia,clade,33511
URM-2-3872,Chordata,phylum,7711
URM-2-3872,Tunicata,subphylum,7712
URM-2-3872,Ascidiacea,class,7713
URM-2-3872,Stolidobranchia,order,7720
URM-2-3872,Styelidae,family,7721
URM-2-3872,Pelonaia,genus,30296
URM-2-3872,Pelonaia corrugata,species,30297
Fis-33026,cellular organisms,no rank,131567
Fis-33026,Eukaryota,superkingdom,2759
Fis-33026,Opisthokonta,clade,33154
Fis-33026,Metazoa,kingdom,33208
Fis-33026,Eumetazoa,clade,6072
Fis-33026,Bilateria,clade,33213
Fis-33026,Deuterostomia,clade,33511
Fis-33026,Chordata,phylum,7711
Fis-33026,Craniata,subphylum,89593
Fis-33026,Vertebrata,clade,7742
Fis-33026,Gnathostomata,clade,7776
Fis-33026,Teleostomi,clade,117570
Fis-33026,Euteleostomi,clade,117571
Fis-33026,Actinopterygii,superclass,7898
Fis-33026,Actinopteri,class,186623
Fis-33026,Neopterygii,subclass,41665
Fis-33026,Teleostei,infraclass,32443
Fis-33026,Osteoglossocephalai,clade,1489341
Fis-33026,Clupeocephala,no rank,186625
Fis-33026,Euteleosteomorpha,cohort,1489388
Fis-33026,Neoteleostei,clade,123365
Fis-33026,Eurypterygia,clade,123366
Fis-33026,Ctenosquamata,clade,123367
Fis-33026,Acanthomorphata,clade,123368
