am_sid,name,rank,id
Fis-143889,cellular organisms,no rank,131567
Fis-143889,Eukaryota,superkingdom,2759
Fis-143889,Opisthokonta,clade,33154
Fis-143889,Metazoa,kingdom,33208
Fis-143889,Eumetazoa,clade,6072
Fis-143889,Bilateria,clade,33213
Fis-143889,Deuterostomia,clade,33511
Fis-143889,Chordata,phylum,7711
Fis-143889,Craniata,subphylum,89593
Fis-143889,Vertebrata,clade,7742
Fis-143889,Gnathostomata,clade,7776
Fis-143889,Teleostomi,clade,117570
Fis-143889,Euteleostomi,clade,117571
Fis-143889,Actinopterygii,superclass,7898
Fis-143889,Actinopteri,class,186623
Fis-143889,Neopterygii,subclass,41665
Fis-143889,Teleostei,infraclass,32443
Fis-143889,Osteoglossocephalai,clade,1489341
Fis-143889,Clupeocephala,no rank,186625
Fis-143889,Euteleosteomorpha,cohort,1489388
Fis-143889,Neoteleostei,clade,123365
Fis-143889,Eurypterygia,clade,123366
Fis-143889,Ctenosquamata,clade,123367
Fis-143889,Acanthomorphata,clade,123368
Fis-143889,Euacanthomorphacea,clade,123369
Fis-143889,Percomorphaceae,clade,1489872
Fis-143889,Eupercaria,clade,1489922
Fis-143889,Acanthuriformes,order,1489937
Fis-143889,Acanthuridae,family,29146
Fis-143889,Acanthurinae,subfamily,145345
Fis-143889,Zebrasoma,genus,75045
Fis-143889,Zebrasoma desjardinii,species,1146995
Fis-25956,cellular organisms,no rank,131567
Fis-25956,Eukaryota,superkingdom,2759
Fis-25956,Opisthokonta,clade,33154
Fis-25956,Metazoa,kingdom,33208
Fis-25956,Eumetazoa,clade,6072
Fis-25956,Bilateria,clade,33213
Fis-25956,Deuterostomia,clade,33511
Fis-25956,Chordata,phylum,7711
Fis-25956,Craniata,subphylum,89593
Fis-25956,Vertebrata,clade,7742
Fis-25956,Gnathostomata,clade,7776
Fis-25956,Teleostomi,clade,117570
Fis-25956,Euteleostomi,clade,117571
Fis-25956,Actinopterygii,superclass,7898
Fis-25956,Actinopteri,class,186623
Fis-25956,Neopterygii,subclass,41665
Fis-25956,Teleostei,infraclass,32443
Fis-25956,Osteoglossocephalai,clade,1489341
Fis-25956,Clupeocephala,no rank,186625
Fis-25956,Euteleosteomorpha,cohort,1489388
Fis-25956,Neoteleostei,clade,123365
Fis-25956,Eurypterygia,clade,123366
Fis-25956,Ctenosquamata,clade,123367
Fis-25956,Acanthomorphata,clade,123368
Fis-25956,Euacanthomorphacea,clade,123369
Fis-25956,Percomorphaceae,clade,1489872
Fis-25956,Eupercaria,clade,1489922
Fis-25956,Acanthuriformes,order,1489937
Fis-25956,Acanthuridae,family,29146
Fis-25956,Acanthurinae,subfamily,145345
Fis-25956,Zebrasoma,genus,75045
Fis-25956,Zebrasoma flavescens,species,175439
Fis-26618,cellular organisms,no rank,131567
Fis-26618,Eukaryota,superkingdom,2759
Fis-26618,Opisthokonta,clade,33154
Fis-26618,Metazoa,kingdom,33208
Fis-26618,Eumetazoa,clade,6072
Fis-26618,Bilateria,clade,33213
Fis-26618,Deuterostomia,clade,33511
Fis-26618,Chordata,phylum,7711
Fis-26618,Craniata,subphylum,89593
Fis-26618,Vertebrata,clade,7742
Fis-26618,Gnathostomata,clade,7776
Fis-26618,Teleostomi,clade,117570
Fis-26618,Euteleostomi,clade,117571
Fis-26618,Actinopterygii,superclass,7898
Fis-26618,Actinopteri,class,186623
Fis-26618,Neopterygii,subclass,41665
Fis-26618,Teleostei,infraclass,32443
Fis-26618,Osteoglossocephalai,clade,1489341
