iucn_sid,name,rank,id
192823,cellular organisms,no rank,131567
192823,Eukaryota,superkingdom,2759
192823,Opisthokonta,clade,33154
192823,Metazoa,kingdom,33208
192823,Eumetazoa,clade,6072
192823,Bilateria,clade,33213
192823,Protostomia,clade,33317
192823,Spiralia,clade,2697495
192823,Lophotrochozoa,clade,1206795
192823,Mollusca,phylum,6447
192823,Gastropoda,class,6448
192823,Caenogastropoda,subclass,69555
192823,Neogastropoda,order,6479
192823,Conoidea,superfamily,37797
192823,Conidae,family,6489
192823,Conus,genus,6490
192823,Lautoconus,subgenus,1340096
192823,Conus fernandesi,species,1443303
192824,cellular organisms,no rank,131567
192824,Eukaryota,superkingdom,2759
192824,Opisthokonta,clade,33154
192824,Metazoa,kingdom,33208
192824,Eumetazoa,clade,6072
192824,Bilateria,clade,33213
192824,Protostomia,clade,33317
192824,Spiralia,clade,2697495
192824,Lophotrochozoa,clade,1206795
192824,Mollusca,phylum,6447
192824,Gastropoda,class,6448
192824,Caenogastropoda,subclass,69555
192824,Neogastropoda,order,6479
192824,Conoidea,superfamily,37797
192824,Conidae,family,6489
192824,Conus,genus,6490
192824,Phasmoconus,subgenus,1340108
192824,Conus nimbosus,species,1519855
192825,cellular organisms,no rank,131567
192825,Eukaryota,superkingdom,2759
192825,Opisthokonta,clade,33154
192825,Metazoa,kingdom,33208
192825,Eumetazoa,clade,6072
192825,Bilateria,clade,33213
192825,Protostomia,clade,33317
192825,Spiralia,clade,2697495
192825,Lophotrochozoa,clade,1206795
192825,Mollusca,phylum,6447
192825,Gastropoda,class,6448
192825,Caenogastropoda,subclass,69555
192825,Neogastropoda,order,6479
192825,Conoidea,superfamily,37797
192825,Conidae,family,6489
192825,Conus,genus,6490
192825,Phasmoconus,subgenus,1340108
192825,Conus neptunus,species,1519854
192829,cellular organisms,no rank,131567
192829,Eukaryota,superkingdom,2759
192829,Opisthokonta,clade,33154
192829,Metazoa,kingdom,33208
192829,Eumetazoa,clade,6072
192829,Bilateria,clade,33213
192829,Protostomia,clade,33317
192829,Spiralia,clade,2697495
192829,Lophotrochozoa,clade,1206795
192829,Mollusca,phylum,6447
192829,Gastropoda,class,6448
192829,Caenogastropoda,subclass,69555
192829,Neogastropoda,order,6479
192829,Conoidea,superfamily,37797
192829,Conidae,family,6489
192829,Conus,genus,6490
192829,Pionoconus,subgenus,1340109
192829,Conus circumcisus,species,97190
192831,cellular organisms,no rank,131567
192831,Eukaryota,superkingdom,2759
192831,Opisthokonta,clade,33154
192831,Metazoa,kingdom,33208
192831,Eumetazoa,clade,6072
192831,Bilateria,clade,33213
192831,Protostomia,clade,33317
192831,Spiralia,clade,2697495
192831,Lophotrochozoa,clade,1206795
192831,Mollusca,phylum,6447
192831,Gastropoda,class,6448
192831,Caenogastropoda,subclass,69555
192831,Neogastropoda,order,6479
192831,Conoidea,superfamily,37797
192831,Conidae,family,6489
192831,Conasprella,genus,1340067
192831,Kohniconus,subgenus,1340093
192831,Conasprella centurio,species,257321
192836,cellular organisms,no rank,131567
192836,Eukaryota,superkingdom,2759
192836,Opisthokonta,clade,33154
192836,Metazoa,kingdom,33208
192836,Eumetazoa,clade,6072
192836,Bilateria,clade,33213
192836,Protostomia,clade,33317
192836,Spiralia,clade,2697495
192836,Lophotrochozoa,clade,1206795
192836,Mollusca,phylum,6447
192836,Gastropoda,class,6448
192836,Caenogastropoda,subclass,69555
192836,Neogastropoda,order,6479
192836,Conoidea,superfamily,37797
192836,Conidae,family,6489
192836,Conus,genus,6490
192836,Conus incertae sedis,no rank,2676901
192836,Conus eversoni,species,2676902
192837,cellular organisms,no rank,131567
192837,Eukaryota,superkingdom,2759
192837,Opisthokonta,clade,33154
192837,Metazoa,kingdom,33208
192837,Eumetazoa,clade,6072
