iucn_sid,name,rank,id
222,cellular organisms,no rank,131567
222,Eukaryota,superkingdom,2759
222,Opisthokonta,clade,33154
222,Metazoa,kingdom,33208
222,Eumetazoa,clade,6072
222,Bilateria,clade,33213
222,Deuterostomia,clade,33511
222,Chordata,phylum,7711
222,Craniata,subphylum,89593
222,Vertebrata,clade,7742
222,Gnathostomata,clade,7776
222,Teleostomi,clade,117570
222,Euteleostomi,clade,117571
222,Actinopterygii,superclass,7898
222,Actinopteri,class,186623
222,Chondrostei,subclass,32440
222,Acipenseriformes,order,7899
222,Acipenseroidei,suborder,186622
222,Acipenseridae,family,7900
222,Acipenserinae,subfamily,124129
222,Acipenserini,tribe,124130
222,Acipenser,genus,7901
222,Acipenser brevirostrum,species,7907
224,cellular organisms,no rank,131567
224,Eukaryota,superkingdom,2759
224,Opisthokonta,clade,33154
224,Metazoa,kingdom,33208
224,Eumetazoa,clade,6072
224,Bilateria,clade,33213
224,Deuterostomia,clade,33511
224,Chordata,phylum,7711
224,Craniata,subphylum,89593
224,Vertebrata,clade,7742
224,Gnathostomata,clade,7776
224,Teleostomi,clade,117570
224,Euteleostomi,clade,117571
224,Actinopterygii,superclass,7898
224,Actinopteri,class,186623
224,Chondrostei,subclass,32440
224,Acipenseriformes,order,7899
224,Acipenseroidei,suborder,186622
224,Acipenseridae,family,7900
224,Acipenserinae,subfamily,124129
224,Acipenserini,tribe,124130
224,Acipenser,genus,7901
224,Acipenser naccarii,species,42330
225,cellular organisms,no rank,131567
225,Eukaryota,superkingdom,2759
225,Opisthokonta,clade,33154
225,Metazoa,kingdom,33208
225,Eumetazoa,clade,6072
225,Bilateria,clade,33213
225,Deuterostomia,clade,33511
225,Chordata,phylum,7711
225,Craniata,subphylum,89593
225,Vertebrata,clade,7742
225,Gnathostomata,clade,7776
225,Teleostomi,clade,117570
225,Euteleostomi,clade,117571
225,Actinopterygii,superclass,7898
225,Actinopteri,class,186623
225,Chondrostei,subclass,32440
225,Acipenseriformes,order,7899
225,Acipenseroidei,suborder,186622
225,Acipenseridae,family,7900
225,Acipenserinae,subfamily,124129
225,Acipenserini,tribe,124130
225,Acipenser,genus,7901
225,Acipenser nudiventris,species,61967
229,cellular organisms,no rank,131567
229,Eukaryota,superkingdom,2759
229,Opisthokonta,clade,33154
229,Metazoa,kingdom,33208
229,Eumetazoa,clade,6072
229,Bilateria,clade,33213
229,Deuterostomia,clade,33511
229,Chordata,phylum,7711
229,Craniata,subphylum,89593
229,Vertebrata,clade,7742
229,Gnathostomata,clade,7776
229,Teleostomi,clade,117570
229,Euteleostomi,clade,117571
229,Actinopterygii,superclass,7898
229,Actinopteri,class,186623
229,Chondrostei,subclass,32440
229,Acipenseriformes,order,7899
229,Acipenseroidei,suborder,186622
229,Acipenseridae,family,7900
229,Acipenserinae,subfamily,124129
229,Acipenserini,tribe,124130
229,Acipenser,genus,7901
229,Acipenser stellatus,species,7903
230,cellular organisms,no rank,131567
230,Eukaryota,superkingdom,2759
230,Opisthokonta,clade,33154
230,Metazoa,kingdom,33208
230,Eumetazoa,clade,6072
230,Bilateria,clade,33213
230,Deuterostomia,clade,33511
230,Chordata,phylum,7711
230,Craniata,subphylum,89593
230,Vertebrata,clade,7742
230,Gnathostomata,clade,7776
230,Teleostomi,clade,117570
230,Euteleostomi,clade,117571
230,Actinopterygii,superclass,7898
230,Actinopteri,class,186623
230,Chondrostei,subclass,32440
230,Acipenseriformes,order,7899
230,Acipenseroidei,suborder,186622
230,Acipenseridae,family,7900
230,Acipenserinae,subfamily,124129
230,Acipenserini,tribe,124130
230,Acipenser,genus,7901
230,Acipenser sturio,species,61674
232,cellular organisms,no rank,131567
232,Eukaryota,superkingdom,2759
232,Opisthokonta,clade,33154
232,Metazoa,kingdom,33208
232,Eumetazoa,clade,6072
232,Bilateria,clade,33213
232,Deuterostomia,clade,33511
232,Chordata,phylum,7711
232,Craniata,subphylum,89593
232,Vertebrata,clade,7742
232,Gnathostomata,clade,7776
232,Teleostomi,clade,117570
232,Euteleostomi,clade,117571
232,Actinopterygii,superclass,7898
232,Actinopteri,class,186623
232,Chondrostei,subclass,32440
232,Acipenseriformes,order,7899
232,Acipenseroidei,suborder,186622
232,Acipenseridae,family,7900
232,Acipenserinae,subfamily,124129
232,Acipenserini,tribe,124130
232,Acipenser,genus,7901
232,Acipenser gueldenstaedtii,species,7902
233,cellular organisms,no rank,131567
233,Eukaryota,superkingdom,2759
233,Opisthokonta,clade,33154
233,Metazoa,kingdom,33208
233,Eumetazoa,clade,6072
233,Bilateria,clade,33213
233,Deuterostomia,clade,33511
233,Chordata,phylum,7711
233,Craniata,subphylum,89593
233,Vertebrata,clade,7742
233,Gnathostomata,clade,7776
233,Teleostomi,clade,117570
233,Euteleostomi,clade,117571
233,Actinopterygii,superclass,7898
233,Actinopteri,class,186623
233,Chondrostei,subclass,32440
233,Acipenseriformes,order,7899
233,Acipenseroidei,suborder,186622
233,Acipenseridae,family,7900
233,Acipenserinae,subfamily,124129
233,Acipenserini,tribe,124130
233,Acipenser,genus,7901
233,Acipenser medirostris,species,7908
234,cellular organisms,no rank,131567
234,Eukaryota,superkingdom,2759
234,Opisthokonta,clade,33154
234,Metazoa,kingdom,33208
234,Eumetazoa,clade,6072
234,Bilateria,clade,33213
234,Deuterostomia,clade,33511
234,Chordata,phylum,7711
234,Craniata,subphylum,89593
234,Vertebrata,clade,7742
234,Gnathostomata,clade,7776
234,Teleostomi,clade,117570
234,Euteleostomi,clade,117571
234,Actinopterygii,superclass,7898
234,Actinopteri,class,186623
234,Chondrostei,subclass,32440
234,Acipenseriformes,order,7899
234,Acipenseroidei,suborder,186622
234,Acipenseridae,family,7900
234,Acipenserinae,subfamily,124129
234,Acipenserini,tribe,124130
234,Acipenser,genus,7901
234,Acipenser transmontanus,species,7904
235,cellular organisms,no rank,131567
235,Eukaryota,superkingdom,2759
