class,stressor,taxon,mean_vuln,sd_vuln,n_spp_known,n_spp,n_prob
actinopterygii,air_temp,fish,0.01663572868764833,0.0632744341243655,7802,7802,687
actinopterygii,biomass_removal,fish,0.6574286202774405,0.04353260069298233,7802,7802,7194
actinopterygii,bycatch,fish,0.3771370843459972,0.09281227197826222,7802,7802,7280
actinopterygii,entanglement_macroplastic,fish,0.13999446388970654,0.07854603111440646,7802,7802,7280
actinopterygii,eutrophication_nutrient_pollution,fish,0.36275421023741466,0.0605408803823206,7802,7802,7194
actinopterygii,habitat_loss_degradation,fish,0.32168089363038477,0.02550935162154262,7802,7802,7194
actinopterygii,inorganic_pollution,fish,0.3772225029607552,0.04677443614841691,7802,7802,7280
actinopterygii,light_pollution,fish,0.11673700642352056,0.08186811237543207,7802,7802,6819
actinopterygii,marine_heat_waves,fish,0.3449032095430881,0.0499926600192826,7802,7802,7280
actinopterygii,noise_pollution,fish,0.0235636585153115,0.04820748497506917,7802,7802,5697
actinopterygii,oa,fish,0.3012827500090502,0.02976067766608609,7802,7802,7194
actinopterygii,oceanographic,fish,0.3319984417936013,0.1194139253180204,7802,7802,7191
actinopterygii,organic_pollution,fish,0.379195123615365,0.06360457446636339,7802,7802,7280
actinopterygii,plastic_pollution_microplastic,fish,0.33404561003689803,0.05340211002909411,7802,7802,7194
actinopterygii,poisons_toxins,fish,0.3857279139062189,0.06747823472093586,7802,7802,7194
actinopterygii,salinity,fish,0.3893385917470298,0.06295490381439454,7802,7802,7194
actinopterygii,sedimentation,fish,0.3475880013500619,0.05772684561215287,7802,7802,7280
actinopterygii,slr,fish,0.05162568449296115,0.04168569271226011,7802,7802,7118
actinopterygii,sst_rise,fish,0.46409569199847456,0.2708236692726367,7802,7802,7121
actinopterygii,storm_disturbance,fish,0.11037059700599784,0.03010495508216397,7802,7802,7194
actinopterygii,uv,fish,0.09111290827720828,0.06437437156854432,7802,7802,6819
actinopterygii,wildlife_strike,fish,0.01991177091250739,0.05181560137588183,7802,7802,2427
anthozoa,biomass_removal,corals,0.6811212293154406,0.0190485144539416,288,288,88
anthozoa,bycatch,corals,0.13456069329399453,0.00377840976331192,288,288,88
anthozoa,eutrophication_nutrient_pollution,corals,0.5667353349148124,0.03944928055419997,288,288,288
anthozoa,habitat_loss_degradation,corals,0.6136436128472419,0.01716481031300827,288,288,88
anthozoa,inorganic_pollution,corals,0.3843277351886474,0.04103109875764677,288,288,288
anthozoa,light_pollution,corals,0.22474598682905889,0.00630373300873552,288,288,88
anthozoa,marine_heat_waves,corals,0.5385068386952947,0.02379784622050414,288,288,288
anthozoa,oa,corals,0.429763738182652,0.02988959531627192,288,288,288
anthozoa,oceanographic,corals,0.4495443666697105,0.01255983959302405,288,288,88
anthozoa,organic_pollution,corals,0.387512252940496,0.04897762718697488,288,288,288
anthozoa,plastic_pollution_microplastic,corals,0.13273219331702427,0.00666247012417112,288,288,288
anthozoa,poisons_toxins,corals,0.31327409432379755,0.05691222918323725,288,288,288
anthozoa,salinity,corals,0.6036787678761257,0.03852947973272208,288,288,288
anthozoa,sedimentation,corals,0.32117939635655424,0.02233577378937565,288,288,288
anthozoa,slr,corals,0.38880739883250254,0.01085543777997062,288,288,88
anthozoa,sst_rise,corals,0.6811197243494056,0.01904104074937642,288,288,88
anthozoa,storm_disturbance,corals,0.19987657631997405,0.01277199349257398,288,288,288
anthozoa,uv,corals,0.5725351626111369,0.04954313753127148,288,288,288
asteroidea,air_temp,echinoderms,0.04561140847682333,0.06782996620056474,1268,1268,963
asteroidea,biomass_removal,echinoderms,0.705058611573165,0.04467111320275847,1268,1268,964
asteroidea,bycatch,echinoderms,0.28058953747382825,0.12787138856907107,1268,1268,964
asteroidea,entanglement_macroplastic,echinoderms,0.07673177820910304,0.05750984875066271,1268,1268,964
asteroidea,eutrophication_nutrient_pollution,echinoderms,0.4705916629271112,0.04574345599174767,1268,1268,964
asteroidea,habitat_loss_degradation,echinoderms,0.3569634545264756,0.03154858165416107,1268,1268,964
asteroidea,inorganic_pollution,echinoderms,0.41588190249518175,0.0352391865170852,1268,1268,1243
asteroidea,light_pollution,echinoderms,0.15894559352197274,0.06649554380206212,1268,1268,964
asteroidea,marine_heat_waves,echinoderms,0.48692503130127773,0.05366493195668377,1268,1268,1243
asteroidea,oa,echinoderms,0.3695796365241832,0.02123298046734137,1268,1268,964
asteroidea,oceanographic,echinoderms,0.4653411776369,0.02953722366349832,1268,1268,964
asteroidea,organic_pollution,echinoderms,0.35554770365870864,0.03091477808606271,1268,1268,1243
asteroidea,plastic_pollution_microplastic,echinoderms,0.2018427355920095,0.0379353084179124,1268,1268,964
asteroidea,poisons_toxins,echinoderms,0.3882210362321656,0.03132135388909532,1268,1268,964
asteroidea,salinity,echinoderms,0.4094070822829909,0.01731908667282087,1268,1268,964
asteroidea,sedimentation,echinoderms,0.38055645869952226,0.04404215273163944,1268,1268,964
asteroidea,slr,echinoderms,0.0827888015255185,0.00432402891268641,1268,1268,964
asteroidea,sst_rise,echinoderms,0.7050702194728231,0.0446725944725008,1268,1268,964
asteroidea,storm_disturbance,echinoderms,0.3041108772807271,0.01342072917560839,1268,1268,964
