phylum,class,order,family,genus,species,taxon,match_rank,downfill_spp_id
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus abaculus,cephalopods,species,1
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus aculeatus,cephalopods,species,2
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus capricornicus,cephalopods,genus,3
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus horridus,cephalopods,species,4
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus tenebricus,cephalopods,species,5
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus tonganus,cephalopods,species,6
mollusca,cephalopoda,octopoda,octopodidae,abdopus,abdopus undulatus,cephalopods,species,7
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (abralia) armata,cephalopods,genus,8
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (abralia) multihamata,cephalopods,genus,9
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (abralia) renschi,cephalopods,genus,10
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (abralia) spaercki,cephalopods,genus,11
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (abralia) steindachneri,cephalopods,genus,12
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (asteroteuthis) veranyi,cephalopods,genus,13
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (astrabralia) astrosticta,cephalopods,genus,14
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (enigmoteuthis) dubia,cephalopods,genus,15
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (enigmoteuthis) fasciolata,cephalopods,genus,16
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (enigmoteuthis) marisarabica,cephalopods,genus,17
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (heterabralia) andamanica,cephalopods,genus,18
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (heterabralia) heminuchalis,cephalopods,genus,19
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (heterabralia) robsoni,cephalopods,genus,20
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (heterabralia) siedleckyi,cephalopods,genus,21
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (heterabralia) trigonura,cephalopods,genus,22
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (pygmabralia) grimpei,cephalopods,genus,23
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (pygmabralia) omiae,cephalopods,genus,24
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (pygmabralia) redfieldi,cephalopods,genus,25
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia (pygmabralia) similis,cephalopods,genus,26
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia andamanica,cephalopods,genus,27
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia astrolineata,cephalopods,genus,28
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia astrosticta,cephalopods,genus,29
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia heminuchalis,cephalopods,genus,30
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia redfieldi,cephalopods,genus,31
mollusca,cephalopoda,oegopsida,enoploteuthidae,abralia,abralia veranyi,cephalopods,genus,32
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (abraliopsis) hoylei,cephalopods,genus,33
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (abraliopsis) morisii,cephalopods,genus,34
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (abraliopsis) pacificus,cephalopods,genus,35
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (boreabraliopsis) felis,cephalopods,genus,36
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (micrabralia) lineata,cephalopods,genus,37
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (pfefferiteuthis) affinis,cephalopods,genus,38
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (pfefferiteuthis) atlantica,cephalopods,genus,39
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (pfefferiteuthis) chuni,cephalopods,genus,40
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis (pfefferiteuthis) falco,cephalopods,genus,41
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis atlantica,cephalopods,genus,42
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis felis,cephalopods,genus,43
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis gilchristi,cephalopods,genus,44
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis hoylei,cephalopods,genus,45
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis morisii,cephalopods,genus,46
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis pfefferi,cephalopods,genus,47
mollusca,cephalopoda,oegopsida,enoploteuthidae,abraliopsis,abraliopsis tui,cephalopods,genus,48
mollusca,cephalopoda,octopoda,megaleledonidae,adelieledone,adelieledone adelieana,cephalopods,species,49
mollusca,cephalopoda,octopoda,megaleledonidae,adelieledone,adelieledone piatkowski,cephalopods,species,50
mollusca,cephalopoda,myopsida,loliginidae,afrololigo,afrololigo mercatoris,cephalopods,species,51
mollusca,cephalopoda,nautilida,nautilidae,allonautilus,allonautilus scrobiculatus,cephalopods,genus,52
mollusca,cephalopoda,myopsida,loliginidae,alloteuthis,alloteuthis africana,cephalopods,genus,53
mollusca,cephalopoda,myopsida,loliginidae,alloteuthis,alloteuthis media,cephalopods,genus,54
mollusca,cephalopoda,myopsida,loliginidae,alloteuthis,alloteuthis subulata,cephalopods,genus,55
mollusca,cephalopoda,oegopsida,neoteuthidae,alluroteuthis,alluroteuthis antarcticus,cephalopods,species,56
mollusca,cephalopoda,octopoda,octopodidae,ameloctopus,ameloctopus litoralis,cephalopods,species,57
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus aegina,cephalopods,species,58
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus arenicola,cephalopods,species,59
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus burryi,cephalopods,species,60
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus exannulatus,cephalopods,species,61
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus fangsiao,cephalopods,species,62
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus kagoshimensis,cephalopods,species,63
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus marginatus,cephalopods,species,64
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus membranaceus,cephalopods,species,65
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus mototi,cephalopods,species,66
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus neglectus,cephalopods,species,67
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus ovulum,cephalopods,species,68
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus polyzenia,cephalopods,species,69
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus rex,cephalopods,species,70
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus robsoni,cephalopods,species,71
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus siamensis,cephalopods,species,72
mollusca,cephalopoda,octopoda,octopodidae,amphioctopus,amphioctopus varunae,cephalopods,species,73
mollusca,cephalopoda,octopoda,amphitretidae,amphitretus,amphitretus pelagicus,cephalopods,family,74
mollusca,cephalopoda,octopoda,amphitretidae,amphitretus,amphitretus thielei,cephalopods,family,75
mollusca,cephalopoda,sepiida,sepiolidae,amphorateuthis,amphorateuthis alveatus,cephalopods,genus,76
mollusca,cephalopoda,oegopsida,ancistrocheiridae,ancistrocheirus,ancistrocheirus lesueurii,cephalopods,species,77
mollusca,cephalopoda,oegopsida,onychoteuthidae,ancistroteuthis,ancistroteuthis lichtensteinii,cephalopods,species,78
mollusca,cephalopoda,oegopsida,architeuthidae,architeuthis,architeuthis dux,cephalopods,species,79
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta argo,cephalopods,genus,80
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta cornuta,cephalopods,genus,81
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta hians,cephalopods,genus,82
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta nodosus,cephalopods,genus,83
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta nouryi,cephalopods,genus,84
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta oweri,cephalopods,genus,85
mollusca,cephalopoda,octopoda,argonautidae,argonauta,argonauta pacifica,cephalopods,genus,86
mollusca,cephalopoda,oegopsida,chiroteuthidae,asperoteuthis,asperoteuthis acanthoderma,cephalopods,genus,87
mollusca,cephalopoda,oegopsida,chiroteuthidae,asperoteuthis,asperoteuthis lui,cephalopods,genus,88
mollusca,cephalopoda,oegopsida,chiroteuthidae,asperoteuthis,asperoteuthis mangoldae,cephalopods,genus,89
mollusca,cephalopoda,myopsida,australiteuthidae,australiteuthis,australiteuthis aldrichi,cephalopods,species,90
mollusca,cephalopoda,sepiida,sepiolidae,austrorossia,austrorossia antillensis,cephalopods,genus,91
mollusca,cephalopoda,sepiida,sepiolidae,austrorossia,austrorossia australis,cephalopods,genus,92
mollusca,cephalopoda,sepiida,sepiolidae,austrorossia,austrorossia bipapillata,cephalopods,genus,93
mollusca,cephalopoda,sepiida,sepiolidae,austrorossia,austrorossia enigmatica,cephalopods,genus,94
mollusca,cephalopoda,sepiida,sepiolidae,austrorossia,austrorossia mastigophora,cephalopods,genus,95
mollusca,cephalopoda,oegopsida,cranchiidae,bathothauma,bathothauma lyromma,cephalopods,species,96
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus arcticus,cephalopods,species,97
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus bairdii,cephalopods,species,98
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus ergasticus,cephalopods,species,99
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus pugniger,cephalopods,species,100
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus rubrostictus,cephalopods,species,101
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus sponsalis,cephalopods,species,102
mollusca,cephalopoda,octopoda,bathypolypodidae,bathypolypus,bathypolypus valdiviae,cephalopods,species,103
mollusca,cephalopoda,octopoda,megaleledonidae,bathypurpurata,bathypurpurata profunda,cephalopods,species,104
mollusca,cephalopoda,oegopsida,batoteuthidae,batoteuthis,batoteuthis skolops,cephalopods,species,105
mollusca,cephalopoda,octopoda,megaleledonidae,bentheledone,bentheledone rotunda,cephalopods,species,106
mollusca,cephalopoda,oegopsida,gonatidae,berryteuthis,berryteuthis anonychus,cephalopods,genus,107
mollusca,cephalopoda,oegopsida,gonatidae,berryteuthis,berryteuthis magister,cephalopods,genus,108
mollusca,cephalopoda,octopoda,amphitretidae,bolitaena,bolitaena massyae,cephalopods,family,109
mollusca,cephalopoda,octopoda,amphitretidae,bolitaena,bolitaena pygmaea,cephalopods,family,110
mollusca,cephalopoda,oegopsida,brachioteuthidae,brachioteuthis,brachioteuthis beanii,cephalopods,genus,111
mollusca,cephalopoda,oegopsida,brachioteuthidae,brachioteuthis,brachioteuthis behnii,cephalopods,genus,112
mollusca,cephalopoda,oegopsida,brachioteuthidae,brachioteuthis,brachioteuthis bowmani,cephalopods,genus,113
mollusca,cephalopoda,oegopsida,brachioteuthidae,brachioteuthis,brachioteuthis linkovskyi,cephalopods,genus,114
mollusca,cephalopoda,oegopsida,brachioteuthidae,brachioteuthis,brachioteuthis picta,cephalopods,genus,115
mollusca,cephalopoda,oegopsida,brachioteuthidae,brachioteuthis,brachioteuthis riisei,cephalopods,genus,116
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus alpheus,cephalopods,species,117
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus aspilosomatis,cephalopods,species,118
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus bunurong,cephalopods,genus,119
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus dierythraeus,cephalopods,species,120
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus graptus,cephalopods,species,121
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus lechenaultii,cephalopods,species,122
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus luteus,cephalopods,species,123
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus macropus,cephalopods,species,124
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus nocturnus,cephalopods,species,125
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus ornatus,cephalopods,species,126
mollusca,cephalopoda,octopoda,octopodidae,callistoctopus,callistoctopus rapanui,cephalopods,species,127
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis calyx,cephalopods,genus,128
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis imperator,cephalopods,genus,129
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis joubini,cephalopods,genus,130
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis mega,cephalopods,genus,131
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis picteti,cephalopods,genus,132
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis spoeli,cephalopods,genus,133
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis veranii,cephalopods,genus,134
mollusca,cephalopoda,oegopsida,chiroteuthidae,chiroteuthis,chiroteuthis veranyi,cephalopods,genus,135
mollusca,cephalopoda,octopoda,cirroctopodidae,cirroctopus,cirroctopus glacialis,cephalopods,species,136
mollusca,cephalopoda,octopoda,cirroteuthidae,cirroteuthis,cirroteuthis muelleri,cephalopods,species,137
mollusca,cephalopoda,octopoda,cirroteuthidae,cirrothauma,cirrothauma magna,cephalopods,species,138
mollusca,cephalopoda,octopoda,cirroteuthidae,cirrothauma,cirrothauma murrayi,cephalopods,species,139
mollusca,cephalopoda,octopoda,octopodidae,cistopus,cistopus chinensis,cephalopods,species,140
mollusca,cephalopoda,octopoda,octopodidae,cistopus,cistopus indicus,cephalopods,species,141
mollusca,cephalopoda,octopoda,octopodidae,cistopus,cistopus platinoidus,cephalopods,species,142
mollusca,cephalopoda,octopoda,octopodidae,cistopus,cistopus taiwanicus,cephalopods,species,143
mollusca,cephalopoda,oegopsida,cranchiidae,cranchia,cranchia scabra,cephalopods,species,144
mollusca,cephalopoda,octopoda,opisthoteuthidae,cryptoteuthis,cryptoteuthis brevibracchiata,cephalopods,species,145
mollusca,cephalopoda,oegopsida,cycloteuthidae,cycloteuthis,cycloteuthis akimushkini,cephalopods,genus,146
mollusca,cephalopoda,oegopsida,cycloteuthidae,cycloteuthis,cycloteuthis sirventi,cephalopods,genus,147
mollusca,cephalopoda,oegopsida,cycloteuthidae,discoteuthis,discoteuthis discus,cephalopods,genus,148
mollusca,cephalopoda,oegopsida,cycloteuthidae,discoteuthis,discoteuthis laciniosa,cephalopods,genus,149
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (amerigo) gahi,cephalopods,genus,150
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (amerigo) ocula,cephalopods,genus,151
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (amerigo) opalescens,cephalopods,genus,152
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (amerigo) pealeii,cephalopods,genus,153
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (amerigo) surinamensis,cephalopods,genus,154
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (doryteuthis) pleii,cephalopods,genus,155
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis (doryteuthis) roperi,cephalopods,genus,156
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis gahi,cephalopods,genus,157
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis ocula,cephalopods,genus,158
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis opalescens,cephalopods,genus,159
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis pealeii,cephalopods,genus,160
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis pleii,cephalopods,genus,161
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis roperi,cephalopods,genus,162
mollusca,cephalopoda,myopsida,loliginidae,doryteuthis,doryteuthis sanpaulensis,cephalopods,genus,163
mollusca,cephalopoda,oegopsida,ommastrephidae,dosidicus,dosidicus gigas,cephalopods,species,164
mollusca,cephalopoda,oegopsida,cranchiidae,egea,egea inermis,cephalopods,species,165
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone caparti,cephalopods,genus,166
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone cirrhosa,cephalopods,genus,167
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone gaucha,cephalopods,genus,168
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone massyae,cephalopods,genus,169
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone moschata,cephalopods,genus,170
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone palari,cephalopods,genus,171
mollusca,cephalopoda,octopoda,eledonidae,eledone,eledone schultzei,cephalopods,genus,172
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis anapsis,cephalopods,genus,173
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis chunii,cephalopods,genus,174
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis galaxias,cephalopods,genus,175
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis higginsi,cephalopods,genus,176
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis jonesi,cephalopods,genus,177
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis leptura,cephalopods,genus,178
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis magnoceani,cephalopods,genus,179
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis obliqua,cephalopods,genus,180
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis octolineata,cephalopods,genus,181
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis reticulata,cephalopods,genus,182
mollusca,cephalopoda,oegopsida,enoploteuthidae,enoploteuthis,enoploteuthis semilineata,cephalopods,genus,183
mollusca,cephalopoda,octopoda,enteroctopodidae,enteroctopus,enteroctopus dofleini,cephalopods,species,184
mollusca,cephalopoda,octopoda,enteroctopodidae,enteroctopus,enteroctopus magnificus,cephalopods,species,185
mollusca,cephalopoda,octopoda,enteroctopodidae,enteroctopus,enteroctopus megalocyathus,cephalopods,species,186
mollusca,cephalopoda,octopoda,octopodidae,euaxoctopus,euaxoctopus panamensis,cephalopods,genus,187
mollusca,cephalopoda,octopoda,octopodidae,euaxoctopus,euaxoctopus pillsburyae,cephalopods,genus,188
mollusca,cephalopoda,octopoda,octopodidae,euaxoctopus,euaxoctopus scalenus,cephalopods,genus,189
mollusca,cephalopoda,oegopsida,ommastrephidae,eucleoteuthis,eucleoteuthis luminosa,cephalopods,species,190
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna albatrossae,cephalopods,genus,191
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna berryi,cephalopods,genus,192
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna brenneri,cephalopods,genus,193
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna hoylei,cephalopods,genus,194
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna hyllebergi,cephalopods,genus,195
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna megaspadicea,cephalopods,genus,196
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna morsei,cephalopods,genus,197
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna penares,cephalopods,genus,198
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna scolopes,cephalopods,genus,199
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna stenodactyla,cephalopods,genus,200
mollusca,cephalopoda,sepiida,sepiolidae,euprymna,euprymna tasmanica,cephalopods,genus,201
mollusca,cephalopoda,oegopsida,onychoteuthidae,filippovia,filippovia knipovitchi,cephalopods,species,202
mollusca,cephalopoda,oegopsida,cranchiidae,galiteuthis,galiteuthis armata,cephalopods,genus,203
mollusca,cephalopoda,oegopsida,cranchiidae,galiteuthis,galiteuthis glacialis,cephalopods,species,204
mollusca,cephalopoda,oegopsida,cranchiidae,galiteuthis,galiteuthis pacifica,cephalopods,genus,205
mollusca,cephalopoda,oegopsida,cranchiidae,galiteuthis,galiteuthis phyllura,cephalopods,genus,206
mollusca,cephalopoda,oegopsida,cranchiidae,galiteuthis,galiteuthis suhmi,cephalopods,genus,207
mollusca,cephalopoda,oegopsida,gonatidae,gonatopsis,gonatopsis borealis,cephalopods,genus,208
mollusca,cephalopoda,oegopsida,gonatidae,gonatopsis,gonatopsis japonicus,cephalopods,genus,209
mollusca,cephalopoda,oegopsida,gonatidae,gonatopsis,gonatopsis makko,cephalopods,genus,210
mollusca,cephalopoda,oegopsida,gonatidae,gonatopsis,gonatopsis octopedatus,cephalopods,genus,211
mollusca,cephalopoda,oegopsida,gonatidae,gonatopsis,gonatopsis okutanii,cephalopods,species,212
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus antarcticus,cephalopods,genus,213
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus berryi,cephalopods,genus,214
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus californiensis,cephalopods,genus,215
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus fabricii,cephalopods,genus,216
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus kamtschaticus,cephalopods,genus,217
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus madokai,cephalopods,genus,218
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus middendorffi,cephalopods,genus,219
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus onyx,cephalopods,genus,220
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus oregonensis,cephalopods,genus,221
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus pyros,cephalopods,genus,222
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus steenstrupi,cephalopods,genus,223
mollusca,cephalopoda,oegopsida,gonatidae,gonatus,gonatus ursabrunae,cephalopods,genus,224
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone antarctica,cephalopods,species,225
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone boreopacifica,cephalopods,species,226
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone challengeri,cephalopods,species,227
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone gonzalezi,cephalopods,species,228
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone macrotyla,cephalopods,species,229
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone taniwha,cephalopods,species,230
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone verrucosa,cephalopods,species,231
mollusca,cephalopoda,octopoda,megaleledonidae,graneledone,graneledone yamana,cephalopods,species,232
mollusca,cephalopoda,oegopsida,chiroteuthidae,grimalditeuthis,grimalditeuthis bonplandii,cephalopods,genus,233
mollusca,cephalopoda,octopoda,octopodidae,grimpella,grimpella thaumastocheir,cephalopods,species,234
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis abyssicola,cephalopods,species,235
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis bathynectes,cephalopods,species,236
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis boylei,cephalopods,species,237
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis challengeri,cephalopods,species,238
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis discoveryi,cephalopods,species,239
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis hippocrepium,cephalopods,species,240
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis innominata,cephalopods,species,241
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis meangensis,cephalopods,species,242
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis megaptera,cephalopods,species,243
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis pacifica,cephalopods,species,244
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis plena,cephalopods,species,245
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis tuftsi,cephalopods,species,246
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis umbellata,cephalopods,species,247
mollusca,cephalopoda,octopoda,opisthoteuthidae,grimpoteuthis,grimpoteuthis wuelkeri,cephalopods,species,248
mollusca,cephalopoda,octopoda,alloposidae,haliphron,haliphron atlanticus,cephalopods,genus,249
mollusca,cephalopoda,octopoda,octopodidae,hapalochlaena,hapalochlaena fasciata,cephalopods,genus,250
mollusca,cephalopoda,octopoda,octopodidae,hapalochlaena,hapalochlaena lunulata,cephalopods,species,251
mollusca,cephalopoda,octopoda,octopodidae,hapalochlaena,hapalochlaena maculosa,cephalopods,genus,252
mollusca,cephalopoda,octopoda,octopodidae,hapalochlaena,hapalochlaena nierstraszi,cephalopods,genus,253
mollusca,cephalopoda,oegopsida,cranchiidae,helicocranchia,helicocranchia joubini,cephalopods,genus,254
mollusca,cephalopoda,oegopsida,cranchiidae,helicocranchia,helicocranchia papillata,cephalopods,genus,255
mollusca,cephalopoda,oegopsida,cranchiidae,helicocranchia,helicocranchia pfefferi,cephalopods,genus,256
mollusca,cephalopoda,myopsida,loliginidae,heterololigo,heterololigo bleekeri,cephalopods,species,257
mollusca,cephalopoda,sepiida,sepiolidae,heteroteuthis,heteroteuthis atlantis,cephalopods,genus,258
mollusca,cephalopoda,sepiida,sepiolidae,heteroteuthis,heteroteuthis dagamensis,cephalopods,genus,259
mollusca,cephalopoda,sepiida,sepiolidae,heteroteuthis,heteroteuthis dispar,cephalopods,genus,260
