iucn_sid,name,rank
161431,Myliobatiformes,order
161431,Dasyatidae,family
161431,Urogymnus,genus
161431,Urogymnus granulatus,species
161432,Metazoa,kingdom
161432,Chordata,phylum
161432,Chondrichthyes,class
161432,Squaliformes,order
161432,Somniosidae,family
161432,Somniosus,genus
161432,Somniosus rostratus,species
161433,Metazoa,kingdom
161433,Chordata,phylum
161433,Chondrichthyes,class
161433,Squaliformes,order
161433,Squalidae,family
161433,Squalus,genus
161433,Squalus japonicus,species
161434,Metazoa,kingdom
161434,Chordata,phylum
161434,Chondrichthyes,class
161434,Carcharhiniformes,order
161434,Scyliorhinidae,family
161434,Atelomycterus,genus
161434,Atelomycterus marnkalha,species
161435,Metazoa,kingdom
161435,Chordata,phylum
161435,Chondrichthyes,class
161435,Carcharhiniformes,order
161435,Scyliorhinidae,family
161435,Scyliorhinus,genus
161435,Scyliorhinus torazame,species
161436,Metazoa,kingdom
161436,Chordata,phylum
161436,Chondrichthyes,class
161436,Myliobatiformes,order
161436,Myliobatidae,family
161436,Myliobatis,genus
161436,Myliobatis goodei,species
161438,Metazoa,kingdom
161438,Chordata,phylum
161438,Chondrichthyes,class
161438,Squaliformes,order
161438,Squalidae,family
161438,Squalus,genus
161438,Squalus brevirostris,species
161439,Metazoa,kingdom
161439,Chordata,phylum
161439,Chondrichthyes,class
161439,Myliobatiformes,order
161439,Myliobatidae,family
161439,Mobula,genus
161439,Mobula kuhlii,species
161442,Metazoa,kingdom
161442,Chordata,phylum
161442,Chondrichthyes,class
161442,Squaliformes,order
161442,Centrophoridae,family
161442,Centrophorus,genus
161442,Centrophorus lusitanicus,species
161443,Metazoa,kingdom
161443,Chordata,phylum
161443,Chondrichthyes,class
161443,Squaliformes,order
161443,Etmopteridae,family
161443,Etmopterus,genus
161443,Etmopterus pusillus,species
161445,Metazoa,kingdom
161445,Chordata,phylum
161445,Chondrichthyes,class
161445,Torpediniformes,order
161445,Narcinidae,family
161445,Narcine,genus
161445,Narcine timlei,species
161447,Metazoa,kingdom
161447,Chordata,phylum
161447,Chondrichthyes,class
161447,Pristiformes/Rhiniformes group,order
161447,Rhinobatidae,family
161447,Rhinobatos,genus
161447,Rhinobatos punctifer,species
161448,Metazoa,kingdom
161448,Chordata,phylum
161448,Chondrichthyes,class
161448,Squaliformes,order
161448,Etmopteridae,family
161448,Etmopterus,genus
161448,Etmopterus splendidus,species
161451,Metazoa,kingdom
161451,Chordata,phylum
161451,Chondrichthyes,class
161451,Carcharhiniformes,order
161451,Triakidae,family
161451,Mustelus,genus
161451,Mustelus albipinnis,species
161452,Metazoa,kingdom
161452,Chordata,phylum
161452,Chondrichthyes,class
161452,Rajiformes,order
161452,Rajidae,family
161452,Amblyraja,genus
161452,Amblyraja badia,species
161453,Metazoa,kingdom
161453,Chordata,phylum
161453,Chondrichthyes,class
161453,Myliobatiformes,order
161453,Dasyatidae,family
161453,Dasyatis,genus
161453,Dasyatis pastinaca,species
161454,Metazoa,kingdom
161454,Chordata,phylum
161454,Chondrichthyes,class
161454,Rajiformes,order
161454,Arhynchobatidae,family
161454,Bathyraja,genus
161454,Bathyraja isotrachys,species
161455,Metazoa,kingdom
161455,Chordata,phylum
161455,Chondrichthyes,class
161455,Carcharhiniformes,order
161455,Scyliorhinidae,family
161455,Cephalurus,genus
161455,Cephalurus cephalus,species
161456,Metazoa,kingdom
161456,Chordata,phylum
161456,Chondrichthyes,class
161456,Squatinidae,family
161456,Squatina,genus
161456,Squatina formosa,species
161459,Metazoa,kingdom
161459,Chordata,phylum
161459,Chondrichthyes,class
161459,Rajiformes,order
161459,Rajidae,family
161459,Raja,genus
161459,Raja maderensis,species
161461,Metazoa,kingdom
161461,Chordata,phylum
161461,Chondrichthyes,class
161461,Rajiformes,order
161461,Rajidae,family
161461,Leucoraja,genus
161461,Leucoraja fullonica,species
161462,Metazoa,kingdom
161462,Chordata,phylum
161462,Chondrichthyes,class
161462,Rajiformes,order
161462,Arhynchobatidae,family
161462,Bathyraja,genus
161462,Bathyraja diplotaenia,species
161463,Metazoa,kingdom
161463,Chordata,phylum
161463,Chondrichthyes,class
161463,Myliobatiformes,order
161463,Myliobatidae,family
161463,Rhinoptera,genus
161463,Rhinoptera marginata,species
161464,Metazoa,kingdom
161464,Chordata,phylum
161464,Chondrichthyes,class
161464,Rajiformes,order
161464,Rajidae,family
161464,Leucoraja,genus
161464,Leucoraja circularis,species
161465,Metazoa,kingdom
161465,Chordata,phylum
161465,Chondrichthyes,class
161465,Myliobatiformes,order
161465,Dasyatidae,family
161465,Pastinachus,genus
161465,Pastinachus solocirostris,species
161466,Metazoa,kingdom
161466,Chordata,phylum
161466,Chondrichthyes,class
161466,Rajiformes,order
161466,Rajidae,family
161466,Raja,genus
161466,Raja inornata,species
161468,Metazoa,kingdom
161468,Chordata,phylum
161468,Chondrichthyes,class
161468,Carcharhiniformes,order
161468,Proscylliidae,family
161468,Eridacnis,genus
161468,Eridacnis radcliffei,species
161469,Metazoa,kingdom
161469,Chordata,phylum
161469,Chondrichthyes,class
161469,Squaliformes,order
161469,Squalidae,family
161469,Squalus,genus
161469,Squalus raoulensis,species
161471,Metazoa,kingdom
161471,Chordata,phylum
161471,Chondrichthyes,class
161471,Rajiformes,order
161471,Arhynchobatidae,family
161471,Bathyraja,genus
161471,Bathyraja parmifera,species
161473,Metazoa,kingdom
161473,Chordata,phylum
161473,Chondrichthyes,class
161473,Carcharhiniformes,order
161473,Scyliorhinidae,family
161473,Galeus,genus
161473,Galeus longirostris,species
161475,Metazoa,kingdom
161475,Chordata,phylum
161475,Chondrichthyes,class
161475,Chimaeriformes,order
161475,Chimaeridae,family
161475,Hydrolagus,genus
161475,Hydrolagus lusitanicus,species
161476,Metazoa,kingdom
161476,Chordata,phylum
161476,Chondrichthyes,class
161476,Pristiformes/Rhiniformes group,order
161476,Rhinobatidae,family
161476,Acroteriobatus,genus
161476,Acroteriobatus variegatus,species
161477,Metazoa,kingdom
161477,Chordata,phylum
161477,Chondrichthyes,class
161477,Rajiformes,order
161477,Rajidae,family
161477,Malacoraja,genus
161477,Malacoraja senta,species
161478,Metazoa,kingdom
161478,Chordata,phylum
161478,Chondrichthyes,class
161478,Pristiformes/Rhiniformes group,order
161478,Rhinobatidae,family
161478,Rhinobatos,genus
161478,Rhinobatos annandalei,species
161479,Metazoa,kingdom
161479,Chordata,phylum
161479,Chondrichthyes,class
161479,Carcharhiniformes,order
161479,Scyliorhinidae,family
161479,Galeus,genus
161479,Galeus arae,species
161480,Metazoa,kingdom
161480,Chordata,phylum
161480,Chondrichthyes,class
161480,Carcharhiniformes,order
161480,Triakidae,family
161480,Mustelus,genus
161480,Mustelus mosis,species
161483,Metazoa,kingdom
161483,Chordata,phylum
161483,Chondrichthyes,class
161483,Rajiformes,order
161483,Rajidae,family
161483,Hongeo,genus
161483,Hongeo koreana,species
161484,Metazoa,kingdom
161484,Chordata,phylum
161484,Chondrichthyes,class
161484,Carcharhiniformes,order
161484,Scyliorhinidae,family
161484,Scyliorhinus,genus
161484,Scyliorhinus stellaris,species
161485,Metazoa,kingdom
161485,Chordata,phylum
161485,Chondrichthyes,class
161485,Carcharhiniformes,order
161485,Triakidae,family
161485,Mustelus,genus
161485,Mustelus punctulatus,species
161486,Metazoa,kingdom
161486,Chordata,phylum
161486,Chondrichthyes,class
161486,Rajiformes,order
161486,Arhynchobatidae,family
161486,Bathyraja,genus
161486,Bathyraja spinosissima,species
161487,Metazoa,kingdom
161487,Chordata,phylum
161487,Chondrichthyes,class
161487,Rajiformes,order
161487,Rajidae,family
161487,Okamejei,genus
161487,Okamejei meerdervoortii,species
161489,Metazoa,kingdom
161489,Chordata,phylum
161489,Chondrichthyes,class
161489,Rajiformes,order
161489,Rajidae,family
161489,Dentiraja,genus
161489,Dentiraja lemprieri,species
161490,Metazoa,kingdom
161490,Chordata,phylum
161490,Chondrichthyes,class
161490,Rajiformes,order
161490,Rajidae,family
161490,Amblyraja,genus
161490,Amblyraja georgiana,species
161491,Metazoa,kingdom
161491,Chordata,phylum
161491,Chondrichthyes,class
161491,Rajiformes,order
161491,Rajidae,family
161491,Amblyraja,genus
161491,Amblyraja jenseni,species
161492,Metazoa,kingdom
161492,Chordata,phylum
161492,Chondrichthyes,class
161492,Rajiformes,order
161492,Rajidae,family
161492,Leucoraja,genus
161492,Leucoraja wallacei,species
161495,Metazoa,kingdom
161495,Chordata,phylum
161495,Chondrichthyes,class
161495,Myliobatiformes,order
161495,Dasyatidae,family
161495,Fontitrygon,genus
161495,Fontitrygon margarita,species
161496,Metazoa,kingdom
161496,Chordata,phylum
161496,Chondrichthyes,class
161496,Rajiformes,order
161496,Rajidae,family
161496,Dipturus,genus
161496,Dipturus whitleyi,species
161497,Metazoa,kingdom
161497,Chordata,phylum
161497,Chondrichthyes,class
161497,Carcharhiniformes,order
161497,Scyliorhinidae,family
161497,Parmaturus,genus
161497,Parmaturus melanobranchus,species
161500,Metazoa,kingdom
161500,Chordata,phylum
161500,Chondrichthyes,class
161500,Rajiformes,order
161500,Rajidae,family
161500,Brochiraja,genus
161500,Brochiraja microspinifera,species
161501,Metazoa,kingdom
161501,Chordata,phylum
161501,Chondrichthyes,class
161501,Carcharhiniformes,order
161501,Triakidae,family
161501,Iago,genus
161501,Iago omanensis,species
161506,Metazoa,kingdom
161506,Chordata,phylum
161506,Chondrichthyes,class
161506,Carcharhiniformes,order
161506,Hemigaleidae,family
161506,Paragaleus,genus
161506,Paragaleus randalli,species
161507,Metazoa,kingdom
161507,Chordata,phylum
161507,Chondrichthyes,class
161507,Carcharhiniformes,order
161507,Triakidae,family
161507,Hemitriakis,genus
161507,Hemitriakis japanica,species
161508,Metazoa,kingdom
161508,Chordata,phylum
161508,Chondrichthyes,class
161508,Squaliformes,order
161508,Etmopteridae,family
161508,Centroscyllium,genus
161508,Centroscyllium ritteri,species
161513,Metazoa,kingdom
161513,Chordata,phylum
161513,Chondrichthyes,class
161513,Myliobatiformes,order
161513,Potamotrygonidae,family
161513,Taeniura,genus
161513,Taeniura grabata,species
161515,Metazoa,kingdom
161515,Chordata,phylum
161515,Chondrichthyes,class
161515,Carcharhiniformes,order
161515,Scyliorhinidae,family
161515,Poroderma,genus
161515,Poroderma pantherinum,species
161517,Metazoa,kingdom
161517,Chordata,phylum
161517,Chondrichthyes,class
161517,Squaliformes,order
161517,Etmopteridae,family
161517,Etmopterus,genus
161517,Etmopterus lucifer,species
161518,Metazoa,kingdom
161518,Chordata,phylum
161518,Chondrichthyes,class
161518,Carcharhiniformes,order
161518,Triakidae,family
161518,Mustelus,genus
161518,Mustelus norrisi,species
161519,Metazoa,kingdom
161519,Chordata,phylum
161519,Chondrichthyes,class
161519,Pristiformes/Rhiniformes group,order
161519,Zanobatidae,family
161519,Zanobatus,genus
161519,Zanobatus schoenleinii,species
161520,Metazoa,kingdom
161520,Chordata,phylum
161520,Chondrichthyes,class
161520,Myliobatiformes,order
161520,Dasyatidae,family
161520,Fontitrygon,genus
161520,Fontitrygon margaritella,species
161521,Metazoa,kingdom
161521,Chordata,phylum
161521,Chondrichthyes,class
161521,Squaliformes,order
161521,Etmopteridae,family
161521,Centroscyllium,genus
161521,Centroscyllium fabricii,species
161523,Metazoa,kingdom
161523,Chordata,phylum
161523,Chondrichthyes,class
161523,Torpediniformes,order
161523,Narcinidae,family
161523,Narcine,genus
161523,Narcine lingula,species
161524,Metazoa,kingdom
161524,Chordata,phylum
161524,Chondrichthyes,class
161524,Carcharhiniformes,order
161524,Carcharhinidae,family
161524,Carcharhinus,genus
161524,Carcharhinus isodon,species
161525,Metazoa,kingdom
161525,Chordata,phylum
161525,Chondrichthyes,class
161525,Squatinidae,family
161525,Squatina,genus
161525,Squatina tergocellatoides,species
161526,Metazoa,kingdom
161526,Chordata,phylum
161526,Chondrichthyes,class
161526,Carcharhiniformes,order
161526,Carcharhinidae,family
161526,Carcharhinus,genus
161526,Carcharhinus albimarginatus,species
161529,Metazoa,kingdom
161529,Chordata,phylum
161529,Chondrichthyes,class
161529,Rajiformes,order
161529,Arhynchobatidae,family
161529,Bathyraja,genus
161529,Bathyraja maccaini,species
161530,Metazoa,kingdom
161530,Chordata,phylum
161530,Chondrichthyes,class
161530,Myliobatiformes,order
161530,Myliobatidae,family
161530,Rhinoptera,genus
161530,Rhinoptera neglecta,species
161532,Metazoa,kingdom
161532,Chordata,phylum
161532,Chondrichthyes,class
161532,Rajiformes,order
161532,Rajidae,family
161532,Okamejei,genus
161532,Okamejei hollandi,species
161534,Metazoa,kingdom
161534,Chordata,phylum
161534,Chondrichthyes,class
161534,Rajiformes,order
161534,Arhynchobatidae,family
161534,Rhinoraja,genus
161534,Rhinoraja kujiensis,species
161535,Metazoa,kingdom
161535,Chordata,phylum
161535,Chondrichthyes,class
161535,Rajiformes,order
161535,Rajidae,family
161535,Dipturus,genus
161535,Dipturus gudgeri,species
161536,Metazoa,kingdom
161536,Chordata,phylum
161536,Chondrichthyes,class
161536,Squaliformes,order
161536,Squalidae,family
161536,Squalus,genus
161536,Squalus blainville,species
161539,Metazoa,kingdom
161539,Chordata,phylum
161539,Chondrichthyes,class
161539,Carcharhiniformes,order
161539,Hemigaleidae,family
161539,Hemigaleus,genus
161539,Hemigaleus australiensis,species
161540,Metazoa,kingdom
161540,Chordata,phylum
161540,Chondrichthyes,class
161540,Myliobatiformes,order
161540,Dasyatidae,family
161540,Maculabatis,genus
161540,Maculabatis pastinacoides,species
161542,Metazoa,kingdom
161542,Chordata,phylum
161542,Chondrichthyes,class
161542,Rajiformes,order
161542,Rajidae,family
161542,Amblyraja,genus
161542,Amblyraja radiata,species
161547,Metazoa,kingdom
161547,Chordata,phylum
161547,Chondrichthyes,class
161547,Myliobatiformes,order
161547,Dasyatidae,family
161547,Pateobatis,genus
161547,Pateobatis uarnacoides,species
161548,Metazoa,kingdom
161548,Chordata,phylum
161548,Chondrichthyes,class
161548,Rajiformes,order
161548,Rajidae,family
161548,Orbiraja,genus
161548,Orbiraja powelli,species
161549,Metazoa,kingdom
161549,Chordata,phylum
161549,Chondrichthyes,class
161549,Squaliformes,order
161549,Centrophoridae,family
161549,Deania,genus
161549,Deania hystricosa,species
161550,Metazoa,kingdom
161550,Chordata,phylum
161550,Chondrichthyes,class
161550,Rajiformes,order
161550,Rajidae,family
161550,Brochiraja,genus
161550,Brochiraja albilabiata,species
161551,Metazoa,kingdom
161551,Chordata,phylum
161551,Chondrichthyes,class
161551,Squaliformes,order
161551,Centrophoridae,family
161551,Deania,genus
161551,Deania profundorum,species
161553,Metazoa,kingdom
161553,Chordata,phylum
161553,Chondrichthyes,class
161553,Rajiformes,order
161553,Arhynchobatidae,family
161553,Insentiraja,genus
161553,Insentiraja subtilispinosa,species
161558,Metazoa,kingdom
161558,Chordata,phylum
161558,Chondrichthyes,class
161558,Squatinidae,family
161558,Squatina,genus
161558,Squatina japonica,species
161560,Metazoa,kingdom
161560,Chordata,phylum
161560,Chondrichthyes,class
161560,Torpediniformes,order
161560,Narcinidae,family
161560,Narcine,genus
161560,Narcine maculata,species
161561,Metazoa,kingdom
161561,Chordata,phylum
161561,Chondrichthyes,class
161561,Rajiformes,order
161561,Arhynchobatidae,family
161561,Bathyraja,genus
161561,Bathyraja smithii,species
161563,Metazoa,kingdom
161563,Chordata,phylum
161563,Chondrichthyes,class
161563,Orectolobiformes,order
161563,Orectolobidae,family
161563,Orectolobus,genus
161563,Orectolobus japonicus,species
161564,Metazoa,kingdom
161564,Chordata,phylum
161564,Chondrichthyes,class
161564,Carcharhiniformes,order
161564,Carcharhinidae,family
161564,Carcharhinus,genus
161564,Carcharhinus altimus,species
161566,Metazoa,kingdom
161566,Chordata,phylum
161566,Chondrichthyes,class
161566,Myliobatiformes,order
161566,Dasyatidae,family
161566,Maculabatis,genus
161566,Maculabatis gerrardi,species
161567,Metazoa,kingdom
161567,Chordata,phylum
161567,Chondrichthyes,class
161567,Carcharhiniformes,order
161567,Scyliorhinidae,family
161567,Galeus,genus
161567,Galeus nipponensis,species
161568,Metazoa,kingdom
161568,Chordata,phylum
161568,Chondrichthyes,class
161568,Myliobatiformes,order
161568,Myliobatidae,family
161568,Myliobatis,genus
161568,Myliobatis freminvillei,species
161569,Metazoa,kingdom
161569,Chordata,phylum
161569,Chondrichthyes,class
161569,Myliobatiformes,order
161569,Myliobatidae,family
161569,Myliobatis,genus
161569,Myliobatis aquila,species
161570,Metazoa,kingdom
161570,Chordata,phylum
161570,Chondrichthyes,class
161570,Carcharhiniformes,order
161570,Carcharhinidae,family
161570,Lamiopsis,genus
161570,Lamiopsis temminckii,species
161571,Metazoa,kingdom
161571,Chordata,phylum
161571,Chondrichthyes,class
161571,Carcharhiniformes,order
161571,Triakidae,family
161571,Mustelus,genus
161571,Mustelus widodoi,species
161574,Metazoa,kingdom
161574,Chordata,phylum
161574,Chondrichthyes,class
161574,Carcharhiniformes,order
161574,Scyliorhinidae,family
161574,Holohalaelurus,genus
161574,Holohalaelurus regani,species
161575,Metazoa,kingdom
161575,Chordata,phylum
161575,Chondrichthyes,class
161575,Rajiformes,order
161575,Arhynchobatidae,family
161575,Rhinoraja,genus
161575,Rhinoraja longicauda,species
161577,Metazoa,kingdom
161577,Chordata,phylum
161577,Chondrichthyes,class
161577,Rajiformes,order
161577,Arhynchobatidae,family
161577,Arhynchobatis,genus
161577,Arhynchobatis asperrimus,species
161580,Metazoa,kingdom
161580,Chordata,phylum
161580,Chondrichthyes,class
161580,Torpediniformes,order
161580,Torpedinidae,family
