am_sid,name,rank
SLB-88775,Penaeidae,family
SLB-88775,Penaeus,genus
SLB-88775,Penaeus penicillatus,species
ITS-95644,Metazoa,kingdom
ITS-95644,Arthropoda,phylum
ITS-95644,Malacostraca,class
ITS-95644,Decapoda,order
ITS-95644,Penaeidae,family
ITS-95644,Penaeus,genus
ITS-95644,Penaeus semisulcatus,species
W-For-112817,Foraminifera,phylum
W-For-112817,Miliolida,order
W-For-112817,Peneroplidae,family
W-For-112817,Peneroplis,genus
W-For-112817,Peneroplis planatus,species
SLB-131837,Viridiplantae,kingdom
SLB-131837,Chlorophyta,phylum
SLB-131837,Ulvophyceae,class
SLB-131837,Bryopsidales,order
SLB-131837,Udoteaceae,family
SLB-131837,Penicillus,genus
SLB-131837,Penicillus capitatus,species
SLB-132000,Viridiplantae,kingdom
SLB-132000,Chlorophyta,phylum
SLB-132000,Ulvophyceae,class
SLB-132000,Bryopsidales,order
SLB-132000,Udoteaceae,family
SLB-132000,Penicillus,genus
SLB-132000,Penicillus lamourouxii,species
Cla-29190,Metazoa,kingdom
Cla-29190,Arthropoda,phylum
Cla-29190,Branchiopoda,class
Cla-29190,Diplostraca,order
Cla-29190,Sididae,family
Cla-29190,Penilia,genus
Cla-29190,Penilia avirostris,species
Fis-47175,Metazoa,kingdom
Fis-47175,Chordata,phylum
Fis-47175,Actinopteri,class
Fis-47175,Sciaenidae,family
Fis-47175,Pennahia,genus
Fis-47175,Pennahia anea,species
Fis-21653,Metazoa,kingdom
Fis-21653,Chordata,phylum
Fis-21653,Actinopteri,class
Fis-21653,Sciaenidae,family
Fis-21653,Pennahia,genus
Fis-21653,Pennahia argentata,species
Fis-26966,Metazoa,kingdom
Fis-26966,Chordata,phylum
Fis-26966,Actinopteri,class
Fis-26966,Sciaenidae,family
Fis-26966,Pennahia,genus
Fis-26966,Pennahia macrocephalus,species
Fis-48669,Metazoa,kingdom
Fis-48669,Chordata,phylum
Fis-48669,Actinopteri,class
Fis-48669,Sciaenidae,family
Fis-48669,Pennahia,genus
Fis-48669,Pennahia ovata,species
Fis-27864,Metazoa,kingdom
Fis-27864,Chordata,phylum
Fis-27864,Actinopteri,class
Fis-27864,Sciaenidae,family
Fis-27864,Pennahia,genus
Fis-27864,Pennahia pawak,species
W-Hyd-117802,Metazoa,kingdom
W-Hyd-117802,Cnidaria,phylum
W-Hyd-117802,Hydrozoa,class
W-Hyd-117802,Anthoathecata,order
W-Hyd-117802,Pennariidae,family
W-Hyd-117802,Pennaria,genus
W-Hyd-117802,Pennaria disticha,species
W-Oct-128515,Metazoa,kingdom
W-Oct-128515,Cnidaria,phylum
W-Oct-128515,Anthozoa,class
W-Oct-128515,Pennatulacea,order
W-Oct-128515,Pennatulidae,family
W-Oct-128515,Pennatula,genus
W-Oct-128515,Pennatula aculeata,species
W-Oct-128517,Metazoa,kingdom
W-Oct-128517,Cnidaria,phylum
W-Oct-128517,Anthozoa,class
W-Oct-128517,Pennatulacea,order
W-Oct-128517,Pennatulidae,family
W-Oct-128517,Pennatula,genus
W-Oct-128517,Pennatula phosphorea,species
W-Oct-128519,Metazoa,kingdom
W-Oct-128519,Cnidaria,phylum
W-Oct-128519,Anthozoa,class
W-Oct-128519,Pennatulacea,order
W-Oct-128519,Pennatulidae,family
W-Oct-128519,Pennatula,genus
W-Oct-128519,Pennatula rubra,species
Fis-27242,Metazoa,kingdom
Fis-27242,Chordata,phylum
Fis-27242,Actinopteri,class
Fis-27242,Ophidiiformes,order
Fis-27242,Ophidiidae,family
Fis-27242,Penopus,genus
Fis-27242,Penopus microphthalmus,species
W-Ase-370898,Metazoa,kingdom
W-Ase-370898,Echinodermata,phylum
W-Ase-370898,Asteroidea,class
W-Ase-370898,Valvatida,order
W-Ase-370898,Oreasteridae,family
W-Ase-370898,Pentaceraster,genus
W-Ase-370898,Pentaceraster alveolatus,species
Fis-28476,Metazoa,kingdom
Fis-28476,Chordata,phylum
Fis-28476,Actinopteri,class
Fis-28476,Pempheriformes,order
Fis-28476,Pentacerotidae,family
Fis-28476,Pentaceropsis,genus
Fis-28476,Pentaceropsis recurvirostris,species
Fis-32573,Metazoa,kingdom
Fis-32573,Chordata,phylum
Fis-32573,Actinopteri,class
Fis-32573,Pempheriformes,order
Fis-32573,Pentacerotidae,family
Fis-32573,Pentaceros,genus
Fis-32573,Pentaceros capensis,species
Fis-35123,Metazoa,kingdom
Fis-35123,Chordata,phylum
Fis-35123,Actinopteri,class
Fis-35123,Pempheriformes,order
Fis-35123,Pentacerotidae,family
Fis-35123,Pentaceros,genus
Fis-35123,Pentaceros decacanthus,species
Fis-35124,Metazoa,kingdom
Fis-35124,Chordata,phylum
Fis-35124,Actinopteri,class
Fis-35124,Pempheriformes,order
Fis-35124,Pentacerotidae,family
Fis-35124,Pentaceros,genus
Fis-35124,Pentaceros japonicus,species
Fis-30465,Metazoa,kingdom
Fis-30465,Chordata,phylum
Fis-30465,Actinopteri,class
Fis-30465,Pempheriformes,order
Fis-30465,Pentacerotidae,family
Fis-30465,Pseudopentaceros,genus
Fis-30465,Pseudopentaceros richardsoni,species
Fis-17275,Metazoa,kingdom
Fis-17275,Chordata,phylum
Fis-17275,Actinopteri,class
Fis-17275,Pempheriformes,order
Fis-17275,Pentacerotidae,family
Fis-17275,Pentaceros,genus
Fis-17275,Pentaceros wheeleri,species
ITS-660110,Metazoa,kingdom
ITS-660110,Arthropoda,phylum
ITS-660110,Malacostraca,class
ITS-660110,Decapoda,order
ITS-660110,Polychelidae,family
ITS-660110,Pentacheles,genus
ITS-660110,Pentacheles laevis,species
Fis-22929,Metazoa,kingdom
Fis-22929,Chordata,phylum
Fis-22929,Actinopteri,class
Fis-22929,Polynemidae,family
Fis-22929,Pentanemus,genus
Fis-22929,Pentanemus quinquarius,species
URM-2-950,Metazoa,kingdom
URM-2-950,Arthropoda,phylum
URM-2-950,Pycnogonida,class
URM-2-950,Pantopoda,order
URM-2-950,Nymphonidae,family
URM-2-950,Pentanymphon,genus
URM-2-950,Pentanymphon antarcticum,species
Fis-149098,Metazoa,kingdom
Fis-149098,Chordata,phylum
Fis-149098,Actinopteri,class
Fis-149098,Spariformes,order
Fis-149098,Nemipteridae,family
Fis-149098,Pentapodus,genus
Fis-149098,Pentapodus aureofasciatus,species
Fis-25866,Metazoa,kingdom
Fis-25866,Chordata,phylum
Fis-25866,Actinopteri,class
Fis-25866,Spariformes,order
Fis-25866,Nemipteridae,family
Fis-25866,Pentapodus,genus
Fis-25866,Pentapodus bifasciatus,species
Fis-25867,Metazoa,kingdom
Fis-25867,Chordata,phylum
Fis-25867,Actinopteri,class
Fis-25867,Spariformes,order
Fis-25867,Nemipteridae,family
Fis-25867,Pentapodus,genus
Fis-25867,Pentapodus caninus,species
Fis-25868,Metazoa,kingdom
Fis-25868,Chordata,phylum
Fis-25868,Actinopteri,class
Fis-25868,Spariformes,order
Fis-25868,Nemipteridae,family
Fis-25868,Pentapodus,genus
Fis-25868,Pentapodus emeryii,species
Fis-25869,Metazoa,kingdom
Fis-25869,Chordata,phylum
Fis-25869,Actinopteri,class
Fis-25869,Spariformes,order
Fis-25869,Nemipteridae,family
Fis-25869,Pentapodus,genus
Fis-25869,Pentapodus nagasakiensis,species
Fis-25872,Metazoa,kingdom
Fis-25872,Chordata,phylum
Fis-25872,Actinopteri,class
Fis-25872,Spariformes,order
Fis-25872,Nemipteridae,family
Fis-25872,Pentapodus,genus
Fis-25872,Pentapodus setosus,species
Fis-25873,Metazoa,kingdom
Fis-25873,Chordata,phylum
Fis-25873,Actinopteri,class
Fis-25873,Spariformes,order
Fis-25873,Nemipteridae,family
Fis-25873,Pentapodus,genus
Fis-25873,Pentapodus trivittatus,species
Fis-25120,Metazoa,kingdom
Fis-25120,Chordata,phylum
Fis-25120,Actinopteri,class
Fis-25120,Gerreiformes,order
Fis-25120,Gerreidae,family
Fis-25120,Pentaprion,genus
Fis-25120,Pentaprion longimanus,species
URM-2-1180,Metazoa,kingdom
URM-2-1180,Arthropoda,phylum
URM-2-1180,Pycnogonida,class
URM-2-1180,Pantopoda,order
URM-2-1180,Pycnogonidae,family
URM-2-1180,Pentapycnon,genus
URM-2-1180,Pentapycnon bouvieri,species
URM-2-1181,Metazoa,kingdom
URM-2-1181,Arthropoda,phylum
URM-2-1181,Pycnogonida,class
URM-2-1181,Pantopoda,order
URM-2-1181,Pycnogonidae,family
URM-2-1181,Pentapycnon,genus
URM-2-1181,Pentapycnon charcoti,species
W-Iso-261982,Metazoa,kingdom
W-Iso-261982,Arthropoda,phylum
W-Iso-261982,Malacostraca,class
W-Iso-261982,Isopoda,order
W-Iso-261982,Idoteidae,family
W-Iso-261982,Pentidotea,genus
W-Iso-261982,Pentidotea wosnesenskii,species
ITS-Mam-180459,Metazoa,kingdom
ITS-Mam-180459,Chordata,phylum
ITS-Mam-180459,Mammalia,class
ITS-Mam-180459,Artiodactyla,order
ITS-Mam-180459,Delphinidae,family
ITS-Mam-180459,Peponocephala,genus
ITS-Mam-180459,Peponocephala electra,species
Fis-30466,Metazoa,kingdom
Fis-30466,Chordata,phylum
Fis-30466,Actinopteri,class
Fis-30466,Scombriformes,order
Fis-30466,Stromateidae,family
Fis-30466,Peprilus,genus
Fis-30466,Peprilus burti,species
Fis-29074,Metazoa,kingdom
Fis-29074,Chordata,phylum
Fis-29074,Actinopteri,class
Fis-29074,Scombriformes,order
Fis-29074,Stromateidae,family
Fis-29074,Peprilus,genus
Fis-29074,Peprilus medius,species
Fis-64153,Metazoa,kingdom
Fis-64153,Chordata,phylum
Fis-64153,Actinopteri,class
Fis-64153,Scombriformes,order
Fis-64153,Stromateidae,family
Fis-64153,Peprilus,genus
Fis-64153,Peprilus paru,species
Fis-23215,Metazoa,kingdom
Fis-23215,Chordata,phylum
Fis-23215,Actinopteri,class
Fis-23215,Scombriformes,order
Fis-23215,Stromateidae,family
Fis-23215,Peprilus,genus
Fis-23215,Peprilus simillimus,species
Fis-23216,Metazoa,kingdom
Fis-23216,Chordata,phylum
Fis-23216,Actinopteri,class
Fis-23216,Scombriformes,order
Fis-23216,Stromateidae,family
Fis-23216,Peprilus,genus
Fis-23216,Peprilus triacanthus,species
W-Msc-140722,Metazoa,kingdom
W-Msc-140722,Mollusca,phylum
W-Msc-140722,Gastropoda,class
W-Msc-140722,Pteropoda,order
W-Msc-140722,Peraclidae,family
W-Msc-140722,Peracle,genus
W-Msc-140722,Peracle reticulata,species
ITS-202761,Metazoa,kingdom
ITS-202761,Arthropoda,phylum
ITS-202761,Malacostraca,class
ITS-202761,Amphipoda,order
ITS-202761,Ampithoidae,family
ITS-202761,Peramphithoe,genus
ITS-202761,Peramphithoe femorata,species
Fis-147792,Metazoa,kingdom
Fis-147792,Chordata,phylum
Fis-147792,Actinopteri,class
Fis-147792,Perciformes,order
Fis-147792,Agonidae,family
Fis-147792,Percis,genus
Fis-147792,Percis japonica,species
W-Bch-207575,Metazoa,kingdom
W-Bch-207575,Arthropoda,phylum
W-Bch-207575,Malacostraca,class
W-Bch-207575,Decapoda,order
W-Bch-207575,Plagusiidae,family
W-Bch-207575,Percnon,genus
W-Bch-207575,Percnon abbreviatum,species
W-Bch-207572,Metazoa,kingdom
W-Bch-207572,Arthropoda,phylum
W-Bch-207572,Malacostraca,class
W-Bch-207572,Decapoda,order
W-Bch-207572,Plagusiidae,family
W-Bch-207572,Percnon,genus
W-Bch-207572,Percnon affine,species
W-Bch-207573,Metazoa,kingdom
W-Bch-207573,Arthropoda,phylum
W-Bch-207573,Malacostraca,class
W-Bch-207573,Decapoda,order
W-Bch-207573,Plagusiidae,family
W-Bch-207573,Percnon,genus
W-Bch-207573,Percnon guinotae,species
W-Bch-207574,Metazoa,kingdom
W-Bch-207574,Arthropoda,phylum
W-Bch-207574,Malacostraca,class
W-Bch-207574,Decapoda,order
W-Bch-207574,Plagusiidae,family
W-Bch-207574,Percnon,genus
W-Bch-207574,Percnon planissimum,species
Fis-21466,Metazoa,kingdom
Fis-21466,Chordata,phylum
Fis-21466,Actinopteri,class
Fis-21466,Pempheriformes,order
Fis-21466,Percophidae,family
Fis-21466,Percophis,genus
Fis-21466,Percophis brasiliensis,species
Fis-59608,Metazoa,kingdom
Fis-59608,Chordata,phylum
Fis-59608,Actinopteri,class
Fis-59608,Blenniiformes,order
Fis-59608,Blenniidae,family
Fis-59608,Pereulixia,genus
Fis-59608,Pereulixia kosiensis,species
W-Ase-178580,Metazoa,kingdom
W-Ase-178580,Echinodermata,phylum
W-Ase-178580,Asteroidea,class
W-Ase-178580,Spinulosida,order
W-Ase-178580,Korethrasteridae,family
W-Ase-178580,Peribolaster,genus
W-Ase-178580,Peribolaster folliculatus,species
W-Por-164768,Metazoa,kingdom
W-Por-164768,Porifera,phylum
W-Por-164768,Calcarea,class
W-Por-164768,Clathrinida,order
W-Por-164768,Leucettidae,family
W-Por-164768,Pericharax,genus
W-Por-164768,Pericharax heteroraphis,species
ITS-612327,Metazoa,kingdom
ITS-612327,Arthropoda,phylum
ITS-612327,Malacostraca,class
ITS-612327,Decapoda,order
ITS-612327,Palaemonidae,family
ITS-612327,Periclimenaeus,genus
ITS-612327,Periclimenaeus arabicus,species
ITS-612330,Metazoa,kingdom
ITS-612330,Arthropoda,phylum
ITS-612330,Malacostraca,class
ITS-612330,Decapoda,order
ITS-612330,Palaemonidae,family
ITS-612330,Periclimenaeus,genus
ITS-612330,Periclimenaeus bidentatus,species
ITS-612339,Metazoa,kingdom
ITS-612339,Arthropoda,phylum
ITS-612339,Malacostraca,class
ITS-612339,Decapoda,order
ITS-612339,Palaemonidae,family
ITS-612339,Periclimenaeus,genus
ITS-612339,Periclimenaeus hecate,species
ITS-612367,Metazoa,kingdom
ITS-612367,Arthropoda,phylum
ITS-612367,Malacostraca,class
ITS-612367,Decapoda,order
ITS-612367,Palaemonidae,family
ITS-612367,Periclimenaeus,genus
ITS-612367,Periclimenaeus tuamotae,species
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Metazoa,kingdom
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Arthropoda,phylum
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Malacostraca,class
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Decapoda,order
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Palaemonidae,family
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Periclimenella,genus
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Periclimenella spinifera,species
ITS-612373,Metazoa,kingdom
ITS-612373,Arthropoda,phylum
ITS-612373,Malacostraca,class
ITS-612373,Decapoda,order
ITS-612373,Palaemonidae,family
ITS-612373,Periclimenes,genus
ITS-612373,Periclimenes affinis,species
ITS-612391,Metazoa,kingdom
ITS-612391,Arthropoda,phylum
ITS-612391,Malacostraca,class
ITS-612391,Decapoda,order
ITS-612391,Palaemonidae,family
ITS-612391,Periclimenes,genus
ITS-612391,Periclimenes brevicarpalis,species
ITS-612402,Metazoa,kingdom
ITS-612402,Arthropoda,phylum
ITS-612402,Malacostraca,class
ITS-612402,Decapoda,order
ITS-612402,Palaemonidae,family
ITS-612402,Periclimenes,genus
ITS-612402,Periclimenes commensalis,species
ITS-612435,Metazoa,kingdom
ITS-612435,Arthropoda,phylum
ITS-612435,Malacostraca,class
ITS-612435,Decapoda,order
ITS-612435,Palaemonidae,family
ITS-612435,Echinopericlimenes,genus
ITS-612435,Echinopericlimenes hertwigi,species
ITS-612439,Metazoa,kingdom
ITS-612439,Arthropoda,phylum
ITS-612439,Malacostraca,class
ITS-612439,Decapoda,order
ITS-612439,Palaemonidae,family
ITS-612439,Periclimenes,genus
ITS-612439,Periclimenes imperator,species
ITS-612440,Metazoa,kingdom
ITS-612440,Arthropoda,phylum
ITS-612440,Malacostraca,class
ITS-612440,Decapoda,order
ITS-612440,Palaemonidae,family
ITS-612440,Periclimenes,genus
ITS-612440,Periclimenes incertus,species
ITS-612443,Metazoa,kingdom
ITS-612443,Arthropoda,phylum
ITS-612443,Malacostraca,class
ITS-612443,Decapoda,order
ITS-612443,Palaemonidae,family
ITS-612443,Periclimenes,genus
ITS-612443,Periclimenes inornatus,species
ITS-612449,Metazoa,kingdom
ITS-612449,Arthropoda,phylum
ITS-612449,Malacostraca,class
ITS-612449,Decapoda,order
ITS-612449,Palaemonidae,family
ITS-612449,Periclimenes,genus
ITS-612449,Periclimenes kempi,species
ITS-612495,Metazoa,kingdom
ITS-612495,Arthropoda,phylum
ITS-612495,Malacostraca,class
ITS-612495,Decapoda,order
ITS-612495,Palaemonidae,family
ITS-612495,Periclimenes,genus
ITS-612495,Periclimenes rectirostris,species
ITS-612506,Metazoa,kingdom
ITS-612506,Arthropoda,phylum
ITS-612506,Malacostraca,class
ITS-612506,Decapoda,order
ITS-612506,Palaemonidae,family
ITS-612506,Zenopontonia,genus
ITS-612506,Zenopontonia soror,species
ITS-612516,Metazoa,kingdom
ITS-612516,Arthropoda,phylum
ITS-612516,Malacostraca,class
ITS-612516,Decapoda,order
ITS-612516,Palaemonidae,family
ITS-612516,Periclimenes,genus
ITS-612516,Periclimenes uniunguiculatus,species
SLB-92733,Metazoa,kingdom
SLB-92733,Mollusca,phylum
SLB-92733,Bivalvia,class
SLB-92733,Veneroida,order
SLB-92733,Veneridae,family
SLB-92733,Periglypta,genus
SLB-92733,Periglypta clathrata,species
W-Msc-367983,Metazoa,kingdom
W-Msc-367983,Mollusca,phylum
W-Msc-367983,Bivalvia,class
W-Msc-367983,Veneroida,order
W-Msc-367983,Veneridae,family
W-Msc-367983,Periglypta,genus
W-Msc-367983,Periglypta puerpera,species
W-Pol-130408,Metazoa,kingdom
W-Pol-130408,Annelida,phylum
W-Pol-130408,Polychaeta,class
W-Pol-130408,Phyllodocida,order
W-Pol-130408,Nereididae,family
W-Pol-130408,Perinereis,genus
W-Pol-130408,Perinereis cultrifera,species
W-Pol-334441,Metazoa,kingdom
W-Pol-334441,Annelida,phylum
W-Pol-334441,Polychaeta,class
W-Pol-334441,Phyllodocida,order
W-Pol-334441,Nereididae,family
W-Pol-334441,Perinereis,genus
W-Pol-334441,Perinereis floridana,species
W-Pol-130411,Metazoa,kingdom
W-Pol-130411,Annelida,phylum
W-Pol-130411,Polychaeta,class
W-Pol-130411,Phyllodocida,order
W-Pol-130411,Nereididae,family
W-Pol-130411,Perinereis,genus
W-Pol-130411,Perinereis nuntia,species
W-Pol-334446,Metazoa,kingdom
W-Pol-334446,Annelida,phylum
W-Pol-334446,Polychaeta,class
W-Pol-334446,Phyllodocida,order
W-Pol-334446,Nereididae,family
W-Pol-334446,Perinereis,genus
W-Pol-334446,Perinereis obfuscata,species
W-Pol-209801,Metazoa,kingdom
W-Pol-209801,Annelida,phylum
W-Pol-209801,Polychaeta,class
W-Pol-209801,Phyllodocida,order
W-Pol-209801,Nereididae,family
W-Pol-209801,Perinereis,genus
W-Pol-209801,Perinereis suluana,species
W-Pol-334459,Metazoa,kingdom
W-Pol-334459,Annelida,phylum
W-Pol-334459,Polychaeta,class
W-Pol-334459,Phyllodocida,order
W-Pol-334459,Nereididae,family
W-Pol-334459,Perinereis,genus
W-Pol-334459,Perinereis vallata,species
W-Pol-209795,Metazoa,kingdom
W-Pol-209795,Annelida,phylum
W-Pol-209795,Polychaeta,class
W-Pol-209795,Phyllodocida,order
W-Pol-209795,Nereididae,family
W-Pol-209795,Perinereis,genus
W-Pol-209795,Perinereis vancaurica,species
W-Bch-217318,Metazoa,kingdom
W-Bch-217318,Arthropoda,phylum
W-Bch-217318,Malacostraca,class
W-Bch-217318,Decapoda,order
W-Bch-217318,Majidae,family
W-Bch-217318,Perinia,genus
W-Bch-217318,Perinia tumida,species
Fis-27005,Metazoa,kingdom
Fis-27005,Chordata,phylum
Fis-27005,Actinopteri,class
Fis-27005,Gobiiformes,order
Fis-27005,Gobiidae,family
Fis-27005,Periophthalmodon,genus
Fis-27005,Periophthalmodon schlosseri,species
Fis-32380,Metazoa,kingdom
Fis-32380,Chordata,phylum
Fis-32380,Actinopteri,class
Fis-32380,Gobiiformes,order
Fis-32380,Gobiidae,family
Fis-32380,Periophthalmus,genus
Fis-32380,Periophthalmus argentilineatus,species
Fis-28634,Metazoa,kingdom
Fis-28634,Chordata,phylum
Fis-28634,Actinopteri,class
Fis-28634,Gobiiformes,order
Fis-28634,Gobiidae,family
Fis-28634,Periophthalmus,genus
Fis-28634,Periophthalmus barbarus,species
Fis-57016,Metazoa,kingdom
Fis-57016,Chordata,phylum
Fis-57016,Actinopteri,class
Fis-57016,Gobiiformes,order
Fis-57016,Gobiidae,family
Fis-57016,Periophthalmus,genus
Fis-57016,Periophthalmus chrysospilos,species
Fis-32381,Metazoa,kingdom
Fis-32381,Chordata,phylum
Fis-32381,Actinopteri,class
Fis-32381,Gobiiformes,order
Fis-32381,Gobiidae,family
Fis-32381,Periophthalmus,genus
Fis-32381,Periophthalmus gracilis,species
Fis-32382,Metazoa,kingdom
Fis-32382,Chordata,phylum
Fis-32382,Actinopteri,class
Fis-32382,Gobiiformes,order
Fis-32382,Gobiidae,family
Fis-32382,Periophthalmus,genus
Fis-32382,Periophthalmus kalolo,species
Fis-32384,Metazoa,kingdom
Fis-32384,Chordata,phylum
Fis-32384,Actinopteri,class
Fis-32384,Gobiiformes,order
Fis-32384,Gobiidae,family
Fis-32384,Periophthalmus,genus
Fis-32384,Periophthalmus malaccensis,species
Fis-32385,Metazoa,kingdom
Fis-32385,Chordata,phylum
Fis-32385,Actinopteri,class
Fis-32385,Gobiiformes,order
Fis-32385,Gobiidae,family
Fis-32385,Periophthalmus,genus
Fis-32385,Periophthalmus minutus,species
Fis-132676,Metazoa,kingdom
Fis-132676,Chordata,phylum
Fis-132676,Actinopteri,class
Fis-132676,Gobiiformes,order
Fis-132676,Gobiidae,family
Fis-132676,Periophthalmus,genus
Fis-132676,Periophthalmus modestus,species
Fis-26558,Metazoa,kingdom
Fis-26558,Chordata,phylum
Fis-26558,Actinopteri,class
Fis-26558,Gobiiformes,order
Fis-26558,Gobiidae,family
Fis-26558,Periophthalmus,genus
Fis-26558,Periophthalmus novemradiatus,species
SLB-63122,Metazoa,kingdom
SLB-63122,Cnidaria,phylum
SLB-63122,Scyphozoa,class
SLB-63122,Coronatae,order
SLB-63122,Periphyllidae,family
SLB-63122,Periphylla,genus
SLB-63122,Periphylla periphylla,species
Fis-123128,Metazoa,kingdom
Fis-123128,Chordata,phylum
Fis-123128,Actinopteri,class
Fis-123128,Perciformes,order
Fis-123128,Peristediidae,family
Fis-123128,Peristedion,genus
Fis-123128,Peristedion barbiger,species
Fis-30859,Metazoa,kingdom
Fis-30859,Chordata,phylum
Fis-30859,Actinopteri,class
Fis-30859,Perciformes,order
Fis-30859,Peristediidae,family
Fis-30859,Peristedion,genus
Fis-30859,Peristedion brevirostre,species
Fis-23720,Metazoa,kingdom
Fis-23720,Chordata,phylum
Fis-23720,Actinopteri,class
Fis-23720,Perciformes,order
Fis-23720,Peristediidae,family
Fis-23720,Peristedion,genus
Fis-23720,Peristedion cataphractum,species
Fis-112590,Metazoa,kingdom
Fis-112590,Chordata,phylum
Fis-112590,Actinopteri,class
Fis-112590,Perciformes,order
Fis-112590,Peristediidae,family
Fis-112590,Peristedion,genus
Fis-112590,Peristedion ecuadorense,species
Fis-30860,Metazoa,kingdom
Fis-30860,Chordata,phylum
Fis-30860,Actinopteri,class
Fis-30860,Perciformes,order
Fis-30860,Peristediidae,family
Fis-30860,Peristedion,genus
Fis-30860,Peristedion gracile,species
Fis-33939,Metazoa,kingdom
Fis-33939,Chordata,phylum
Fis-33939,Actinopteri,class
Fis-33939,Perciformes,order
Fis-33939,Peristediidae,family
Fis-33939,Peristedion,genus
Fis-33939,Peristedion liorhynchus,species
Fis-30861,Metazoa,kingdom
Fis-30861,Chordata,phylum
Fis-30861,Actinopteri,class
Fis-30861,Perciformes,order
Fis-30861,Peristediidae,family
Fis-30861,Peristedion,genus
Fis-30861,Peristedion miniatum,species
Fis-54724,Metazoa,kingdom
Fis-54724,Chordata,phylum
Fis-54724,Actinopteri,class
Fis-54724,Perciformes,order
Fis-54724,Peristediidae,family
Fis-54724,Peristedion,genus
Fis-54724,Peristedion nierstraszi,species
Fis-54723,Metazoa,kingdom
Fis-54723,Chordata,phylum
Fis-54723,Actinopteri,class
Fis-54723,Perciformes,order
Fis-54723,Peristediidae,family
Fis-54723,Peristedion,genus
Fis-54723,Peristedion orientale,species
Fis-112582,Metazoa,kingdom
Fis-112582,Chordata,phylum
Fis-112582,Actinopteri,class
Fis-112582,Perciformes,order
Fis-112582,Peristediidae,family
Fis-112582,Peristedion,genus
Fis-112582,Peristedion truncatum,species
Fis-34133,Metazoa,kingdom
Fis-34133,Chordata,phylum
Fis-34133,Actinopteri,class
Fis-34133,Perciformes,order
Fis-34133,Peristediidae,family
Fis-34133,Peristedion,genus
Fis-34133,Peristedion weberi,species
W-Msc-208048,Metazoa,kingdom
W-Msc-208048,Mollusca,phylum
W-Msc-208048,Gastropoda,class
W-Msc-208048,Neogastropoda,order
W-Msc-208048,Fasciolariidae,family
W-Msc-208048,Peristernia,genus
W-Msc-208048,Peristernia nassatula,species
SLB-169149,Metazoa,kingdom
SLB-169149,Mollusca,phylum
SLB-169149,Gastropoda,class
SLB-169149,Neogastropoda,order
SLB-169149,Fasciolariidae,family
SLB-169149,Peristernia,genus
SLB-169149,Peristernia reincarnata,species
Fis-126925,Metazoa,kingdom
Fis-126925,Chordata,phylum
Fis-126925,Actinopteri,class
Fis-126925,Perciformes,order
Fis-126925,Aploactinidae,family
Fis-126925,Peristrominous,genus
Fis-126925,Peristrominous dolosus,species
W-Ase-172753,Metazoa,kingdom
W-Ase-172753,Echinodermata,phylum
W-Ase-172753,Asteroidea,class
W-Ase-172753,Valvatida,order
W-Ase-172753,Ganeriidae,family
W-Ase-172753,Perknaster,genus
W-Ase-172753,Perknaster fuscus,species
W-Msc-140483,Metazoa,kingdom
W-Msc-140483,Mollusca,phylum
W-Msc-140483,Bivalvia,class
W-Msc-140483,Mytiloida,order
W-Msc-140483,Mytilidae,family
W-Msc-140483,Perna,genus
W-Msc-140483,Perna perna,species
W-Msc-367822,Metazoa,kingdom
W-Msc-367822,Mollusca,phylum
W-Msc-367822,Bivalvia,class
W-Msc-367822,Mytiloida,order
W-Msc-367822,Mytilidae,family
W-Msc-367822,Perna,genus
W-Msc-367822,Perna viridis,species
URM-2-2736,Metazoa,kingdom
URM-2-2736,Chordata,phylum
URM-2-2736,Ascidiacea,class
URM-2-2736,Enterogona,order
URM-2-2736,Perophoridae,family
URM-2-2736,Perophora,genus
URM-2-2736,Perophora multiclathrata,species
URM-2-2745,Metazoa,kingdom
URM-2-2745,Chordata,phylum
URM-2-2745,Ascidiacea,class
URM-2-2745,Enterogona,order
URM-2-2745,Perophoridae,family
URM-2-2745,Perophora,genus
URM-2-2745,Perophora viridis,species
W-Msc-413453,Metazoa,kingdom
W-Msc-413453,Mollusca,phylum
W-Msc-413453,Gastropoda,class
W-Msc-413453,Pleurotomariida,order
W-Msc-413453,Pleurotomariidae,family
W-Msc-413453,Perotrochus,genus
W-Msc-413453,Perotrochus amabilis,species
W-Msc-467988,Metazoa,kingdom
W-Msc-467988,Mollusca,phylum
W-Msc-467988,Gastropoda,class
W-Msc-467988,Pleurotomariida,order
W-Msc-467988,Pleurotomariidae,family
W-Msc-467988,Perotrochus,genus
W-Msc-467988,Perotrochus lucaya,species
W-Msc-467973,Metazoa,kingdom
W-Msc-467973,Mollusca,phylum
W-Msc-467973,Gastropoda,class
W-Msc-467973,Pleurotomariida,order
W-Msc-467973,Pleurotomariidae,family
W-Msc-467973,Perotrochus,genus
