am_sid,name,rank
Fis-144634,Metazoa,kingdom
Fis-144634,Chordata,phylum
Fis-144634,Actinopteri,class
Fis-144634,Lophiiformes,order
Fis-144634,Linophrynidae,family
Fis-144634,Linophryne,genus
Fis-144634,Linophryne macrodon,species
URM-Cn-10110,Metazoa,kingdom
URM-Cn-10110,Cnidaria,phylum
URM-Cn-10110,Scyphozoa,class
URM-Cn-10110,Coronatae,order
URM-Cn-10110,Linuchidae,family
URM-Cn-10110,Linuche,genus
URM-Cn-10110,Linuche unguiculata,species
ITS-552960,Metazoa,kingdom
ITS-552960,Arthropoda,phylum
ITS-552960,Malacostraca,class
ITS-552960,Decapoda,order
ITS-552960,Palinuridae,family
ITS-552960,Linuparus,genus
ITS-552960,Linuparus somniosus,species
ITS-552961,Metazoa,kingdom
ITS-552961,Arthropoda,phylum
ITS-552961,Malacostraca,class
ITS-552961,Decapoda,order
ITS-552961,Palinuridae,family
ITS-552961,Linuparus,genus
ITS-552961,Linuparus sordidus,species
ITS-552962,Metazoa,kingdom
ITS-552962,Arthropoda,phylum
ITS-552962,Malacostraca,class
ITS-552962,Decapoda,order
ITS-552962,Palinuridae,family
ITS-552962,Linuparus,genus
ITS-552962,Linuparus trigonus,species
W-Bch-107386,Metazoa,kingdom
W-Bch-107386,Arthropoda,phylum
W-Bch-107386,Malacostraca,class
W-Bch-107386,Decapoda,order
W-Bch-107386,Polybiidae,family
W-Bch-107386,Liocarcinus,genus
W-Bch-107386,Liocarcinus corrugatus,species
W-Bch-107392,Metazoa,kingdom
W-Bch-107392,Arthropoda,phylum
W-Bch-107392,Malacostraca,class
W-Bch-107392,Decapoda,order
W-Bch-107392,Polybiidae,family
W-Bch-107392,Liocarcinus,genus
W-Bch-107392,Liocarcinus navigator,species
W-Bch-107394,Metazoa,kingdom
W-Bch-107394,Arthropoda,phylum
W-Bch-107394,Malacostraca,class
W-Bch-107394,Decapoda,order
W-Bch-107394,Polybiidae,family
W-Bch-107394,Liocarcinus,genus
W-Bch-107394,Liocarcinus vernalis,species
W-Bch-209145,Metazoa,kingdom
W-Bch-209145,Arthropoda,phylum
W-Bch-209145,Malacostraca,class
W-Bch-209145,Decapoda,order
W-Bch-209145,Xanthidae,family
W-Bch-209145,Liocarpilodes,genus
W-Bch-209145,Liocarpilodes armiger,species
W-Bch-209144,Metazoa,kingdom
W-Bch-209144,Arthropoda,phylum
W-Bch-209144,Malacostraca,class
W-Bch-209144,Decapoda,order
W-Bch-209144,Xanthidae,family
W-Bch-209144,Liocarpilodes,genus
W-Bch-209144,Liocarpilodes harmsi,species
W-Bch-209142,Metazoa,kingdom
W-Bch-209142,Arthropoda,phylum
W-Bch-209142,Malacostraca,class
W-Bch-209142,Decapoda,order
W-Bch-209142,Xanthidae,family
W-Bch-209142,Liocarpilodes,genus
W-Bch-209142,Liocarpilodes integerrimus,species
W-Msc-507761,Metazoa,kingdom
W-Msc-507761,Mollusca,phylum
W-Msc-507761,Bivalvia,class
W-Msc-507761,Veneroida,order
W-Msc-507761,Veneridae,family
W-Msc-507761,Lioconcha,genus
W-Msc-507761,Lioconcha annettae,species
W-Msc-216581,Metazoa,kingdom
W-Msc-216581,Mollusca,phylum
W-Msc-216581,Bivalvia,class
W-Msc-216581,Veneroida,order
W-Msc-216581,Veneridae,family
W-Msc-216581,Lioconcha,genus
W-Msc-216581,Lioconcha ornata,species
Fis-161496,Metazoa,kingdom
Fis-161496,Chordata,phylum
Fis-161496,Actinopteri,class
Fis-161496,Perciformes,order
Fis-161496,Tetrarogidae,family
Fis-161496,Liocranium,genus
Fis-161496,Liocranium pleurostigma,species
Fis-22363,Metazoa,kingdom
Fis-22363,Chordata,phylum
Fis-22363,Actinopteri,class
Fis-22363,Perciformes,order
Fis-22363,Tetrarogidae,family
Fis-22363,Liocranium,genus
Fis-22363,Liocranium praepositum,species
W-Bch-208982,Metazoa,kingdom
W-Bch-208982,Arthropoda,phylum
W-Bch-208982,Malacostraca,class
W-Bch-208982,Decapoda,order
W-Bch-208982,Xanthidae,family
W-Bch-208982,Liomera,genus
W-Bch-208982,Liomera bella,species
W-Bch-208975,Metazoa,kingdom
W-Bch-208975,Arthropoda,phylum
W-Bch-208975,Malacostraca,class
W-Bch-208975,Decapoda,order
W-Bch-208975,Xanthidae,family
W-Bch-208975,Liomera,genus
W-Bch-208975,Liomera cinctimana,species
W-Bch-208983,Metazoa,kingdom
W-Bch-208983,Arthropoda,phylum
W-Bch-208983,Malacostraca,class
W-Bch-208983,Decapoda,order
W-Bch-208983,Xanthidae,family
W-Bch-208983,Liomera,genus
W-Bch-208983,Liomera monticulosa,species
W-Bch-208986,Metazoa,kingdom
W-Bch-208986,Arthropoda,phylum
W-Bch-208986,Malacostraca,class
W-Bch-208986,Decapoda,order
W-Bch-208986,Xanthidae,family
W-Bch-208986,Liomera,genus
W-Bch-208986,Liomera rugata,species
W-Bch-208992,Metazoa,kingdom
W-Bch-208992,Arthropoda,phylum
W-Bch-208992,Malacostraca,class
W-Bch-208992,Decapoda,order
W-Bch-208992,Xanthidae,family
W-Bch-208992,Liomera,genus
W-Bch-208992,Liomera tristis,species
W-Bch-208988,Metazoa,kingdom
W-Bch-208988,Arthropoda,phylum
W-Bch-208988,Malacostraca,class
W-Bch-208988,Decapoda,order
W-Bch-208988,Xanthidae,family
W-Bch-208988,Liomera,genus
W-Bch-208988,Liomera venosa,species
Fis-28471,Metazoa,kingdom
Fis-28471,Chordata,phylum
Fis-28471,Actinopteri,class
Fis-28471,Perciformes,order
Fis-28471,Serranidae,family
Fis-28471,Liopropoma,genus
Fis-28471,Liopropoma carmabi,species
Fis-24740,Metazoa,kingdom
Fis-24740,Chordata,phylum
Fis-24740,Actinopteri,class
Fis-24740,Perciformes,order
Fis-24740,Serranidae,family
Fis-24740,Liopropoma,genus
Fis-24740,Liopropoma eukrines,species
Fis-58277,Metazoa,kingdom
Fis-58277,Chordata,phylum
Fis-58277,Actinopteri,class
Fis-58277,Perciformes,order
Fis-58277,Serranidae,family
Fis-58277,Liopropoma,genus
Fis-58277,Liopropoma fasciatum,species
Fis-35390,Metazoa,kingdom
Fis-35390,Chordata,phylum
Fis-35390,Actinopteri,class
Fis-35390,Perciformes,order
Fis-35390,Serranidae,family
Fis-35390,Liopropoma,genus
Fis-35390,Liopropoma lemniscatum,species
Fis-28660,Metazoa,kingdom
Fis-28660,Chordata,phylum
Fis-28660,Actinopteri,class
Fis-28660,Perciformes,order
Fis-28660,Serranidae,family
Fis-28660,Liopropoma,genus
Fis-28660,Liopropoma lunulatum,species
Fis-28649,Metazoa,kingdom
Fis-28649,Chordata,phylum
Fis-28649,Actinopteri,class
Fis-28649,Perciformes,order
Fis-28649,Serranidae,family
Fis-28649,Liopropoma,genus
Fis-28649,Liopropoma maculatum,species
Fis-32819,Metazoa,kingdom
Fis-32819,Chordata,phylum
Fis-32819,Actinopteri,class
Fis-32819,Perciformes,order
Fis-32819,Serranidae,family
Fis-32819,Liopropoma,genus
Fis-32819,Liopropoma mitratum,species
Fis-30243,Metazoa,kingdom
Fis-30243,Chordata,phylum
Fis-30243,Actinopteri,class
Fis-30243,Perciformes,order
Fis-30243,Serranidae,family
Fis-30243,Liopropoma,genus
Fis-30243,Liopropoma mowbrayi,species
Fis-169397,Metazoa,kingdom
Fis-169397,Chordata,phylum
Fis-169397,Actinopteri,class
Fis-169397,Perciformes,order
Fis-169397,Serranidae,family
Fis-169397,Liopropoma,genus
Fis-169397,Liopropoma olneyi,species
Fis-26480,Metazoa,kingdom
Fis-26480,Chordata,phylum
Fis-26480,Actinopteri,class
Fis-26480,Perciformes,order
Fis-26480,Serranidae,family
Fis-26480,Liopropoma,genus
Fis-26480,Liopropoma pallidum,species
Fis-168278,Metazoa,kingdom
Fis-168278,Chordata,phylum
Fis-168278,Actinopteri,class
Fis-168278,Perciformes,order
Fis-168278,Serranidae,family
Fis-168278,Liopropoma,genus
Fis-168278,Liopropoma randalli,species
Fis-30244,Metazoa,kingdom
Fis-30244,Chordata,phylum
Fis-30244,Actinopteri,class
Fis-30244,Perciformes,order
Fis-30244,Serranidae,family
Fis-30244,Liopropoma,genus
Fis-30244,Liopropoma rubre,species
Fis-169396,Metazoa,kingdom
Fis-169396,Chordata,phylum
Fis-169396,Actinopteri,class
Fis-169396,Perciformes,order
Fis-169396,Serranidae,family
Fis-169396,Liopropoma,genus
Fis-169396,Liopropoma santi,species
Fis-26482,Metazoa,kingdom
Fis-26482,Chordata,phylum
Fis-26482,Actinopteri,class
Fis-26482,Perciformes,order
Fis-26482,Serranidae,family
Fis-26482,Liopropoma,genus
Fis-26482,Liopropoma susumi,species
Fis-35394,Metazoa,kingdom
Fis-35394,Chordata,phylum
Fis-35394,Actinopteri,class
Fis-35394,Perciformes,order
Fis-35394,Serranidae,family
Fis-35394,Liopropoma,genus
Fis-35394,Liopropoma tonstrinum,species
Fis-24741,Metazoa,kingdom
Fis-24741,Chordata,phylum
Fis-24741,Actinopteri,class
Fis-24741,Pleuronectiformes,order
Fis-24741,Pleuronectidae,family
Fis-24741,Liopsetta,genus
Fis-24741,Liopsetta glacialis,species
Fis-35246,Metazoa,kingdom
Fis-35246,Chordata,phylum
Fis-35246,Actinopteri,class
Fis-35246,Perciformes,order
Fis-35246,Setarchidae,family
Fis-35246,Lioscorpius,genus
Fis-35246,Lioscorpius longiceps,species
W-Por-165680,Metazoa,kingdom
W-Por-165680,Porifera,phylum
W-Por-165680,Demospongiae,class
W-Por-165680,Bubarida,order
W-Por-165680,Dictyonellidae,family
W-Por-165680,Liosina,genus
W-Por-165680,Liosina paradoxa,species
W-Bra-235459,Metazoa,kingdom
W-Bra-235459,Brachiopoda,phylum
W-Bra-235459,Rhynchonellata,class
W-Bra-235459,Terebratulida,order
W-Bra-235459,Terebratulidae,family
W-Bra-235459,Liothyrella,genus
W-Bra-235459,Liothyrella neozelanica,species
W-Bra-231830,Metazoa,kingdom
W-Bra-231830,Brachiopoda,phylum
W-Bra-231830,Rhynchonellata,class
W-Bra-231830,Terebratulida,order
W-Bra-231830,Terebratulidae,family
W-Bra-231830,Liothyrella,genus
W-Bra-231830,Liothyrella uva,species
SLB-118765,Metazoa,kingdom
SLB-118765,Mollusca,phylum
SLB-118765,Gastropoda,class
SLB-118765,Trochida,order
SLB-118765,Turbinidae,family
SLB-118765,Liotina,genus
SLB-118765,Liotina peronii,species
Fis-54878,Metazoa,kingdom
Fis-54878,Chordata,phylum
Fis-54878,Actinopteri,class
Fis-54878,Perciformes,order
Fis-54878,Liparidae,family
Fis-54878,Liparis,genus
Fis-54878,Liparis agassizii,species
Fis-24743,Metazoa,kingdom
Fis-24743,Chordata,phylum
Fis-24743,Actinopteri,class
Fis-24743,Perciformes,order
Fis-24743,Liparidae,family
Fis-24743,Liparis,genus
Fis-24743,Liparis atlanticus,species
Fis-170112,Metazoa,kingdom
Fis-170112,Chordata,phylum
Fis-170112,Actinopteri,class
Fis-170112,Perciformes,order
Fis-170112,Liparidae,family
Fis-170112,Liparis,genus
Fis-170112,Liparis bathyarcticus,species
Fis-24744,Metazoa,kingdom
Fis-24744,Chordata,phylum
Fis-24744,Actinopteri,class
Fis-24744,Perciformes,order
Fis-24744,Liparidae,family
Fis-24744,Liparis,genus
Fis-24744,Liparis callyodon,species
Fis-125618,Metazoa,kingdom
Fis-125618,Chordata,phylum
Fis-125618,Actinopteri,class
Fis-125618,Perciformes,order
Fis-125618,Liparidae,family
Fis-125618,Liparis,genus
Fis-125618,Liparis curilensis,species
Fis-30834,Metazoa,kingdom
Fis-30834,Chordata,phylum
Fis-30834,Actinopteri,class
Fis-30834,Perciformes,order
Fis-30834,Liparidae,family
Fis-30834,Liparis,genus
Fis-30834,Liparis cyclopus,species
Fis-30836,Metazoa,kingdom
Fis-30836,Chordata,phylum
Fis-30836,Actinopteri,class
Fis-30836,Perciformes,order
Fis-30836,Liparidae,family
Fis-30836,Liparis,genus
Fis-30836,Liparis dennyi,species
Fis-47519,Metazoa,kingdom
Fis-47519,Chordata,phylum
Fis-47519,Actinopteri,class
Fis-47519,Perciformes,order
Fis-47519,Liparidae,family
Fis-47519,Liparis,genus
Fis-47519,Liparis fabricii,species
Fis-24745,Metazoa,kingdom
Fis-24745,Chordata,phylum
Fis-24745,Actinopteri,class
Fis-24745,Perciformes,order
Fis-24745,Liparidae,family
Fis-24745,Liparis,genus
Fis-24745,Liparis florae,species
Fis-54877,Metazoa,kingdom
Fis-54877,Chordata,phylum
Fis-54877,Actinopteri,class
Fis-54877,Perciformes,order
Fis-54877,Liparidae,family
Fis-54877,Liparis,genus
Fis-54877,Liparis frenatus,species
Fis-30837,Metazoa,kingdom
Fis-30837,Chordata,phylum
Fis-30837,Actinopteri,class
Fis-30837,Perciformes,order
Fis-30837,Liparidae,family
Fis-30837,Liparis,genus
Fis-30837,Liparis fucensis,species
Fis-30835,Metazoa,kingdom
Fis-30835,Chordata,phylum
Fis-30835,Actinopteri,class
Fis-30835,Perciformes,order
Fis-30835,Liparidae,family
Fis-30835,Liparis,genus
Fis-30835,Liparis gibbus,species
Fis-30838,Metazoa,kingdom
Fis-30838,Chordata,phylum
Fis-30838,Actinopteri,class
Fis-30838,Perciformes,order
Fis-30838,Liparidae,family
Fis-30838,Liparis,genus
Fis-30838,Liparis inquilinus,species
Fis-23598,Metazoa,kingdom
Fis-23598,Chordata,phylum
Fis-23598,Actinopteri,class
Fis-23598,Perciformes,order
Fis-23598,Liparidae,family
Fis-23598,Liparis,genus
Fis-23598,Liparis liparis,species
Fis-54870,Metazoa,kingdom
Fis-54870,Chordata,phylum
Fis-54870,Actinopteri,class
Fis-54870,Perciformes,order
Fis-54870,Liparidae,family
Fis-54870,Liparis,genus
Fis-54870,Liparis miostomus,species
Fis-23599,Metazoa,kingdom
Fis-23599,Chordata,phylum
Fis-23599,Actinopteri,class
Fis-23599,Perciformes,order
Fis-23599,Liparidae,family
Fis-23599,Liparis,genus
Fis-23599,Liparis montagui,species
Fis-30840,Metazoa,kingdom
Fis-30840,Chordata,phylum
Fis-30840,Actinopteri,class
Fis-30840,Perciformes,order
Fis-30840,Liparidae,family
Fis-30840,Liparis,genus
Fis-30840,Liparis mucosus,species
Fis-54879,Metazoa,kingdom
Fis-54879,Chordata,phylum
Fis-54879,Actinopteri,class
Fis-54879,Perciformes,order
Fis-54879,Liparidae,family
Fis-54879,Liparis,genus
Fis-54879,Liparis ochotensis,species
Fis-30841,Metazoa,kingdom
Fis-30841,Chordata,phylum
Fis-30841,Actinopteri,class
Fis-30841,Perciformes,order
Fis-30841,Liparidae,family
Fis-30841,Liparis,genus
Fis-30841,Liparis pulchellus,species
Fis-54872,Metazoa,kingdom
Fis-54872,Chordata,phylum
Fis-54872,Actinopteri,class
Fis-54872,Perciformes,order
Fis-54872,Liparidae,family
Fis-54872,Liparis,genus
Fis-54872,Liparis punctulatus,species
Fis-24746,Metazoa,kingdom
Fis-24746,Chordata,phylum
Fis-24746,Actinopteri,class
Fis-24746,Perciformes,order
Fis-24746,Liparidae,family
Fis-24746,Liparis,genus
Fis-24746,Liparis rutteri,species
Fis-154283,Metazoa,kingdom
Fis-154283,Chordata,phylum
Fis-154283,Actinopteri,class
Fis-154283,Perciformes,order
Fis-154283,Liparidae,family
Fis-154283,Liparis,genus
Fis-154283,Liparis tanakae,species
Fis-54882,Metazoa,kingdom
Fis-54882,Chordata,phylum
Fis-54882,Actinopteri,class
Fis-54882,Perciformes,order
Fis-54882,Liparidae,family
Fis-54882,Liparis,genus
Fis-54882,Liparis tessellatus,species
Fis-30842,Metazoa,kingdom
Fis-30842,Chordata,phylum
Fis-30842,Actinopteri,class
Fis-30842,Perciformes,order
Fis-30842,Liparidae,family
Fis-30842,Liparis,genus
Fis-30842,Liparis tunicatus,species
Fis-54902,Metazoa,kingdom
Fis-54902,Chordata,phylum
Fis-54902,Actinopteri,class
Fis-54902,Perciformes,order
Fis-54902,Liparidae,family
Fis-54902,Lipariscus,genus
Fis-54902,Lipariscus nanus,species
SLB-159399,Metazoa,kingdom
SLB-159399,Echinodermata,phylum
SLB-159399,Crinoidea,class
SLB-159399,Comatulida,order
SLB-159399,Mariametridae,family
SLB-159399,Liparometra,genus
SLB-159399,Liparometra articulata,species
Fis-23600,Metazoa,kingdom
Fis-23600,Chordata,phylum
Fis-23600,Actinopteri,class
Fis-23600,Lutjaniformes,order
Fis-23600,Lutjanidae,family
Fis-23600,Lipocheilus,genus
Fis-23600,Lipocheilus carnolabrum,species
Fis-30993,Metazoa,kingdom
Fis-30993,Chordata,phylum
Fis-30993,Actinopteri,class
Fis-30993,Notacanthiformes,order
Fis-30993,Notacanthidae,family
Fis-30993,Lipogenys,genus
Fis-30993,Lipogenys gillii,species
Fis-35004,Metazoa,kingdom
Fis-35004,Chordata,phylum
Fis-35004,Actinopteri,class
Fis-35004,Grammatidae,family
Fis-35004,Lipogramma,genus
Fis-35004,Lipogramma anabantoides,species
Fis-35005,Metazoa,kingdom
Fis-35005,Chordata,phylum
Fis-35005,Actinopteri,class
Fis-35005,Grammatidae,family
Fis-35005,Lipogramma,genus
Fis-35005,Lipogramma evides,species
Fis-35007,Metazoa,kingdom
Fis-35007,Chordata,phylum
Fis-35007,Actinopteri,class
Fis-35007,Grammatidae,family
Fis-35007,Lipogramma,genus
Fis-35007,Lipogramma klayi,species
Fis-114946,Metazoa,kingdom
Fis-114946,Chordata,phylum
Fis-114946,Actinopteri,class
Fis-114946,Grammatidae,family
Fis-114946,Lipogramma,genus
Fis-114946,Lipogramma trilineata,species
Fis-147731,Metazoa,kingdom
Fis-147731,Chordata,phylum
Fis-147731,Actinopteri,class
Fis-147731,Argentiniformes,order
Fis-147731,Bathylagidae,family
Fis-147731,Lipolagus,genus
Fis-147731,Lipolagus ochotensis,species
Fis-27330,Metazoa,kingdom
Fis-27330,Chordata,phylum
Fis-27330,Actinopteri,class
Fis-27330,Blenniiformes,order
Fis-27330,Blenniidae,family
Fis-27330,Lipophrys,genus
Fis-27330,Lipophrys pholis,species
Fis-49074,Metazoa,kingdom
Fis-49074,Chordata,phylum
Fis-49074,Actinopteri,class
Fis-49074,Blenniiformes,order
Fis-49074,Blenniidae,family
Fis-49074,Lipophrys,genus
Fis-49074,Lipophrys trigloides,species
W-Hyd-117568,Metazoa,kingdom
W-Hyd-117568,Cnidaria,phylum
W-Hyd-117568,Hydrozoa,class
W-Hyd-117568,Trachymedusae,order
W-Hyd-117568,Geryoniidae,family
W-Hyd-117568,Liriope,genus
W-Hyd-117568,Liriope tetraphylla,species
W-Msc-420942,Metazoa,kingdom
W-Msc-420942,Mollusca,phylum
W-Msc-420942,Bivalvia,class
W-Msc-420942,Veneroida,order
W-Msc-420942,Veneridae,family
W-Msc-420942,Lirophora,genus
W-Msc-420942,Lirophora latilirata,species
W-Msc-420943,Metazoa,kingdom
W-Msc-420943,Mollusca,phylum
W-Msc-420943,Bivalvia,class
W-Msc-420943,Veneroida,order
W-Msc-420943,Veneridae,family
W-Msc-420943,Lirophora,genus
W-Msc-420943,Lirophora paphia,species
W-Msc-419392,Metazoa,kingdom
W-Msc-419392,Mollusca,phylum
W-Msc-419392,Gastropoda,class
W-Msc-419392,Seguenziida,order
W-Msc-419392,Chilodontidae,family
W-Msc-419392,Lischkeia,genus
W-Msc-419392,Lischkeia imperialis,species
W-Msc-197240,Metazoa,kingdom
W-Msc-197240,Mollusca,phylum
W-Msc-197240,Bivalvia,class
W-Msc-197240,Arcoida,order
W-Msc-197240,Philobryidae,family
W-Msc-197240,Lissarca,genus
W-Msc-197240,Lissarca miliaris,species
W-Msc-197241,Metazoa,kingdom
W-Msc-197241,Mollusca,phylum
W-Msc-197241,Bivalvia,class
W-Msc-197241,Arcoida,order
W-Msc-197241,Philobryidae,family
W-Msc-197241,Lissarca,genus
W-Msc-197241,Lissarca notorcadensis,species
Fis-112415,Metazoa,kingdom
Fis-112415,Chordata,phylum
Fis-112415,Actinopteri,class
Fis-112415,Syngnathiformes,order
Fis-112415,Syngnathidae,family
Fis-112415,Lissocampus,genus
Fis-112415,Lissocampus runa,species
W-Bch-208767,Metazoa,kingdom
W-Bch-208767,Arthropoda,phylum
W-Bch-208767,Malacostraca,class
W-Bch-208767,Decapoda,order
W-Bch-208767,Portunidae,family
W-Bch-208767,Lissocarcinus,genus
W-Bch-208767,Lissocarcinus orbicularis,species
URM-2-2385,Metazoa,kingdom
URM-2-2385,Chordata,phylum
URM-2-2385,Ascidiacea,class
URM-2-2385,Enterogona,order
URM-2-2385,Didemnidae,family
URM-2-2385,Lissoclinum,genus
URM-2-2385,Lissoclinum abdominale,species
URM-2-2388,Metazoa,kingdom
URM-2-2388,Chordata,phylum
URM-2-2388,Ascidiacea,class
URM-2-2388,Enterogona,order
URM-2-2388,Didemnidae,family
URM-2-2388,Lissoclinum,genus
URM-2-2388,Lissoclinum badium,species
URM-2-2390,Metazoa,kingdom
URM-2-2390,Chordata,phylum
URM-2-2390,Ascidiacea,class
URM-2-2390,Enterogona,order
URM-2-2390,Didemnidae,family
URM-2-2390,Lissoclinum,genus
URM-2-2390,Lissoclinum bistratum,species
URM-2-2399,Metazoa,kingdom
URM-2-2399,Chordata,phylum
URM-2-2399,Ascidiacea,class
URM-2-2399,Enterogona,order
URM-2-2399,Didemnidae,family
URM-2-2399,Lissoclinum,genus
URM-2-2399,Lissoclinum fragile,species
URM-2-2413,Metazoa,kingdom
URM-2-2413,Chordata,phylum
URM-2-2413,Ascidiacea,class
URM-2-2413,Enterogona,order
URM-2-2413,Didemnidae,family
URM-2-2413,Lissoclinum,genus
URM-2-2413,Lissoclinum patella,species
URM-2-2430,Metazoa,kingdom
URM-2-2430,Chordata,phylum
URM-2-2430,Ascidiacea,class
URM-2-2430,Enterogona,order
URM-2-2430,Didemnidae,family
URM-2-2430,Lissoclinum,genus
URM-2-2430,Lissoclinum timorense,species
URM-2-2434,Metazoa,kingdom
URM-2-2434,Chordata,phylum
URM-2-2434,Ascidiacea,class
URM-2-2434,Enterogona,order
URM-2-2434,Didemnidae,family
URM-2-2434,Lissoclinum,genus
URM-2-2434,Lissoclinum vareau,species
ITS-Mam-180454,Metazoa,kingdom
ITS-Mam-180454,Chordata,phylum
ITS-Mam-180454,Mammalia,class
ITS-Mam-180454,Artiodactyla,order
ITS-Mam-180454,Delphinidae,family
ITS-Mam-180454,Lissodelphis,genus
ITS-Mam-180454,Lissodelphis borealis,species
ITS-Mam-180455,Metazoa,kingdom
ITS-Mam-180455,Chordata,phylum
ITS-Mam-180455,Mammalia,class
ITS-Mam-180455,Artiodactyla,order
ITS-Mam-180455,Delphinidae,family
ITS-Mam-180455,Lissodelphis,genus
ITS-Mam-180455,Lissodelphis peronii,species
W-Por-168949,Metazoa,kingdom
W-Por-168949,Porifera,phylum
W-Por-168949,Demospongiae,class
W-Por-168949,Poecilosclerida,order
W-Por-168949,Coelosphaeridae,family
W-Por-168949,Lissodendoryx,genus
W-Por-168949,Lissodendoryx colombiensis,species
W-Por-168968,Metazoa,kingdom
W-Por-168968,Porifera,phylum
W-Por-168968,Demospongiae,class
W-Por-168968,Poecilosclerida,order
W-Por-168968,Coelosphaeridae,family
W-Por-168968,Lissodendoryx,genus
W-Por-168968,Lissodendoryx isodictyalis,species
W-Por-134440,Metazoa,kingdom
W-Por-134440,Porifera,phylum
W-Por-134440,Demospongiae,class
W-Por-134440,Poecilosclerida,order
W-Por-134440,Coelosphaeridae,family
W-Por-134440,Lissodendoryx,genus
W-Por-134440,Lissodendoryx schmidti,species
ITS-154871,Metazoa,kingdom
ITS-154871,Annelida,phylum
ITS-154871,Polychaeta,class
ITS-154871,Aspidosiphonidormes,order
ITS-154871,Aspidosiphonidae,family
ITS-154871,Lithacrosiphon,genus
ITS-154871,Lithacrosiphon cristatus,species
ITS-660179,Metazoa,kingdom
ITS-660179,Arthropoda,phylum
ITS-660179,Malacostraca,class
ITS-660179,Decapoda,order
ITS-660179,Lithodidae,family
ITS-660179,Lithodes,genus
ITS-660179,Lithodes aequispinus,species
SLB-101029,Metazoa,kingdom
SLB-101029,Arthropoda,phylum
SLB-101029,Malacostraca,class
SLB-101029,Decapoda,order
SLB-101029,Lithodidae,family
SLB-101029,Lithodes,genus
SLB-101029,Lithodes confundens,species
ITS-660180,Metazoa,kingdom
ITS-660180,Arthropoda,phylum
ITS-660180,Malacostraca,class
ITS-660180,Decapoda,order
ITS-660180,Lithodidae,family
ITS-660180,Lithodes,genus
ITS-660180,Lithodes longispina,species
SLB-88712,Metazoa,kingdom
SLB-88712,Arthropoda,phylum
SLB-88712,Malacostraca,class
SLB-88712,Decapoda,order
SLB-88712,Lithodidae,family
SLB-88712,Lithodes,genus
SLB-88712,Lithodes murrayi,species
SLB-100969,Metazoa,kingdom
SLB-100969,Arthropoda,phylum
SLB-100969,Malacostraca,class
SLB-100969,Decapoda,order
SLB-100969,Lithodidae,family
SLB-100969,Lithodes,genus
SLB-100969,Lithodes santolla,species
SLB-100972,Metazoa,kingdom
SLB-100972,Arthropoda,phylum
SLB-100972,Malacostraca,class
SLB-100972,Decapoda,order
SLB-100972,Lithodidae,family
SLB-100972,Lithodes,genus
SLB-100972,Lithodes turkayi,species
Fis-23176,Metazoa,kingdom
Fis-23176,Chordata,phylum
Fis-23176,Actinopteri,class
Fis-23176,Spariformes,order
Fis-23176,Sparidae,family
Fis-23176,Lithognathus,genus
Fis-23176,Lithognathus lithognathus,species
Fis-23177,Metazoa,kingdom
Fis-23177,Chordata,phylum
Fis-23177,Actinopteri,class
Fis-23177,Spariformes,order
Fis-23177,Sparidae,family
Fis-23177,Lithognathus,genus
Fis-23177,Lithognathus mormyrus,species
SLB-69074,Metazoa,kingdom
SLB-69074,Mollusca,phylum
SLB-69074,Bivalvia,class
SLB-69074,Mytiloida,order
SLB-69074,Mytilidae,family
SLB-69074,Lithophaga,genus
SLB-69074,Lithophaga antillarum,species
W-Msc-225182,Metazoa,kingdom
W-Msc-225182,Mollusca,phylum
W-Msc-225182,Bivalvia,class
W-Msc-225182,Mytiloida,order
W-Msc-225182,Mytilidae,family
W-Msc-225182,Lithophaga,genus
W-Msc-225182,Lithophaga aristata,species
W-Msc-140459,Metazoa,kingdom
W-Msc-140459,Mollusca,phylum
W-Msc-140459,Bivalvia,class
W-Msc-140459,Mytiloida,order
W-Msc-140459,Mytilidae,family
W-Msc-140459,Lithophaga,genus
W-Msc-140459,Lithophaga lithophaga,species
SLB-69078,Metazoa,kingdom
SLB-69078,Mollusca,phylum
SLB-69078,Bivalvia,class
SLB-69078,Mytiloida,order
SLB-69078,Mytilidae,family
SLB-69078,Lithophaga,genus
SLB-69078,Lithophaga nigra,species
W-Msc-208435,Metazoa,kingdom
W-Msc-208435,Mollusca,phylum
W-Msc-208435,Bivalvia,class
W-Msc-208435,Mytiloida,order
W-Msc-208435,Mytilidae,family
W-Msc-208435,Lithophaga,genus
W-Msc-208435,Lithophaga teres,species
URM-Cn-5753,Metazoa,kingdom
URM-Cn-5753,Cnidaria,phylum
URM-Cn-5753,Anthozoa,class
URM-Cn-5753,Scleractinia,order
URM-Cn-5753,Fungiidae,family
URM-Cn-5753,Lithophyllon,genus
URM-Cn-5753,Lithophyllon concinna,species
URM-Cn-5768,Metazoa,kingdom
URM-Cn-5768,Cnidaria,phylum
URM-Cn-5768,Anthozoa,class
URM-Cn-5768,Scleractinia,order
URM-Cn-5768,Fungiidae,family
URM-Cn-5768,Lithophyllon,genus
URM-Cn-5768,Lithophyllon repanda,species
URM-Cn-5769,Metazoa,kingdom
URM-Cn-5769,Cnidaria,phylum
URM-Cn-5769,Anthozoa,class
URM-Cn-5769,Scleractinia,order
URM-Cn-5769,Fungiidae,family
URM-Cn-5769,Lithophyllon,genus
