rank,name,id,species,db
phylum,chordata,7711,rhynchobatus djiddensis,ncbi
class,rhynchobatus,7777,rhynchobatus djiddensis,ncbi
class,chondrichthyes,7777,rhynchobatus djiddensis,ncbi
species,rhynchobatus djiddensis,195333,rhynchobatus djiddensis,ncbi
kingdom,metazoa,33208,zanobatus schoenleinii,ncbi
phylum,chordata,7711,zanobatus schoenleinii,ncbi
class,zanobatus,7777,zanobatus schoenleinii,ncbi
class,chondrichthyes,7777,zanobatus schoenleinii,ncbi
species,zanobatus schoenleinii,596112,zanobatus schoenleinii,ncbi
kingdom,metazoa,33208,anoxypristis cuspidata,ncbi
phylum,chordata,7711,anoxypristis cuspidata,ncbi
class,anoxypristis,7777,anoxypristis cuspidata,ncbi
class,chondrichthyes,7777,anoxypristis cuspidata,ncbi
species,anoxypristis cuspidata,195290,anoxypristis cuspidata,ncbi
kingdom,metazoa,33208,pristis pristis,ncbi
phylum,chordata,7711,pristis pristis,ncbi
class,pristis,7777,pristis pristis,ncbi
class,chondrichthyes,7777,pristis pristis,ncbi
species,pristis pristis,1577861,pristis pristis,ncbi
kingdom,metazoa,33208,pristis pectinata,ncbi
phylum,chordata,7711,pristis pectinata,ncbi
class,pristis,7777,pristis pectinata,ncbi
class,chondrichthyes,7777,pristis pectinata,ncbi
species,pristis pectinata,685728,pristis pectinata,ncbi
kingdom,metazoa,33208,pristis zijsron,ncbi
phylum,chordata,7711,pristis zijsron,ncbi
class,pristis,7777,pristis zijsron,ncbi
class,chondrichthyes,7777,pristis zijsron,ncbi
species,pristis zijsron,495877,pristis zijsron,ncbi
kingdom,metazoa,33208,pristis clavata,ncbi
phylum,chordata,7711,pristis clavata,ncbi
class,pristis,7777,pristis clavata,ncbi
class,chondrichthyes,7777,pristis clavata,ncbi
species,pristis clavata,495876,pristis clavata,ncbi
kingdom,metazoa,33208,pristis microdon,ncbi
phylum,chordata,7711,pristis microdon,ncbi
class,pristis,7777,pristis microdon,ncbi
class,chondrichthyes,7777,pristis microdon,ncbi
species,pristis microdon,337881,pristis microdon,ncbi
kingdom,metazoa,33208,pristis perotteti,ncbi
phylum,chordata,7711,pristis perotteti,ncbi
class,pristis,7777,pristis perotteti,ncbi
class,chondrichthyes,7777,pristis perotteti,ncbi
species,pristis perotteti,55131,pristis perotteti,ncbi
kingdom,metazoa,33208,acroteriobatus variegatus,ncbi
phylum,chordata,7711,acroteriobatus variegatus,ncbi
class,acroteriobatus,7777,acroteriobatus variegatus,ncbi
class,chondrichthyes,7777,acroteriobatus variegatus,ncbi
species,acroteriobatus variegatus,2599775,acroteriobatus variegatus,ncbi
kingdom,metazoa,33208,acroteriobatus annulatus,ncbi
phylum,chordata,7711,acroteriobatus annulatus,ncbi
class,acroteriobatus,7777,acroteriobatus annulatus,ncbi
class,chondrichthyes,7777,acroteriobatus annulatus,ncbi
species,acroteriobatus annulatus,2578367,acroteriobatus annulatus,ncbi
kingdom,metazoa,33208,pseudobatos planiceps,ncbi
phylum,chordata,7711,pseudobatos planiceps,ncbi
class,pseudobatos,7777,pseudobatos planiceps,ncbi
class,chondrichthyes,7777,pseudobatos planiceps,ncbi
species,pseudobatos planiceps,2292167,pseudobatos planiceps,ncbi
kingdom,metazoa,33208,pseudobatos glaucostigma,ncbi
phylum,chordata,7711,pseudobatos glaucostigma,ncbi
class,pseudobatos,7777,pseudobatos glaucostigma,ncbi
class,chondrichthyes,7777,pseudobatos glaucostigma,ncbi
species,pseudobatos glaucostigma,1072482,pseudobatos glaucostigma,ncbi
kingdom,metazoa,33208,pseudobatos percellens,ncbi
phylum,chordata,7711,pseudobatos percellens,ncbi
class,pseudobatos,7777,pseudobatos percellens,ncbi
class,chondrichthyes,7777,pseudobatos percellens,ncbi
species,pseudobatos percellens,690869,pseudobatos percellens,ncbi
kingdom,metazoa,33208,pseudobatos horkelii,ncbi
phylum,chordata,7711,pseudobatos horkelii,ncbi
class,pseudobatos,7777,pseudobatos horkelii,ncbi
class,chondrichthyes,7777,pseudobatos horkelii,ncbi
species,pseudobatos horkelii,690868,pseudobatos horkelii,ncbi
kingdom,metazoa,33208,pseudobatos productus,ncbi
phylum,chordata,7711,pseudobatos productus,ncbi
class,pseudobatos,7777,pseudobatos productus,ncbi
class,chondrichthyes,7777,pseudobatos productus,ncbi
species,pseudobatos productus,170824,pseudobatos productus,ncbi
kingdom,metazoa,33208,pseudobatos lentiginosus,ncbi
phylum,chordata,7711,pseudobatos lentiginosus,ncbi
class,pseudobatos,7777,pseudobatos lentiginosus,ncbi
class,chondrichthyes,7777,pseudobatos lentiginosus,ncbi
species,pseudobatos lentiginosus,7862,pseudobatos lentiginosus,ncbi
kingdom,metazoa,33208,glaucostegus halavi,ncbi
phylum,chordata,7711,glaucostegus halavi,ncbi
class,glaucostegus,7777,glaucostegus halavi,ncbi
class,chondrichthyes,7777,glaucostegus halavi,ncbi
species,glaucostegus halavi,1455700,glaucostegus halavi,ncbi
kingdom,metazoa,33208,glaucostegus obtusus,ncbi
phylum,chordata,7711,glaucostegus obtusus,ncbi
class,glaucostegus,7777,glaucostegus obtusus,ncbi
class,chondrichthyes,7777,glaucostegus obtusus,ncbi
species,glaucostegus obtusus,1455677,glaucostegus obtusus,ncbi
kingdom,metazoa,33208,glaucostegus granulatus,ncbi
phylum,chordata,7711,glaucostegus granulatus,ncbi
class,glaucostegus,7777,glaucostegus granulatus,ncbi
class,chondrichthyes,7777,glaucostegus granulatus,ncbi
species,glaucostegus granulatus,1281648,glaucostegus granulatus,ncbi
kingdom,metazoa,33208,glaucostegus cf. typus gjpn-2012,ncbi
phylum,chordata,7711,glaucostegus cf. typus gjpn-2012,ncbi
class,glaucostegus,7777,glaucostegus cf. typus gjpn-2012,ncbi
class,chondrichthyes,7777,glaucostegus cf. typus gjpn-2012,ncbi
species,glaucostegus cf. typus gjpn-2012,1214687,glaucostegus cf. typus gjpn-2012,ncbi
kingdom,metazoa,33208,glaucostegus thouin,ncbi
phylum,chordata,7711,glaucostegus thouin,ncbi
class,glaucostegus,7777,glaucostegus thouin,ncbi
class,chondrichthyes,7777,glaucostegus thouin,ncbi
species,glaucostegus thouin,1072483,glaucostegus thouin,ncbi
kingdom,metazoa,33208,glaucostegus cemiculus,ncbi
phylum,chordata,7711,glaucostegus cemiculus,ncbi
class,glaucostegus,7777,glaucostegus cemiculus,ncbi
class,chondrichthyes,7777,glaucostegus cemiculus,ncbi
species,glaucostegus cemiculus,417950,glaucostegus cemiculus,ncbi
kingdom,metazoa,33208,glaucostegus typus,ncbi
phylum,chordata,7711,glaucostegus typus,ncbi
class,glaucostegus,7777,glaucostegus typus,ncbi
class,chondrichthyes,7777,glaucostegus typus,ncbi
species,glaucostegus typus,337882,glaucostegus typus,ncbi
kingdom,metazoa,33208,glaucostegus formosensis,ncbi
phylum,chordata,7711,glaucostegus formosensis,ncbi
class,glaucostegus,7777,glaucostegus formosensis,ncbi
class,chondrichthyes,7777,glaucostegus formosensis,ncbi
species,glaucostegus formosensis,195329,glaucostegus formosensis,ncbi
kingdom,metazoa,33208,trygonorrhina dumerilii,ncbi
phylum,chordata,7711,trygonorrhina dumerilii,ncbi
class,trygonorrhina,7777,trygonorrhina dumerilii,ncbi
class,chondrichthyes,7777,trygonorrhina dumerilii,ncbi
species,trygonorrhina dumerilii,1702341,trygonorrhina dumerilii,ncbi
kingdom,metazoa,33208,trygonorrhina guanerius,ncbi
phylum,chordata,7711,trygonorrhina guanerius,ncbi
class,trygonorrhina,7777,trygonorrhina guanerius,ncbi
class,chondrichthyes,7777,trygonorrhina guanerius,ncbi
species,trygonorrhina guanerius,548166,trygonorrhina guanerius,ncbi
kingdom,metazoa,33208,trygonorrhina fasciata,ncbi
phylum,chordata,7711,trygonorrhina fasciata,ncbi
class,trygonorrhina,7777,trygonorrhina fasciata,ncbi
class,chondrichthyes,7777,trygonorrhina fasciata,ncbi
species,trygonorrhina fasciata,337883,trygonorrhina fasciata,ncbi
kingdom,metazoa,33208,zapteryx xyster,ncbi
phylum,chordata,7711,zapteryx xyster,ncbi
class,zapteryx,7777,zapteryx xyster,ncbi
class,chondrichthyes,7777,zapteryx xyster,ncbi
species,zapteryx xyster,2595058,zapteryx xyster,ncbi
kingdom,metazoa,33208,zapteryx brevirostris,ncbi
phylum,chordata,7711,zapteryx brevirostris,ncbi
class,zapteryx,7777,zapteryx brevirostris,ncbi
class,chondrichthyes,7777,zapteryx brevirostris,ncbi
species,zapteryx brevirostris,690870,zapteryx brevirostris,ncbi
kingdom,metazoa,33208,zapteryx exasperata,ncbi
phylum,chordata,7711,zapteryx exasperata,ncbi
class,zapteryx,7777,zapteryx exasperata,ncbi
class,chondrichthyes,7777,zapteryx exasperata,ncbi
species,zapteryx exasperata,540279,zapteryx exasperata,ncbi
kingdom,metazoa,33208,aptychotrema rostrata,ncbi
phylum,chordata,7711,aptychotrema rostrata,ncbi
class,aptychotrema,7777,aptychotrema rostrata,ncbi
class,chondrichthyes,7777,aptychotrema rostrata,ncbi
species,aptychotrema rostrata,556017,aptychotrema rostrata,ncbi
kingdom,metazoa,33208,aptychotrema vincentiana,ncbi
phylum,chordata,7711,aptychotrema vincentiana,ncbi
class,aptychotrema,7777,aptychotrema vincentiana,ncbi
class,chondrichthyes,7777,aptychotrema vincentiana,ncbi
species,aptychotrema vincentiana,495829,aptychotrema vincentiana,ncbi
kingdom,metazoa,33208,rhinobatos cf. punctifer foai412-09,ncbi
phylum,chordata,7711,rhinobatos cf. punctifer foai412-09,ncbi
class,rhinobatos,7777,rhinobatos cf. punctifer foai412-09,ncbi
class,chondrichthyes,7777,rhinobatos cf. punctifer foai412-09,ncbi
species,rhinobatos cf. punctifer foai412-09,2579654,rhinobatos cf. punctifer foai412-09,ncbi
kingdom,metazoa,33208,rhinobatos cf. punctifer foai400-09,ncbi
phylum,chordata,7711,rhinobatos cf. punctifer foai400-09,ncbi
class,rhinobatos,7777,rhinobatos cf. punctifer foai400-09,ncbi
class,chondrichthyes,7777,rhinobatos cf. punctifer foai400-09,ncbi
species,rhinobatos cf. punctifer foai400-09,2579653,rhinobatos cf. punctifer foai400-09,ncbi
kingdom,metazoa,33208,rhinobatos lionotus,ncbi
phylum,chordata,7711,rhinobatos lionotus,ncbi
class,rhinobatos,7777,rhinobatos lionotus,ncbi
class,chondrichthyes,7777,rhinobatos lionotus,ncbi
species,rhinobatos lionotus,1455692,rhinobatos lionotus,ncbi
kingdom,metazoa,33208,rhinobatos cf. schlegelii gjpn-2012,ncbi
phylum,chordata,7711,rhinobatos cf. schlegelii gjpn-2012,ncbi
class,rhinobatos,7777,rhinobatos cf. schlegelii gjpn-2012,ncbi
class,chondrichthyes,7777,rhinobatos cf. schlegelii gjpn-2012,ncbi
species,rhinobatos cf. schlegelii gjpn-2012,1214737,rhinobatos cf. schlegelii gjpn-2012,ncbi
kingdom,metazoa,33208,rhinobatos rhinobatos,ncbi
phylum,chordata,7711,rhinobatos rhinobatos,ncbi
class,rhinobatos,7777,rhinobatos rhinobatos,ncbi
class,chondrichthyes,7777,rhinobatos rhinobatos,ncbi
species,rhinobatos rhinobatos,1213707,rhinobatos rhinobatos,ncbi
kingdom,metazoa,33208,rhinobatos annulatus,ncbi
phylum,chordata,7711,rhinobatos annulatus,ncbi
class,rhinobatos,7777,rhinobatos annulatus,ncbi
class,chondrichthyes,7777,rhinobatos annulatus,ncbi
species,rhinobatos annulatus,1003796,rhinobatos annulatus,ncbi
kingdom,metazoa,33208,rhinobatos leucospilus,ncbi
phylum,chordata,7711,rhinobatos leucospilus,ncbi
class,rhinobatos,7777,rhinobatos leucospilus,ncbi
class,chondrichthyes,7777,rhinobatos leucospilus,ncbi
species,rhinobatos leucospilus,990637,rhinobatos leucospilus,ncbi
kingdom,metazoa,33208,rhinobatos cf. punctifer nppf1089,ncbi
phylum,chordata,7711,rhinobatos cf. punctifer nppf1089,ncbi
class,rhinobatos,7777,rhinobatos cf. punctifer nppf1089,ncbi
class,chondrichthyes,7777,rhinobatos cf. punctifer nppf1089,ncbi
species,rhinobatos cf. punctifer nppf1089,909125,rhinobatos cf. punctifer nppf1089,ncbi
kingdom,metazoa,33208,rhinobatos cf. punctifer nppf1031,ncbi
phylum,chordata,7711,rhinobatos cf. punctifer nppf1031,ncbi
class,rhinobatos,7777,rhinobatos cf. punctifer nppf1031,ncbi
class,chondrichthyes,7777,rhinobatos cf. punctifer nppf1031,ncbi
species,rhinobatos cf. punctifer nppf1031,909124,rhinobatos cf. punctifer nppf1031,ncbi
kingdom,metazoa,33208,rhinobatos variegatus,ncbi
phylum,chordata,7711,rhinobatos variegatus,ncbi
class,rhinobatos,7777,rhinobatos variegatus,ncbi
class,chondrichthyes,7777,rhinobatos variegatus,ncbi
species,rhinobatos variegatus,876120,rhinobatos variegatus,ncbi
kingdom,metazoa,33208,rhinobatos punctifer,ncbi
phylum,chordata,7711,rhinobatos punctifer,ncbi
class,rhinobatos,7777,rhinobatos punctifer,ncbi
class,chondrichthyes,7777,rhinobatos punctifer,ncbi
species,rhinobatos punctifer,876119,rhinobatos punctifer,ncbi
kingdom,metazoa,33208,rhinobatos annandalei,ncbi
phylum,chordata,7711,rhinobatos annandalei,ncbi
class,rhinobatos,7777,rhinobatos annandalei,ncbi
class,chondrichthyes,7777,rhinobatos annandalei,ncbi
species,rhinobatos annandalei,556052,rhinobatos annandalei,ncbi
kingdom,metazoa,33208,rhinobatos jimbaranensis,ncbi
phylum,chordata,7711,rhinobatos jimbaranensis,ncbi
class,rhinobatos,7777,rhinobatos jimbaranensis,ncbi
class,chondrichthyes,7777,rhinobatos jimbaranensis,ncbi
species,rhinobatos jimbaranensis,496011,rhinobatos jimbaranensis,ncbi
kingdom,metazoa,33208,rhinobatos penggali,ncbi
phylum,chordata,7711,rhinobatos penggali,ncbi
class,rhinobatos,7777,rhinobatos penggali,ncbi
class,chondrichthyes,7777,rhinobatos penggali,ncbi
species,rhinobatos penggali,495879,rhinobatos penggali,ncbi
kingdom,metazoa,33208,rhinobatos schlegelii,ncbi
phylum,chordata,7711,rhinobatos schlegelii,ncbi
class,rhinobatos,7777,rhinobatos schlegelii,ncbi
class,chondrichthyes,7777,rhinobatos schlegelii,ncbi
species,rhinobatos schlegelii,195330,rhinobatos schlegelii,ncbi
kingdom,metazoa,33208,rhinobatos hynnicephalus,ncbi
phylum,chordata,7711,rhinobatos hynnicephalus,ncbi
class,rhinobatos,7777,rhinobatos hynnicephalus,ncbi
class,chondrichthyes,7777,rhinobatos hynnicephalus,ncbi
species,rhinobatos hynnicephalus,42863,rhinobatos hynnicephalus,ncbi
kingdom,metazoa,33208,hexatrygon bickelli,ncbi
phylum,chordata,7711,hexatrygon bickelli,ncbi
class,hexatrygonidae,7777,hexatrygon bickelli,ncbi
class,chondrichthyes,7777,hexatrygon bickelli,ncbi
genus,hexatrygon,117843,hexatrygon bickelli,ncbi
species,hexatrygon bickelli,282282,hexatrygon bickelli,ncbi
kingdom,metazoa,33208,hexatrygon taiwanensis,ncbi
phylum,chordata,7711,hexatrygon taiwanensis,ncbi
class,hexatrygonidae,7777,hexatrygon taiwanensis,ncbi
class,chondrichthyes,7777,hexatrygon taiwanensis,ncbi
genus,hexatrygon,117843,hexatrygon taiwanensis,ncbi
species,hexatrygon taiwanensis,195304,hexatrygon taiwanensis,ncbi
kingdom,metazoa,33208,plesiobatis daviesi,ncbi
phylum,chordata,7711,plesiobatis daviesi,ncbi
class,plesiobatidae,7777,plesiobatis daviesi,ncbi
class,chondrichthyes,7777,plesiobatis daviesi,ncbi
genus,plesiobatis,117841,plesiobatis daviesi,ncbi
species,plesiobatis daviesi,195321,plesiobatis daviesi,ncbi
kingdom,metazoa,33208,aetoplatea zonura,ncbi
phylum,chordata,7711,aetoplatea zonura,ncbi
class,gymnuridae,7777,aetoplatea zonura,ncbi
class,chondrichthyes,7777,aetoplatea zonura,ncbi
genus,aetoplatea,115857,aetoplatea zonura,ncbi
species,aetoplatea zonura,195284,aetoplatea zonura,ncbi
kingdom,metazoa,33208,gymnura lessae,ncbi
phylum,chordata,7711,gymnura lessae,ncbi
class,gymnuridae,7777,gymnura lessae,ncbi
class,chondrichthyes,7777,gymnura lessae,ncbi
genus,gymnura,86360,gymnura lessae,ncbi
species,gymnura lessae,2736012,gymnura lessae,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura 2 kj-2019,ncbi
phylum,chordata,7711,gymnura cf. poecilura 2 kj-2019,ncbi
class,gymnuridae,7777,gymnura cf. poecilura 2 kj-2019,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura 2 kj-2019,ncbi
genus,gymnura,86360,gymnura cf. poecilura 2 kj-2019,ncbi
species,gymnura cf. poecilura 2 kj-2019,2599787,gymnura cf. poecilura 2 kj-2019,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura foai394-09,ncbi
phylum,chordata,7711,gymnura cf. poecilura foai394-09,ncbi
class,gymnuridae,7777,gymnura cf. poecilura foai394-09,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura foai394-09,ncbi
genus,gymnura,86360,gymnura cf. poecilura foai394-09,ncbi
species,gymnura cf. poecilura foai394-09,2578851,gymnura cf. poecilura foai394-09,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura foai393-09,ncbi
phylum,chordata,7711,gymnura cf. poecilura foai393-09,ncbi
class,gymnuridae,7777,gymnura cf. poecilura foai393-09,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura foai393-09,ncbi
genus,gymnura,86360,gymnura cf. poecilura foai393-09,ncbi
species,gymnura cf. poecilura foai393-09,2578850,gymnura cf. poecilura foai393-09,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura foai382-09,ncbi
phylum,chordata,7711,gymnura cf. poecilura foai382-09,ncbi
class,gymnuridae,7777,gymnura cf. poecilura foai382-09,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura foai382-09,ncbi
genus,gymnura,86360,gymnura cf. poecilura foai382-09,ncbi
species,gymnura cf. poecilura foai382-09,2578849,gymnura cf. poecilura foai382-09,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura ees-2018,ncbi
phylum,chordata,7711,gymnura cf. poecilura ees-2018,ncbi
class,gymnuridae,7777,gymnura cf. poecilura ees-2018,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura ees-2018,ncbi
genus,gymnura,86360,gymnura cf. poecilura ees-2018,ncbi
species,gymnura cf. poecilura ees-2018,2204213,gymnura cf. poecilura ees-2018,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura mumbai 2,ncbi
phylum,chordata,7711,gymnura cf. poecilura mumbai 2,ncbi
class,gymnuridae,7777,gymnura cf. poecilura mumbai 2,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura mumbai 2,ncbi
genus,gymnura,86360,gymnura cf. poecilura mumbai 2,ncbi
species,gymnura cf. poecilura mumbai 2,1928059,gymnura cf. poecilura mumbai 2,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura veraval nd2-2,ncbi
phylum,chordata,7711,gymnura cf. poecilura veraval nd2-2,ncbi
class,gymnuridae,7777,gymnura cf. poecilura veraval nd2-2,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura veraval nd2-2,ncbi
genus,gymnura,86360,gymnura cf. poecilura veraval nd2-2,ncbi
species,gymnura cf. poecilura veraval nd2-2,1926539,gymnura cf. poecilura veraval nd2-2,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura mumbai nd2-2,ncbi
phylum,chordata,7711,gymnura cf. poecilura mumbai nd2-2,ncbi
class,gymnuridae,7777,gymnura cf. poecilura mumbai nd2-2,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura mumbai nd2-2,ncbi
genus,gymnura,86360,gymnura cf. poecilura mumbai nd2-2,ncbi
species,gymnura cf. poecilura mumbai nd2-2,1926538,gymnura cf. poecilura mumbai nd2-2,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura mumbai nd2-1,ncbi
phylum,chordata,7711,gymnura cf. poecilura mumbai nd2-1,ncbi
class,gymnuridae,7777,gymnura cf. poecilura mumbai nd2-1,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura mumbai nd2-1,ncbi
genus,gymnura,86360,gymnura cf. poecilura mumbai nd2-1,ncbi
species,gymnura cf. poecilura mumbai nd2-1,1926537,gymnura cf. poecilura mumbai nd2-1,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura veraval nd2-1,ncbi
phylum,chordata,7711,gymnura cf. poecilura veraval nd2-1,ncbi
class,gymnuridae,7777,gymnura cf. poecilura veraval nd2-1,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura veraval nd2-1,ncbi
genus,gymnura,86360,gymnura cf. poecilura veraval nd2-1,ncbi
species,gymnura cf. poecilura veraval nd2-1,1926536,gymnura cf. poecilura veraval nd2-1,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura veraval 2,ncbi
phylum,chordata,7711,gymnura cf. poecilura veraval 2,ncbi
class,gymnuridae,7777,gymnura cf. poecilura veraval 2,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura veraval 2,ncbi
genus,gymnura,86360,gymnura cf. poecilura veraval 2,ncbi
species,gymnura cf. poecilura veraval 2,1926535,gymnura cf. poecilura veraval 2,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura mumbai 1,ncbi
phylum,chordata,7711,gymnura cf. poecilura mumbai 1,ncbi
class,gymnuridae,7777,gymnura cf. poecilura mumbai 1,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura mumbai 1,ncbi
genus,gymnura,86360,gymnura cf. poecilura mumbai 1,ncbi
species,gymnura cf. poecilura mumbai 1,1926534,gymnura cf. poecilura mumbai 1,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura veraval 1,ncbi
phylum,chordata,7711,gymnura cf. poecilura veraval 1,ncbi
class,gymnuridae,7777,gymnura cf. poecilura veraval 1,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura veraval 1,ncbi
genus,gymnura,86360,gymnura cf. poecilura veraval 1,ncbi
species,gymnura cf. poecilura veraval 1,1926533,gymnura cf. poecilura veraval 1,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura 2 gjpn-2012,ncbi
phylum,chordata,7711,gymnura cf. poecilura 2 gjpn-2012,ncbi
class,gymnuridae,7777,gymnura cf. poecilura 2 gjpn-2012,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura 2 gjpn-2012,ncbi
genus,gymnura,86360,gymnura cf. poecilura 2 gjpn-2012,ncbi
species,gymnura cf. poecilura 2 gjpn-2012,1214691,gymnura cf. poecilura 2 gjpn-2012,ncbi
kingdom,metazoa,33208,gymnura cf. poecilura 1 gjpn-2012,ncbi
phylum,chordata,7711,gymnura cf. poecilura 1 gjpn-2012,ncbi
class,gymnuridae,7777,gymnura cf. poecilura 1 gjpn-2012,ncbi
class,chondrichthyes,7777,gymnura cf. poecilura 1 gjpn-2012,ncbi
genus,gymnura,86360,gymnura cf. poecilura 1 gjpn-2012,ncbi
species,gymnura cf. poecilura 1 gjpn-2012,1214690,gymnura cf. poecilura 1 gjpn-2012,ncbi
kingdom,metazoa,33208,gymnura natalensis,ncbi
phylum,chordata,7711,gymnura natalensis,ncbi
class,gymnuridae,7777,gymnura natalensis,ncbi
class,chondrichthyes,7777,gymnura natalensis,ncbi
genus,gymnura,86360,gymnura natalensis,ncbi
species,gymnura natalensis,990590,gymnura natalensis,ncbi
kingdom,metazoa,33208,gymnura micrura,ncbi
phylum,chordata,7711,gymnura micrura,ncbi
class,gymnuridae,7777,gymnura micrura,ncbi
class,chondrichthyes,7777,gymnura micrura,ncbi
genus,gymnura,86360,gymnura micrura,ncbi
species,gymnura micrura,558709,gymnura micrura,ncbi
kingdom,metazoa,33208,gymnura crebripunctata,ncbi
phylum,chordata,7711,gymnura crebripunctata,ncbi
class,gymnuridae,7777,gymnura crebripunctata,ncbi
class,chondrichthyes,7777,gymnura crebripunctata,ncbi
genus,gymnura,86360,gymnura crebripunctata,ncbi
species,gymnura crebripunctata,558708,gymnura crebripunctata,ncbi
kingdom,metazoa,33208,gymnura altavela,ncbi
phylum,chordata,7711,gymnura altavela,ncbi
class,gymnuridae,7777,gymnura altavela,ncbi
class,chondrichthyes,7777,gymnura altavela,ncbi
genus,gymnura,86360,gymnura altavela,ncbi
species,gymnura altavela,558707,gymnura altavela,ncbi
kingdom,metazoa,33208,gymnura poecilura,ncbi
phylum,chordata,7711,gymnura poecilura,ncbi
class,gymnuridae,7777,gymnura poecilura,ncbi
class,chondrichthyes,7777,gymnura poecilura,ncbi
genus,gymnura,86360,gymnura poecilura,ncbi
species,gymnura poecilura,495854,gymnura poecilura,ncbi
kingdom,metazoa,33208,gymnura australis,ncbi
phylum,chordata,7711,gymnura australis,ncbi
class,gymnuridae,7777,gymnura australis,ncbi
class,chondrichthyes,7777,gymnura australis,ncbi
genus,gymnura,86360,gymnura australis,ncbi
species,gymnura australis,334995,gymnura australis,ncbi
kingdom,metazoa,33208,gymnura japonica,ncbi
phylum,chordata,7711,gymnura japonica,ncbi
class,gymnuridae,7777,gymnura japonica,ncbi
class,chondrichthyes,7777,gymnura japonica,ncbi
genus,gymnura,86360,gymnura japonica,ncbi
species,gymnura japonica,87141,gymnura japonica,ncbi
kingdom,metazoa,33208,gymnura marmorata,ncbi
phylum,chordata,7711,gymnura marmorata,ncbi
class,gymnuridae,7777,gymnura marmorata,ncbi
class,chondrichthyes,7777,gymnura marmorata,ncbi
genus,gymnura,86360,gymnura marmorata,ncbi
species,gymnura marmorata,86361,gymnura marmorata,ncbi
kingdom,metazoa,33208,trygonoptera cf. personata foan129-11,ncbi
phylum,chordata,7711,trygonoptera cf. personata foan129-11,ncbi
class,urolophidae,7777,trygonoptera cf. personata foan129-11,ncbi
class,chondrichthyes,7777,trygonoptera cf. personata foan129-11,ncbi
genus,trygonoptera,443772,trygonoptera cf. personata foan129-11,ncbi
species,trygonoptera cf. personata foan129-11,2579116,trygonoptera cf. personata foan129-11,ncbi
kingdom,metazoa,33208,trygonoptera cf. galba foan122-11,ncbi
phylum,chordata,7711,trygonoptera cf. galba foan122-11,ncbi
class,urolophidae,7777,trygonoptera cf. galba foan122-11,ncbi
class,chondrichthyes,7777,trygonoptera cf. galba foan122-11,ncbi
genus,trygonoptera,443772,trygonoptera cf. galba foan122-11,ncbi
species,trygonoptera cf. galba foan122-11,2579115,trygonoptera cf. galba foan122-11,ncbi
kingdom,metazoa,33208,trygonoptera cf. galba foan121-11,ncbi
phylum,chordata,7711,trygonoptera cf. galba foan121-11,ncbi
class,urolophidae,7777,trygonoptera cf. galba foan121-11,ncbi
class,chondrichthyes,7777,trygonoptera cf. galba foan121-11,ncbi
genus,trygonoptera,443772,trygonoptera cf. galba foan121-11,ncbi
species,trygonoptera cf. galba foan121-11,2579114,trygonoptera cf. galba foan121-11,ncbi
kingdom,metazoa,33208,trygonoptera cf. galba foan120-11,ncbi
phylum,chordata,7711,trygonoptera cf. galba foan120-11,ncbi
class,urolophidae,7777,trygonoptera cf. galba foan120-11,ncbi
class,chondrichthyes,7777,trygonoptera cf. galba foan120-11,ncbi
genus,trygonoptera,443772,trygonoptera cf. galba foan120-11,ncbi
species,trygonoptera cf. galba foan120-11,2579113,trygonoptera cf. galba foan120-11,ncbi
kingdom,metazoa,33208,trygonoptera imitata,ncbi
phylum,chordata,7711,trygonoptera imitata,ncbi
class,urolophidae,7777,trygonoptera imitata,ncbi
class,chondrichthyes,7777,trygonoptera imitata,ncbi
genus,trygonoptera,443772,trygonoptera imitata,ncbi
species,trygonoptera imitata,495889,trygonoptera imitata,ncbi
kingdom,metazoa,33208,trygonoptera personata,ncbi
phylum,chordata,7711,trygonoptera personata,ncbi
class,urolophidae,7777,trygonoptera personata,ncbi
